"symbol","div_or_split","record_date","payment_date","amount","description"
"COKE","dividend","2022-04-28 00:00:00","2022-05-12 00:00:00",0.25,"Ordinary Shares"
"COLD","dividend","2020-12-31 00:00:00","2021-01-15 00:00:00",0.21,"Ordinary Shares"
"COLD","dividend","2021-03-31 00:00:00","2021-04-15 00:00:00",0.22,"Ordinary Shares"
"COLD","dividend","2021-06-30 00:00:00","2021-07-15 00:00:00",0.22,"Ordinary Shares"
"COLD","dividend","2021-09-30 00:00:00","2021-10-15 00:00:00",0.22,"Ordinary Shares"
"COLD","dividend","2021-12-31 00:00:00","2022-01-14 00:00:00",0.22,"Ordinary Shares"
"COLD","dividend","2022-03-31 00:00:00","2022-04-15 00:00:00",0.22,"Ordinary Shares"
"COLD","dividend","2022-06-30 00:00:00","2022-07-15 00:00:00",0.22,"Ordinary Shares"
"COMT","dividend","2021-12-14 00:00:00","2021-12-17 00:00:00",5.49413,"iShares GSCI Commodity Dynamic Roll Strategy ETF"
"COO","dividend","2020-07-23 00:00:00","2020-08-07 00:00:00",0.03,"Ordinary Shares"
"COO","dividend","2021-07-27 00:00:00","2021-08-11 00:00:00",0.03,"Ordinary Shares"
"COO","dividend","2022-01-21 00:00:00","2022-02-09 00:00:00",0.03,"Ordinary Shares"
"COP","dividend","2021-02-12 00:00:00","2021-03-01 00:00:00",0.43,"Ordinary Shares"
"COP","dividend","2021-05-14 00:00:00","2021-06-01 00:00:00",0.43,"Ordinary Shares"
"COP","dividend","2021-07-26 00:00:00","2021-09-01 00:00:00",0.43,"Ordinary Shares"
"COP","dividend","2021-10-28 00:00:00","2021-12-01 00:00:00",0.46,"Ordinary Shares"
"COP","dividend","2022-01-03 00:00:00","2022-01-14 00:00:00",0.2,"Ordinary Shares"
"COP","dividend","2022-02-14 00:00:00","2022-03-01 00:00:00",0.46,"Ordinary Shares"
"COP","dividend","2022-03-31 00:00:00","2022-04-14 00:00:00",0.3,"Ordinary Shares"
"COP","dividend","2022-05-17 00:00:00","2022-06-01 00:00:00",0.46,"Ordinary Shares"
"COP","dividend","2022-06-28 00:00:00","2022-07-15 00:00:00",0.7,"Ordinary Shares"
"COPX","dividend","2020-06-30 00:00:00","2020-07-08 00:00:00",0.071187,"Global X Copper Miners ETF"
"COPX","dividend","2020-12-31 00:00:00","2021-01-08 00:00:00",0.322596,"Global X Copper Miners ETF"
"COR","dividend","2021-09-30 00:00:00","2021-10-15 00:00:00",1.27,"Ordinary Shares"
"COR","dividend","2021-12-02 00:00:00","2021-12-13 00:00:00",1.27,"Ordinary Shares"
"CORR","dividend","2022-02-14 00:00:00","2022-02-28 00:00:00",0.05,"Ordinary Shares"
"CORR","dividend","2022-05-17 00:00:00","2022-05-31 00:00:00",0.05,"Ordinary Shares"
"COST","dividend","2020-10-30 00:00:00","2020-11-13 00:00:00",0.7,"Ordinary Shares"
"COST","dividend","2020-12-02 00:00:00","2020-12-11 00:00:00",10.0,"Ordinary Shares"
"COST","dividend","2021-04-30 00:00:00","2021-05-14 00:00:00",0.79,"Ordinary Shares"
"COST","dividend","2021-07-30 00:00:00","2021-08-13 00:00:00",0.79,"Ordinary Shares"
"COST","dividend","2021-10-29 00:00:00","2021-11-12 00:00:00",0.79,"Ordinary Shares"
"COST","dividend","2022-02-04 00:00:00","2022-02-18 00:00:00",0.79,"Ordinary Shares"
"COST","dividend","2022-04-29 00:00:00","2022-05-13 00:00:00",0.9,"Ordinary Shares"
"CP","dividend","2021-06-25 00:00:00","2021-07-26 00:00:00",0.0,"Ordinary Shares"
"CP","dividend","2021-09-24 00:00:00","2021-10-25 00:00:00",0.0,"Ordinary Shares"
"CP","dividend","2021-12-31 00:00:00","2022-01-31 00:00:00",0.14856517319571508,"Ordinary Shares"
"CP","dividend","2022-03-25 00:00:00","2022-04-25 00:00:00",0.15150306993062754,"Ordinary Shares"
"CP","dividend","2022-06-24 00:00:00","2022-07-25 00:00:00",0.14635987582520008,"Ordinary Shares"
"CPB","dividend","2021-04-08 00:00:00","2021-05-03 00:00:00",0.37,"Ordinary Shares"
"CPB","dividend","2021-07-14 00:00:00","2021-08-02 00:00:00",0.37,"Ordinary Shares"
"CPB","dividend","2022-01-06 00:00:00","2022-01-31 00:00:00",0.37,"Ordinary Shares"
"CPB","dividend","2022-04-07 00:00:00","2022-05-02 00:00:00",0.37,"Ordinary Shares"
"CPB","dividend","2022-07-07 00:00:00","2022-08-01 00:00:00",0.37,"Ordinary Shares"
"CRBN","dividend","2021-12-14 00:00:00","2021-12-17 00:00:00",1.40971,"iShares MSCI ACWI Low Carbon Target ETF"
"CRC","dividend","2021-12-01 00:00:00","2021-12-16 00:00:00",0.17,"Ordinary Shares - New"
"CRC","dividend","2022-03-07 00:00:00","2022-03-16 00:00:00",0.17,"Ordinary Shares - New"
"CRC","dividend","2022-06-01 00:00:00","2022-06-16 00:00:00",0.17,"Ordinary Shares - New"
"CRI","dividend","2021-05-12 00:00:00","2021-05-28 00:00:00",0.4,"Ordinary Shares"
"CRI","dividend","2021-08-31 00:00:00","2021-09-17 00:00:00",0.4,"Ordinary Shares"
"CRI","dividend","2021-12-01 00:00:00","2021-12-10 00:00:00",0.6,"Ordinary Shares"
"CRI","dividend","2022-03-08 00:00:00","2022-03-18 00:00:00",0.75,"Ordinary Shares"
"CRI","dividend","2022-05-31 00:00:00","2022-06-10 00:00:00",0.75,"Ordinary Shares"
"CSCO","dividend","2021-01-05 00:00:00","2021-01-20 00:00:00",0.36,"Ordinary Shares"
"CSCO","dividend","2021-04-06 00:00:00","2021-04-28 00:00:00",0.37,"Ordinary Shares"
"CSCO","dividend","2021-07-06 00:00:00","2021-07-28 00:00:00",0.37,"Ordinary Shares"
"CSCO","dividend","2021-10-05 00:00:00","2021-10-27 00:00:00",0.37,"Ordinary Shares"
"CSCO","dividend","2022-01-05 00:00:00","2022-01-26 00:00:00",0.37,"Ordinary Shares"
"CSCO","dividend","2022-04-06 00:00:00","2022-04-27 00:00:00",0.38,"Ordinary Shares"
"CSCO","dividend","2022-07-06 00:00:00","2022-07-27 00:00:00",0.38,"Ordinary Shares"
"CSGP","split","2021-06-08 00:00:00","2021-06-28 00:00:00",0.1,"Ordinary Shares"
"CSX","dividend","2021-11-30 00:00:00","2021-12-15 00:00:00",0.093333,"Ordinary Shares"
"CSX","dividend","2022-02-28 00:00:00","2022-03-15 00:00:00",0.1,"Ordinary Shares"
"CSX","dividend","2022-05-31 00:00:00","2022-06-15 00:00:00",0.1,"Ordinary Shares"
"CTRE","dividend","2022-03-31 00:00:00","2022-04-15 00:00:00",0.275,"Ordinary Shares"
"CTRE","dividend","2022-06-30 00:00:00","2022-07-15 00:00:00",0.275,"Ordinary Shares"
"CTRM","split","2021-05-22 00:00:00","2021-05-28 00:00:00",10.0,"Ordinary Shares"
"CTVA","dividend","2021-11-12 00:00:00","2021-12-15 00:00:00",0.14,"Ordinary Shares"
"CTVA","dividend","2022-03-01 00:00:00","2022-03-15 00:00:00",0.14,"Ordinary Shares"
"CTVA","dividend","2022-05-13 00:00:00","2022-06-15 00:00:00",0.14,"Ordinary Shares"
"CTXS","dividend","2021-12-07 00:00:00","2021-12-21 00:00:00",0.37,"Ordinary Shares"
"CUBE","dividend","2021-10-01 00:00:00","2021-10-15 00:00:00",0.34,"Ordinary Shares"
"CUBE","dividend","2022-01-03 00:00:00","2022-01-18 00:00:00",0.43,"Ordinary Shares"
"CUBE","dividend","2022-04-01 00:00:00","2022-04-18 00:00:00",0.43,"Ordinary Shares"
"CUBE","dividend","2022-07-01 00:00:00","2022-07-15 00:00:00",0.43,"Ordinary Shares"
"CURE","dividend","2022-03-23 00:00:00","2022-03-29 00:00:00",0.03536,"Direxion Daily Healthcare Bull 3X Shares"
"CVE","dividend","2021-12-15 00:00:00","2021-12-31 00:00:00",0.02743785326236076,"Ordinary Shares"
"CVE","dividend","2022-03-15 00:00:00","2022-03-31 00:00:00",0.02790846025037876,"Ordinary Shares"
"CVE","dividend","2022-06-15 00:00:00","2022-06-30 00:00:00",0.08346780924823326,"Ordinary Shares"
"CVS","dividend","2020-10-22 00:00:00","2020-11-02 00:00:00",0.5,"Ordinary Shares"
"CVS","dividend","2021-04-23 00:00:00","2021-05-03 00:00:00",0.5,"Ordinary Shares"
"CVS","dividend","2021-07-23 00:00:00","2021-08-02 00:00:00",0.5,"Ordinary Shares"
"CVS","dividend","2021-10-22 00:00:00","2021-11-01 00:00:00",0.5,"Ordinary Shares"
"CVS","dividend","2022-01-21 00:00:00","2022-02-01 00:00:00",0.55,"Ordinary Shares"
"CVS","dividend","2022-04-22 00:00:00","2022-05-02 00:00:00",0.55,"Ordinary Shares"
"CVX","dividend","2020-05-19 00:00:00","2020-06-10 00:00:00",1.29,"Ordinary Shares"
"CVX","dividend","2020-08-19 00:00:00","2020-09-10 00:00:00",1.29,"Ordinary Shares"
"CVX","dividend","2020-11-18 00:00:00","2020-12-10 00:00:00",1.29,"Ordinary Shares"
"CVX","dividend","2021-02-17 00:00:00","2021-03-10 00:00:00",1.29,"Ordinary Shares"
"CVX","dividend","2021-05-19 00:00:00","2021-06-10 00:00:00",1.34,"Ordinary Shares"
"CVX","dividend","2021-08-19 00:00:00","2021-09-10 00:00:00",1.34,"Ordinary Shares"
"CVX","dividend","2021-11-18 00:00:00","2021-12-10 00:00:00",1.34,"Ordinary Shares"
"CVX","dividend","2022-02-16 00:00:00","2022-03-10 00:00:00",1.42,"Ordinary Shares"
"CVX","dividend","2022-05-19 00:00:00","2022-06-10 00:00:00",1.42,"Ordinary Shares"
"CWB","dividend","2021-11-02 00:00:00","2021-11-05 00:00:00",0.0451,"SPDR Bloomberg Barclays Convertible Securities ETF"
"CWB","dividend","2022-03-02 00:00:00","2022-03-07 00:00:00",0.133455,"SPDR Bloomberg Convertible Securities ETF"
"CWB","dividend","2022-05-03 00:00:00","2022-05-06 00:00:00",0.049564,"SPDR Bloomberg Convertible Securities ETF"
"CWCO","dividend","2021-10-01 00:00:00","2021-10-29 00:00:00",0.085,"Ordinary Shares"
"CWCO","dividend","2022-01-03 00:00:00","2022-01-31 00:00:00",0.085,"Ordinary Shares"
"CWCO","dividend","2022-04-01 00:00:00","2022-04-29 00:00:00",0.085,"Ordinary Shares"
"CWCO","dividend","2022-07-01 00:00:00","2022-07-29 00:00:00",0.085,"Ordinary Shares"
"CWEN","dividend","2021-12-01 00:00:00","2021-12-15 00:00:00",0.34,"Ordinary Shares - Class C"
"CWEN","dividend","2022-03-01 00:00:00","2022-03-15 00:00:00",0.3468,"Ordinary Shares - Class C"
"CWEN","dividend","2022-06-01 00:00:00","2022-06-15 00:00:00",0.3536,"Ordinary Shares - Class C"
"CWH","dividend","2020-12-15 00:00:00","2020-12-29 00:00:00",0.77,"Ordinary Shares - Class A"
"CWH","dividend","2021-06-15 00:00:00","2021-06-29 00:00:00",0.25,"Ordinary Shares - Class A"
"CWH","dividend","2021-09-14 00:00:00","2021-09-28 00:00:00",0.5,"Ordinary Shares - Class A"
"CWH","dividend","2021-12-14 00:00:00","2021-12-29 00:00:00",0.5,"Ordinary Shares - Class A"
"CWH","dividend","2022-03-14 00:00:00","2022-03-29 00:00:00",0.625,"Ordinary Shares - Class A"
"CWH","dividend","2022-06-14 00:00:00","2022-06-29 00:00:00",0.625,"Ordinary Shares - Class A"
"CWT","dividend","2021-11-08 00:00:00","2021-11-19 00:00:00",0.23,"Ordinary Shares"
"CWT","dividend","2022-02-07 00:00:00","2022-02-18 00:00:00",0.25,"Ordinary Shares"
"CWT","dividend","2022-05-09 00:00:00","2022-05-20 00:00:00",0.25,"Ordinary Shares"
"CXSE","dividend","2021-12-28 00:00:00","2021-12-30 00:00:00",0.03871,"WisdomTree China ex-State-Owned Enterprises Fund"
"CXSE","dividend","2022-03-28 00:00:00","2022-03-30 00:00:00",0.155,"WisdomTree China ex-State-Owned Enterprises Fund"
"CYD","dividend","2022-07-06 00:00:00","2022-07-15 00:00:00",0.4,"Ordinary Shares"
"D","dividend","2021-12-03 00:00:00","2021-12-20 00:00:00",0.63,"Ordinary Shares"
"D","dividend","2022-03-04 00:00:00","2022-03-20 00:00:00",0.6675,"Ordinary Shares"
"D","dividend","2022-06-03 00:00:00","2022-06-20 00:00:00",0.6675,"Ordinary Shares"
"DAC","dividend","2022-02-17 00:00:00","2022-02-28 00:00:00",0.75,"Ordinary Shares"
"DAC","dividend","2022-05-27 00:00:00","2022-06-08 00:00:00",0.75,"Ordinary Shares"
"DB","dividend","2022-05-23 00:00:00","2022-05-24 00:00:00",0.208702,"Registered Shares"
"DDS","dividend","2020-12-31 00:00:00","2021-02-01 00:00:00",0.15,"Ordinary Shares - Class A"
"DDS","dividend","2021-03-31 00:00:00","2021-05-03 00:00:00",0.15,"Ordinary Shares - Class A"
"DDS","dividend","2021-06-30 00:00:00","2021-08-02 00:00:00",0.15,"Ordinary Shares - Class A"
"DDS","dividend","2021-09-30 00:00:00","2021-11-01 00:00:00",0.2,"Ordinary Shares - Class A"
"DDS","dividend","2021-11-29 00:00:00","2021-12-15 00:00:00",15.0,"Ordinary Shares - Class A"
"DDS","dividend","2021-12-31 00:00:00","2022-01-31 00:00:00",0.2,"Ordinary Shares - Class A"
"DDS","dividend","2022-03-31 00:00:00","2022-05-02 00:00:00",0.2,"Ordinary Shares - Class A"
"DDS","dividend","2022-06-30 00:00:00","2022-08-01 00:00:00",0.2,"Ordinary Shares - Class A"
"DE","dividend","2021-03-31 00:00:00","2021-05-10 00:00:00",0.9,"Ordinary Shares"
"DE","dividend","2021-06-30 00:00:00","2021-08-09 00:00:00",0.9,"Ordinary Shares"
"DE","dividend","2021-09-30 00:00:00","2021-11-08 00:00:00",1.05,"Ordinary Shares"
"DE","dividend","2021-12-31 00:00:00","2022-02-08 00:00:00",1.05,"Ordinary Shares"
"DE","dividend","2022-03-31 00:00:00","2022-05-09 00:00:00",1.05,"Ordinary Shares"
"DE","dividend","2022-06-30 00:00:00","2022-08-08 00:00:00",1.13,"Ordinary Shares"
"DEA","dividend","2021-11-12 00:00:00","2021-11-24 00:00:00",0.265,"Ordinary Shares"
"DEA","dividend","2022-03-10 00:00:00","2022-03-22 00:00:00",0.265,"Ordinary Shares"
"DEA","dividend","2022-05-13 00:00:00","2022-05-25 00:00:00",0.265,"Ordinary Shares"
"DELL","dividend","2022-04-20 00:00:00","2022-04-29 00:00:00",0.33,"Ordinary Shares - Class C"
"DEO","dividend","2021-08-27 00:00:00","2021-10-13 00:00:00",2.48027,"ADR"
"DEO","dividend","2022-02-25 00:00:00","2022-04-12 00:00:00",1.57135,"ADR"
"DFJ","dividend","2021-12-28 00:00:00","2021-12-30 00:00:00",0.75297,"WisdomTree Japan SmallCap Dividend Fund"
"DFS","dividend","2021-11-24 00:00:00","2021-12-09 00:00:00",0.5,"Ordinary Shares"
"DFS","dividend","2022-02-17 00:00:00","2022-03-03 00:00:00",0.5,"Ordinary Shares"
"DFS","dividend","2022-05-26 00:00:00","2022-06-09 00:00:00",0.6,"Ordinary Shares"
"DG","dividend","2021-01-05 00:00:00","2021-01-19 00:00:00",0.36,"Ordinary Shares"
"DG","dividend","2021-04-06 00:00:00","2021-04-20 00:00:00",0.42,"Ordinary Shares"
"DG","dividend","2021-07-06 00:00:00","2021-07-20 00:00:00",0.42,"Ordinary Shares"
"DG","dividend","2021-10-05 00:00:00","2021-10-19 00:00:00",0.42,"Ordinary Shares"
"DG","dividend","2022-01-04 00:00:00","2022-01-18 00:00:00",0.42,"Ordinary Shares"
"DG","dividend","2022-04-05 00:00:00","2022-04-19 00:00:00",0.55,"Ordinary Shares"
"DG","dividend","2022-07-05 00:00:00","2022-07-19 00:00:00",0.55,"Ordinary Shares"
"DGX","dividend","2020-10-06 00:00:00","2020-10-21 00:00:00",0.56,"Ordinary Shares"
"DGX","dividend","2021-01-20 00:00:00","2021-02-03 00:00:00",0.56,"Ordinary Shares"
"DGX","dividend","2021-04-07 00:00:00","2021-04-21 00:00:00",0.62,"Ordinary Shares"
"DGX","dividend","2021-07-07 00:00:00","2021-07-21 00:00:00",0.62,"Ordinary Shares"
"DGX","dividend","2021-10-05 00:00:00","2021-10-20 00:00:00",0.62,"Ordinary Shares"
"DGX","dividend","2022-01-19 00:00:00","2022-02-02 00:00:00",0.62,"Ordinary Shares"
"DGX","dividend","2022-04-06 00:00:00","2022-04-20 00:00:00",0.66,"Ordinary Shares"
"DGX","dividend","2022-07-06 00:00:00","2022-07-20 00:00:00",0.66,"Ordinary Shares"
"DHI","dividend","2021-02-17 00:00:00","2021-02-25 00:00:00",0.2,"Ordinary Shares"
"DHI","dividend","2021-05-10 00:00:00","2021-05-20 00:00:00",0.2,"Ordinary Shares"
"DHI","dividend","2021-08-10 00:00:00","2021-08-17 00:00:00",0.2,"Ordinary Shares"
"DHI","dividend","2021-12-06 00:00:00","2021-12-15 00:00:00",0.225,"Ordinary Shares"
"DHI","dividend","2022-02-17 00:00:00","2022-02-25 00:00:00",0.225,"Ordinary Shares"
"DHI","dividend","2022-05-09 00:00:00","2022-05-18 00:00:00",0.225,"Ordinary Shares"
"DHR","dividend","2020-09-28 00:00:00","2020-10-30 00:00:00",0.18,"Ordinary Shares"
"DHR","dividend","2020-12-28 00:00:00","2021-01-29 00:00:00",0.18,"Ordinary Shares"
"DHR","dividend","2021-03-26 00:00:00","2021-04-30 00:00:00",0.21,"Ordinary Shares"
"DHR","dividend","2021-06-25 00:00:00","2021-07-30 00:00:00",0.21,"Ordinary Shares"
"DHR","dividend","2021-09-30 00:00:00","2021-10-29 00:00:00",0.21,"Ordinary Shares"
"DHR","dividend","2021-12-30 00:00:00","2022-01-28 00:00:00",0.21,"Ordinary Shares"
"DHR","dividend","2022-03-25 00:00:00","2022-04-29 00:00:00",0.25,"Ordinary Shares"
"DHR","dividend","2022-06-24 00:00:00","2022-07-29 00:00:00",0.25,"Ordinary Shares"
"DIA","dividend","2021-07-19 00:00:00","2021-08-16 00:00:00",0.0,"SPDR Dow Jones Industrial Average ETF"
"DIA","dividend","2021-10-18 00:00:00","2021-11-15 00:00:00",0.0,"SPDR Dow Jones Industrial Average ETF"
"DIA","dividend","2022-02-22 00:00:00","2022-03-14 00:00:00",0.5194,"SPDR Dow Jones Industrial Average ETF"
"DIA","dividend","2022-03-21 00:00:00","2022-04-11 00:00:00",0.77157,"SPDR Dow Jones Industrial Average ETF"
"DIG","dividend","2022-03-24 00:00:00","2022-03-30 00:00:00",0.79907,"ProShares Ultra Oil & Gas"
"DIG","split","2022-05-12 00:00:00","2022-05-27 00:00:00",0.25,"ProShares Ultra Oil & Gas"
"DIN","dividend","2021-12-20 00:00:00","2022-01-07 00:00:00",0.4,"Ordinary Shares"
"DIN","dividend","2022-03-21 00:00:00","2022-04-01 00:00:00",0.46,"Ordinary Shares"
"DIN","dividend","2022-06-20 00:00:00","2022-07-08 00:00:00",0.51,"Ordinary Shares"
"DKL","dividend","2022-05-05 00:00:00","2022-05-12 00:00:00",0.98,"Unit"
"DKS","dividend","2021-06-11 00:00:00","2021-06-25 00:00:00",0.3625,"Ordinary Shares"
"DKS","dividend","2021-09-10 00:00:00","2021-09-24 00:00:00",5.5,"Ordinary Shares"
"DKS","dividend","2021-12-10 00:00:00","2021-12-29 00:00:00",0.4375,"Ordinary Shares"
"DKS","dividend","2022-03-18 00:00:00","2022-03-25 00:00:00",0.4875,"Ordinary Shares"
"DKS","dividend","2022-06-10 00:00:00","2022-06-24 00:00:00",0.4875,"Ordinary Shares"
"DLR","dividend","2021-06-15 00:00:00","2021-06-30 00:00:00",1.16,"Ordinary Shares"
"DLR","dividend","2021-09-15 00:00:00","2021-09-30 00:00:00",1.16,"Ordinary Shares"
"DLR","dividend","2021-12-15 00:00:00","2022-01-14 00:00:00",1.16,"Ordinary Shares"
"DLR","dividend","2022-03-15 00:00:00","2022-03-31 00:00:00",1.22,"Ordinary Shares"
"DLR","dividend","2022-06-15 00:00:00","2022-06-30 00:00:00",1.22,"Ordinary Shares"
"DNKN","dividend","2020-09-01 00:00:00","2020-09-09 00:00:00",0.4025,"Ordinary Shares"
"DNP","dividend","2021-10-29 00:00:00","2021-11-10 00:00:00",0.065,"Ordinary Shares"
"DNP","dividend","2021-11-30 00:00:00","2021-12-10 00:00:00",0.065,"Ordinary Shares"
"DNP","dividend","2021-12-31 00:00:00","2022-01-10 00:00:00",0.065,"Ordinary Shares"
"DNP","dividend","2022-01-31 00:00:00","2022-02-10 00:00:00",0.065,"Ordinary Shares"
"DNP","dividend","2022-02-28 00:00:00","2022-03-10 00:00:00",0.065,"Ordinary Shares"
"DNP","dividend","2022-03-31 00:00:00","2022-04-11 00:00:00",0.065,"Ordinary Shares"
"DNP","dividend","2022-04-29 00:00:00","2022-05-10 00:00:00",0.065,"Ordinary Shares"
"DNP","dividend","2022-05-31 00:00:00","2022-06-10 00:00:00",0.065,"Ordinary Shares"
"DNP","dividend","2022-06-30 00:00:00","2022-07-11 00:00:00",0.065,"Ordinary Shares"
"DOOO","dividend","2022-06-30 00:00:00","2022-07-14 00:00:00",0.0,"Ordinary Shares"
"DOW","dividend","2021-11-30 00:00:00","2021-12-10 00:00:00",0.7,"Ordinary Shares"
"DOW","dividend","2022-02-28 00:00:00","2022-03-11 00:00:00",0.7,"Ordinary Shares"
"DOW","dividend","2022-05-31 00:00:00","2022-06-10 00:00:00",0.7,"Ordinary Shares"
"DPST","split","2021-09-27 00:00:00","2021-10-25 00:00:00",0.2,"Direxion Daily Regional Banks Bull 3X Shares"
"DPST","dividend","2022-03-23 00:00:00","2022-03-29 00:00:00",0.089,"Direxion Daily Regional Banks Bull 3X Shares"
"DPZ","dividend","2021-06-15 00:00:00","2021-06-30 00:00:00",0.94,"Ordinary Shares"
"DPZ","dividend","2021-09-15 00:00:00","2021-09-30 00:00:00",0.94,"Ordinary Shares"
"DPZ","dividend","2021-12-15 00:00:00","2021-12-30 00:00:00",0.94,"Ordinary Shares"
"DPZ","dividend","2022-03-15 00:00:00","2022-03-30 00:00:00",1.1,"Ordinary Shares"
"DPZ","dividend","2022-06-15 00:00:00","2022-06-30 00:00:00",1.1,"Ordinary Shares"
"DRD","dividend","2022-03-11 00:00:00","2022-03-24 00:00:00",0.132332,"ADR"
"DRI","dividend","2022-01-10 00:00:00","2022-02-01 00:00:00",1.1,"Ordinary Shares"
"DRI","dividend","2022-04-08 00:00:00","2022-05-02 00:00:00",1.1,"Ordinary Shares"
"DRIP","split","2022-02-19 00:00:00","2022-03-28 00:00:00",10.0,"Direxion Daily S&P Oil & Gas Exp. & Prod. Bear 2X Shares"
"DRN","dividend","2022-03-23 00:00:00","2022-03-29 00:00:00",0.11798,"Direxion Daily Real Estate Bull 3X Shares"
"DRV","split","2021-09-27 00:00:00","2021-10-25 00:00:00",10.0,"Direxion Daily Real Estate Bear 3X Shares"
"DSX","dividend","2022-03-09 00:00:00","2022-03-21 00:00:00",0.2,"Ordinary Shares"
"DSX","dividend","2022-06-06 00:00:00","2022-06-17 00:00:00",0.25,"Ordinary Shares"
"DUK","dividend","2021-02-12 00:00:00","2021-03-16 00:00:00",0.965,"Ordinary Shares"
"DUK","dividend","2021-05-14 00:00:00","2021-06-16 00:00:00",0.965,"Ordinary Shares"
"DUK","dividend","2021-08-13 00:00:00","2021-09-16 00:00:00",0.985,"Ordinary Shares"
"DUK","dividend","2021-11-12 00:00:00","2021-12-16 00:00:00",0.985,"Ordinary Shares"
"DUK","dividend","2022-02-18 00:00:00","2022-03-16 00:00:00",0.985,"Ordinary Shares"
"DUK","dividend","2022-05-13 00:00:00","2022-06-16 00:00:00",0.985,"Ordinary Shares"
"DUSL","dividend","2022-03-23 00:00:00","2022-03-29 00:00:00",0.00308,"Direxion Daily Industrials Bull 3X Shares"
"DVN","dividend","2021-12-10 00:00:00","2021-12-30 00:00:00",0.84,"Ordinary Shares"
"DVN","dividend","2022-03-14 00:00:00","2022-03-31 00:00:00",1.0,"Ordinary Shares"
"DVN","dividend","2022-06-13 00:00:00","2022-06-30 00:00:00",1.27,"Ordinary Shares"
"DVY","dividend","2021-12-14 00:00:00","2021-12-17 00:00:00",0.837315,"BTC iShares Select Dividend ETF"
"DVY","dividend","2022-03-25 00:00:00","2022-03-30 00:00:00",0.888354,"iShares Select Dividend ETF"
"DXCM","split","2022-03-29 00:00:00","2022-05-18 00:00:00",0.25,"Ordinary Shares"
"DXCM","split","2022-03-25 00:00:00","2022-06-10 00:00:00",0.25,"Ordinary Shares"
"DXCM","split","2022-03-29 00:00:00","2022-06-13 00:00:00",0.25,"Ordinary Shares"
"DXCM","split","2022-03-29 00:00:00","2023-06-13 00:00:00",0.25,"Ordinary Shares"
"DXJ","dividend","2021-12-28 00:00:00","2021-12-30 00:00:00",1.10976,"WisdomTree Japan Hedged Equity Fund"
"E","dividend","2022-05-24 00:00:00","2022-06-08 00:00:00",0.935594,"ADR"
"EA","dividend","2021-03-03 00:00:00","2021-03-24 00:00:00",0.17,"Ordinary Shares"
"EA","dividend","2021-06-02 00:00:00","2021-06-23 00:00:00",0.17,"Ordinary Shares"
"EA","dividend","2021-09-01 00:00:00","2021-09-22 00:00:00",0.17,"Ordinary Shares"
"EA","dividend","2021-12-08 00:00:00","2021-12-22 00:00:00",0.17,"Ordinary Shares"
"EA","dividend","2022-03-09 00:00:00","2022-03-23 00:00:00",0.17,"Ordinary Shares"
"EA","dividend","2022-06-08 00:00:00","2022-06-22 00:00:00",0.19,"Ordinary Shares"
"EAF","dividend","2021-02-26 00:00:00","2021-03-31 00:00:00",0.01,"Ordinary Shares"
"EAF","dividend","2021-05-28 00:00:00","2021-06-30 00:00:00",0.01,"Ordinary Shares"
"EAF","dividend","2021-08-31 00:00:00","2021-09-30 00:00:00",0.01,"Ordinary Shares"
"EAF","dividend","2021-11-30 00:00:00","2021-12-31 00:00:00",0.01,"Ordinary Shares"
"EAF","dividend","2022-02-28 00:00:00","2022-03-31 00:00:00",0.01,"Ordinary Shares"
"EAF","dividend","2022-05-31 00:00:00","2022-06-30 00:00:00",0.01,"Ordinary Shares"
"EBAY","dividend","2021-12-01 00:00:00","2021-12-17 00:00:00",0.18,"Ordinary Shares"
"EBAY","dividend","2022-03-10 00:00:00","2022-03-18 00:00:00",0.22,"Ordinary Shares"
"EBAY","dividend","2022-06-01 00:00:00","2022-06-17 00:00:00",0.22,"Ordinary Shares"
"EBIX","dividend","2021-06-02 00:00:00","2021-06-15 00:00:00",0.075,"Ordinary Shares"
"EBIX","dividend","2021-09-03 00:00:00","2021-09-15 00:00:00",0.075,"Ordinary Shares"
"EBIX","dividend","2021-12-01 00:00:00","2021-12-15 00:00:00",0.075,"Ordinary Shares"
"EBIX","dividend","2022-03-04 00:00:00","2022-03-16 00:00:00",0.075,"Ordinary Shares"
"EBIX","dividend","2022-06-03 00:00:00","2022-06-16 00:00:00",0.075,"Ordinary Shares"
"ECC","dividend","2021-10-12 00:00:00","2021-10-29 00:00:00",0.12,"Ordinary Shares"
"ECC","dividend","2021-11-10 00:00:00","2021-11-30 00:00:00",0.12,"Ordinary Shares"
"ECC","dividend","2021-12-13 00:00:00","2021-12-31 00:00:00",0.12,"Ordinary Shares"
"ECC","dividend","2021-12-23 00:00:00","2022-01-24 00:00:00",0.5,"Ordinary Shares"
"ECC","dividend","2022-01-11 00:00:00","2022-01-31 00:00:00",0.12,"Ordinary Shares"
"ECC","dividend","2022-02-08 00:00:00","2022-02-28 00:00:00",0.12,"Ordinary Shares"
"ECC","dividend","2022-03-11 00:00:00","2022-03-31 00:00:00",0.12,"Ordinary Shares"
"ECC","dividend","2022-04-11 00:00:00","2022-04-29 00:00:00",0.14,"Ordinary Shares"
"ECC","dividend","2022-05-11 00:00:00","2022-05-31 00:00:00",0.14,"Ordinary Shares"
