eth_cust_address,address,symbol,target_position_value,date_time
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,ETHUSDT,0,2022-01-28 15:41:08
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,UVXY,1,2022-01-28 15:41:13
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,UVXY,0,2022-01-28 15:50:30
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,UVXY,0,2022-01-28 16:21:07
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,SKLUSDT,0.2,2022-01-28 16:51:07
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,MATICUSDT,0.4,2022-01-28 17:21:07
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,MATICUSDT,0,2022-01-28 17:23:56
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,SKLUSDT,0,2022-01-28 17:23:56
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,UVXY,0,2022-01-28 17:24:23
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,DNN,0,2022-01-28 17:51:15
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,KBH,0,2022-01-28 17:51:15
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,CPB,0,2022-01-28 17:51:15
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,EWZ,0,2022-01-28 17:51:15
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,XLU,0,2022-01-28 17:51:15
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,UVXY,1,2022-01-28 17:51:20
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,TZA,1,2022-01-28 17:51:20
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,UVXY,0,2022-01-28 17:51:26
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,TZA,0,2022-01-28 17:51:26
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,TZA,1,2022-01-28 17:53:04
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,UVXY,1,2022-01-28 17:53:04
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,TZA,0,2022-01-28 18:11:15
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,UVXY,0,2022-01-28 18:11:15
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,TNA,0.3,2022-01-28 18:51:08
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,TQQQ,0.3,2022-01-28 18:51:08
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,SKLUSDT,0.33,2022-01-28 19:01:06
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,TNA,0,2022-01-28 19:11:07
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,TQQQ,0,2022-01-28 19:11:07
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,UVXY,0,2022-01-28 19:11:07
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,TZA,0,2022-01-28 19:11:07
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,ATOMUSDT,0.33,2022-01-28 19:11:07
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,ATOMUSDT,0,2022-01-28 19:11:13
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,SKLUSDT,0,2022-01-28 19:11:13
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,SKLUSDT,0.3,2022-01-28 20:01:16
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,MATICUSDT,0.3,2022-01-28 20:01:16
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,FTMUSDT,0.3,2022-01-28 20:01:16
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,TNA,0.1,2022-01-28 20:51:10
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,T,0.1,2022-01-28 20:51:16
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,KBH,0.1,2022-01-28 20:51:16
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,NVDA,0.1,2022-01-28 20:52:08
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,AVAXUSDT,0.3,2022-01-29 12:51:06
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,MATICUSDT,0,2022-01-30 05:51:43
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,AVAXUSDT,0,2022-01-30 14:21:09
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,SKLUSDT,0,2022-01-30 14:21:09
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,FTMUSDT,0,2022-01-30 14:21:09
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,AVAXUSDT,0,2022-01-31 00:49:15
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,MATICUSDT,0,2022-01-31 00:49:15
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,AVAXUSDT,0,2022-01-31 01:00:46
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,MATICUSDT,0,2022-01-31 01:00:46
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,SOLUSDT,0.15,2022-02-01 01:17:12
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,SKLUSDT,0.15,2022-02-01 01:17:12
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,BABA,0.1,2022-02-01 13:57:25
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,SOFI,0.1,2022-02-01 13:57:25
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,T,0,2022-02-01 15:00:07
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,UVXY,1,2022-02-01 16:30:07
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,UVXY,0,2022-02-01 16:50:07
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,SKLUSDT,0,2022-02-02 01:56:11
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,SOLUSDT,0,2022-02-02 01:56:11
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,BTCUSDT,0,2022-02-02 01:56:11
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,ETHUSDT,0,2022-02-02 01:56:11
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,BTCUSDT,0,2022-02-02 02:40:41
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,ETHUSDT,0,2022-02-02 02:40:41
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,FTMUSDT,0.5,2022-02-02 02:40:41
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,FTMUSDT,0,2022-02-02 05:53:18
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,BTCUSDT,0,2022-02-02 05:53:18
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,TNA,0,2022-02-02 16:56:53
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,NVDA,0,2022-02-02 16:58:48
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,VNQ,0.1,2022-02-02 16:58:48
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,DEF,0.1,2022-02-02 16:58:48
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,TLT,0.2,2022-02-02 16:58:48
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,XLV,0.1,2022-02-02 16:58:48
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,BTCUSDT,0,2022-02-02 17:56:32
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,FTMUSDT,0,2022-02-02 21:03:12
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,FTMUSDT,0,2022-02-02 22:50:07
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,FTMUSDT,0.75,2022-02-03 00:00:35
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,SOLUSDT,0.4,2022-02-03 16:16:01
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,TLT,0,2022-02-04 14:10:49
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,XLF,0.15,2022-02-04 14:10:49
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,FTMUSDT,0,2022-02-04 17:50:29
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,SOLUSDT,0,2022-02-04 17:50:29
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,ATOMUSDT,0.5,2022-02-04 17:50:29
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,AVAXUSDT,0.5,2022-02-04 17:50:29
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,KSMUSDT,0.25,2022-02-04 17:50:29
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,BABA,0,2022-02-07 14:34:29
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,VNQ,0,2022-02-08 18:28:49
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,TNA,0.3,2022-02-08 18:28:49
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,AVAXUSDT,0,2022-02-08 18:29:26
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,ARKK,0.15,2022-02-09 13:42:56
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,UNIUSDT,0.3,2022-02-09 13:42:56
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,USO,0,2022-02-09 13:44:21
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,ATOMUSDT,0,2022-02-09 22:26:15
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,UNIUSDT,0,2022-02-09 22:26:15
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,KSMUSDT,0,2022-02-09 22:26:15
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,TNA,0,2022-02-10 14:33:02
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,ARKK,0,2022-02-10 14:33:02
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,SOFI,0,2022-02-10 14:33:02
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,XLU,0.2,2022-02-10 14:33:02
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,SQ,0.15,2022-02-10 14:58:23
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,MO,0.15,2022-02-10 14:59:22
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,ARKK,0.2,2022-02-10 15:14:46
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,XRPUSDT,0,2022-02-10 20:44:01
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,AVAXUSDT,0,2022-02-10 22:55:56
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,AVAXUSDT,0,2022-02-11 04:24:29
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,XRPUSDT,0,2022-02-11 04:24:29
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,XRPUSDT,0,2022-02-11 04:26:44
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,XRPUSDT,1,2022-02-11 11:58:28
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,XRPUSDT,0,2022-02-11 15:14:12
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,XRPUSDT,0,2022-02-11 15:14:43
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,XRPUSDT,0,2022-02-11 15:24:34
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,SOLUSDT,1,2022-02-11 15:24:34
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,AXSUSDT,1,2022-02-11 15:26:46
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,AXSUSDT,0,2022-02-11 16:06:05
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,SOLUSDT,0,2022-02-11 16:06:05
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,XRPUSDT,0,2022-02-11 16:07:15
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,XRPUSDT,0,2022-02-11 17:11:25
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,SOLUSDT,1,2022-02-11 17:11:25
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,SOLUSDT,0,2022-02-11 18:33:02
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,XRPUSDT,0,2022-02-11 18:33:02
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,XRPUSDT,0,2022-02-11 18:53:43
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,XLU,0,2022-02-11 18:54:52
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,ARKK,0,2022-02-11 18:54:52
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,MO,0,2022-02-11 18:54:52
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,SQ,0,2022-02-11 18:54:52
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,XLF,0,2022-02-11 18:54:52
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,XLV,0,2022-02-11 18:54:52
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,DEF,0,2022-02-11 18:54:52
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,KBH,0,2022-02-11 18:54:52
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,USO,0,2022-02-11 18:54:52
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,UVXY,1,2022-02-11 18:54:52
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,XRPUSDT,0,2022-02-11 19:06:39
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,XRPUSDT,0,2022-02-11 19:11:34
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,UVXY,0,2022-02-11 20:43:42
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,AR,0.1,2022-02-11 20:46:33
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,SLV,0.1,2022-02-11 20:46:33
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,CPB,0.1,2022-02-11 20:46:33
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,BND,0.1,2022-02-11 20:46:33
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,FTMUSDT,0.3,2022-02-11 22:37:06
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,SOLUSDT,0.3,2022-02-11 22:37:06
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,BTCUSDT,0.3,2022-02-11 22:37:06
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,CPB,0,2022-02-15 14:50:14
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,BND,0,2022-02-15 14:50:14
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,SLV,0,2022-02-15 14:50:14
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,AR,0,2022-02-15 14:50:14
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,T,0.07,2022-02-15 15:40:10
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,F,0.07,2022-02-15 15:40:10
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,BTCUSDT,0,2022-02-15 17:32:19
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,WM,0.15,2022-02-15 17:32:19
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,FTMUSDT,0.03,2022-02-16 14:51:15
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,SOLUSDT,0.03,2022-02-16 14:51:15
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,NVDA,0,2022-02-16 14:51:15
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,USO,0,2022-02-16 14:51:15
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,CPB,0.07,2022-02-16 14:51:39
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,XLU,0.1,2022-02-16 14:51:39
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,ATOMUSDT,0.3,2022-02-16 16:48:10
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,BTCUSDT,0.5,2022-02-16 19:11:23
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,BTCUSDT,0,2022-02-17 17:21:23
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,ATOMUSDT,0,2022-02-17 17:21:23
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,F,0,2022-02-17 19:36:48
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,T,0,2022-02-17 19:36:48
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,SOFI,0,2022-02-17 19:36:48
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,AMZN,0,2022-02-17 19:36:48
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,FTMUSDT,0,2022-02-17 19:36:48
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,SOLUSDT,0,2022-02-17 19:36:48
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,UVXY,0.2,2022-02-17 19:36:48
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,FTMUSDT,0.5,2022-02-18 04:43:26
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,SOLUSDT,0.5,2022-02-18 04:43:26
0x7508438ff36b72fc07b044b6a88fd57dbe4cf633,0x7508438fF36B72fc07b044B6A88fD57Dbe4Cf633,FTMUSDT,0,2022-02-18 15:34:22
