symbol,market_entry_date,market_entry_date_time,vwap
GRUB,2022-05-11,2022-05-11 14:00:00+00:00,6.720475
GRUB,2022-05-18,2022-05-18 20:00:00+00:00,6.720475
GRUB,2022-05-26,2022-05-26 20:00:00+00:00,6.720475
GRUB,2022-06-01,2022-06-01 16:00:00+00:00,6.720475
GRUB,2022-06-24,2022-06-24 14:00:00+00:00,6.720475
TLT,2021-12-30,2021-12-30 15:00:00+00:00,147.848263
TLT,2021-12-31,2021-12-31 15:00:00+00:00,147.848263
TLT,2022-01-18,2022-01-18 23:00:00+00:00,140.096285
TLT,2022-02-09,2022-02-09 15:00:00+00:00,138.813167
TLT,2022-03-01,2022-03-01 15:00:00+00:00,141.22451
TLT,2022-03-02,2022-03-02 21:00:00+00:00,136.532031
TLT,2022-03-04,2022-03-04 16:00:00+00:00,140.637127
TLT,2022-03-11,2022-03-11 21:00:00+00:00,134.910099
TLT,2022-03-22,2022-03-22 14:00:00+00:00,128.930462
TLT,2022-03-23,2022-03-23 18:00:00+00:00,130.692977
TLT,2022-03-29,2022-03-29 19:00:00+00:00,130.457704
TLT,2022-04-05,2022-04-05 15:00:00+00:00,128.680744
TLT,2022-04-11,2022-04-11 20:00:00+00:00,123.141436
TLT,2022-04-18,2022-04-18 14:00:00+00:00,120.429779
TLT,2022-04-27,2022-04-27 19:00:00+00:00,120.946781
TLT,2022-04-28,2022-04-28 20:00:00+00:00,121.028753
TLT,2022-04-22,2022-04-22 16:00:00+00:00,120.174367
TLT,2022-05-02,2022-05-02 23:00:00+00:00,117.603385
TLT,2022-05-04,2022-05-04 16:00:00+00:00,118.078995
TLT,2022-05-09,2022-05-09 20:00:00+00:00,114.658509
TLT,2022-05-10,2022-05-10 18:00:00+00:00,115.891641
TLT,2022-05-11,2022-05-11 14:00:00+00:00,115.057132
TLT,2022-05-18,2022-05-18 20:00:00+00:00,116.934969
TLT,2022-05-26,2022-05-26 20:00:00+00:00,118.793469
TLT,2022-06-01,2022-06-01 16:00:00+00:00,116.05736
TLT,2022-06-24,2022-06-24 14:00:00+00:00,116.05736
PLTR,2021-12-30,2021-12-30 15:00:00+00:00,18.630987
PLTR,2021-12-31,2021-12-31 15:00:00+00:00,18.630987
PLTR,2022-01-18,2022-01-18 23:00:00+00:00,15.003249
PLTR,2022-02-09,2022-02-09 15:00:00+00:00,13.500101
PLTR,2022-03-01,2022-03-01 15:00:00+00:00,12.191519
PLTR,2022-03-02,2022-03-02 21:00:00+00:00,12.052031
PLTR,2022-03-04,2022-03-04 16:00:00+00:00,10.848841
PLTR,2022-03-11,2022-03-11 21:00:00+00:00,11.392136
PLTR,2022-03-22,2022-03-22 14:00:00+00:00,13.098068
PLTR,2022-03-23,2022-03-23 18:00:00+00:00,13.165334
PLTR,2022-03-29,2022-03-29 19:00:00+00:00,14.171183
PLTR,2022-04-05,2022-04-05 15:00:00+00:00,14.188978
PLTR,2022-04-11,2022-04-11 20:00:00+00:00,12.659753
PLTR,2022-04-18,2022-04-18 14:00:00+00:00,12.203688
PLTR,2022-04-27,2022-04-27 19:00:00+00:00,10.59541
PLTR,2022-04-28,2022-04-28 20:00:00+00:00,10.93538
PLTR,2022-04-22,2022-04-22 16:00:00+00:00,12.079087
PLTR,2022-05-02,2022-05-02 23:00:00+00:00,10.727783
PLTR,2022-05-04,2022-05-04 16:00:00+00:00,10.374908
PLTR,2022-05-09,2022-05-09 20:00:00+00:00,7.420703
PLTR,2022-05-10,2022-05-10 18:00:00+00:00,7.352727
PLTR,2022-05-11,2022-05-11 14:00:00+00:00,7.281353
PLTR,2022-05-18,2022-05-18 20:00:00+00:00,8.008371
PLTR,2022-05-26,2022-05-26 20:00:00+00:00,8.35861
PLTR,2022-06-01,2022-06-01 16:00:00+00:00,8.452254
PLTR,2022-06-24,2022-06-24 14:00:00+00:00,8.452254
V,2021-12-30,2021-12-30 15:00:00+00:00,217.076622
V,2021-12-31,2021-12-31 15:00:00+00:00,217.076622
V,2022-01-18,2022-01-18 23:00:00+00:00,215.562683
V,2022-02-09,2022-02-09 15:00:00+00:00,232.293663
V,2022-03-01,2022-03-01 15:00:00+00:00,211.979332
V,2022-03-02,2022-03-02 21:00:00+00:00,208.49596
V,2022-03-04,2022-03-04 16:00:00+00:00,197.774239
V,2022-03-11,2022-03-11 21:00:00+00:00,196.709938
V,2022-03-22,2022-03-22 14:00:00+00:00,218.88381
V,2022-03-23,2022-03-23 18:00:00+00:00,214.8112
V,2022-03-29,2022-03-29 19:00:00+00:00,228.161457
V,2022-04-05,2022-04-05 15:00:00+00:00,226.871682
V,2022-04-11,2022-04-11 20:00:00+00:00,214.846753
V,2022-04-18,2022-04-18 14:00:00+00:00,214.832204
V,2022-04-27,2022-04-27 19:00:00+00:00,214.295667
V,2022-04-28,2022-04-28 20:00:00+00:00,220.659436
V,2022-04-22,2022-04-22 16:00:00+00:00,211.147467
V,2022-05-02,2022-05-02 23:00:00+00:00,211.91696
V,2022-05-04,2022-05-04 16:00:00+00:00,206.449236
V,2022-05-09,2022-05-09 20:00:00+00:00,193.000468
V,2022-05-10,2022-05-10 18:00:00+00:00,194.767711
V,2022-05-11,2022-05-11 14:00:00+00:00,196.000961
V,2022-05-18,2022-05-18 20:00:00+00:00,199.98883
V,2022-05-26,2022-05-26 20:00:00+00:00,208.549971
V,2022-06-01,2022-06-01 16:00:00+00:00,209.437117
V,2022-06-24,2022-06-24 14:00:00+00:00,209.437117
UNP,2021-12-30,2021-12-30 15:00:00+00:00,250.292971
UNP,2021-12-31,2021-12-31 15:00:00+00:00,250.292971
UNP,2022-01-18,2022-01-18 23:00:00+00:00,250.292971
UNP,2022-02-09,2022-02-09 15:00:00+00:00,245.099781
UNP,2022-03-01,2022-03-01 15:00:00+00:00,244.24323
UNP,2022-03-02,2022-03-02 21:00:00+00:00,252.370006
UNP,2022-03-04,2022-03-04 16:00:00+00:00,259.291977
UNP,2022-03-11,2022-03-11 21:00:00+00:00,261.557098
UNP,2022-03-22,2022-03-22 14:00:00+00:00,265.647814
UNP,2022-03-23,2022-03-23 18:00:00+00:00,269.348895
UNP,2022-03-29,2022-03-29 19:00:00+00:00,273.513487
UNP,2022-04-05,2022-04-05 15:00:00+00:00,254.449773
UNP,2022-04-11,2022-04-11 20:00:00+00:00,243.109997
UNP,2022-04-18,2022-04-18 14:00:00+00:00,242.109645
UNP,2022-04-27,2022-04-27 19:00:00+00:00,236.963512
UNP,2022-04-28,2022-04-28 20:00:00+00:00,239.253746
UNP,2022-04-22,2022-04-22 16:00:00+00:00,237.730738
UNP,2022-05-02,2022-05-02 23:00:00+00:00,237.730738
UNP,2022-05-04,2022-05-04 16:00:00+00:00,233.915243
UNP,2022-05-09,2022-05-09 20:00:00+00:00,225.24992
UNP,2022-05-10,2022-05-10 18:00:00+00:00,222.948005
UNP,2022-05-11,2022-05-11 14:00:00+00:00,226.690156
UNP,2022-05-18,2022-05-18 20:00:00+00:00,224.990005
UNP,2022-05-26,2022-05-26 20:00:00+00:00,221.289939
UNP,2022-06-01,2022-06-01 16:00:00+00:00,220.222574
UNP,2022-06-24,2022-06-24 14:00:00+00:00,220.222574
FNF,2021-12-30,2021-12-30 15:00:00+00:00,52.364494
FNF,2021-12-31,2021-12-31 15:00:00+00:00,52.364494
FNF,2022-01-18,2022-01-18 23:00:00+00:00,52.364494
FNF,2022-02-09,2022-02-09 15:00:00+00:00,51.222735
FNF,2022-03-01,2022-03-01 15:00:00+00:00,46.461845
FNF,2022-03-02,2022-03-02 21:00:00+00:00,47.67
FNF,2022-03-04,2022-03-04 16:00:00+00:00,47.001216
FNF,2022-03-11,2022-03-11 21:00:00+00:00,46.98
FNF,2022-03-22,2022-03-22 14:00:00+00:00,49.946478
FNF,2022-03-23,2022-03-23 18:00:00+00:00,49.272423
FNF,2022-03-29,2022-03-29 19:00:00+00:00,50.299717
FNF,2022-04-05,2022-04-05 15:00:00+00:00,46.267838
FNF,2022-04-11,2022-04-11 20:00:00+00:00,43.49
FNF,2022-04-18,2022-04-18 14:00:00+00:00,41.858983
FNF,2022-04-27,2022-04-27 19:00:00+00:00,39.657968
FNF,2022-04-28,2022-04-28 20:00:00+00:00,40.77
FNF,2022-04-22,2022-04-22 16:00:00+00:00,41.596099
FNF,2022-05-02,2022-05-02 23:00:00+00:00,41.596099
FNF,2022-05-04,2022-05-04 16:00:00+00:00,41.43245
FNF,2022-05-09,2022-05-09 20:00:00+00:00,40.370127
FNF,2022-05-10,2022-05-10 18:00:00+00:00,39.56046
FNF,2022-05-11,2022-05-11 14:00:00+00:00,40.454803
FNF,2022-05-18,2022-05-18 20:00:00+00:00,40.930001
FNF,2022-05-26,2022-05-26 20:00:00+00:00,41.609826
FNF,2022-06-01,2022-06-01 16:00:00+00:00,41.664022
FNF,2022-06-24,2022-06-24 14:00:00+00:00,41.664022
ARKK,2021-12-30,2021-12-30 15:00:00+00:00,96.68416
ARKK,2021-12-31,2021-12-31 15:00:00+00:00,96.68416
ARKK,2022-01-18,2022-01-18 23:00:00+00:00,77.323596
ARKK,2022-02-09,2022-02-09 15:00:00+00:00,74.759665
ARKK,2022-03-01,2022-03-01 15:00:00+00:00,69.879694
ARKK,2022-03-02,2022-03-02 21:00:00+00:00,67.517591
ARKK,2022-03-04,2022-03-04 16:00:00+00:00,60.853381
ARKK,2022-03-11,2022-03-11 21:00:00+00:00,55.738874
ARKK,2022-03-22,2022-03-22 14:00:00+00:00,66.072585
ARKK,2022-03-23,2022-03-23 18:00:00+00:00,66.092096
ARKK,2022-03-29,2022-03-29 19:00:00+00:00,71.595366
ARKK,2022-04-05,2022-04-05 15:00:00+00:00,67.845461
ARKK,2022-04-11,2022-04-11 20:00:00+00:00,59.841363
ARKK,2022-04-18,2022-04-18 14:00:00+00:00,57.837636
ARKK,2022-04-27,2022-04-27 19:00:00+00:00,49.748777
ARKK,2022-04-28,2022-04-28 20:00:00+00:00,48.754375
ARKK,2022-04-22,2022-04-22 16:00:00+00:00,52.563033
ARKK,2022-05-02,2022-05-02 23:00:00+00:00,50.114177
ARKK,2022-05-04,2022-05-04 16:00:00+00:00,48.960898
ARKK,2022-05-09,2022-05-09 20:00:00+00:00,41.19983
ARKK,2022-05-10,2022-05-10 18:00:00+00:00,41.68154
ARKK,2022-05-11,2022-05-11 14:00:00+00:00,40.028289
ARKK,2022-05-18,2022-05-18 20:00:00+00:00,41.094832
ARKK,2022-05-26,2022-05-26 20:00:00+00:00,42.615965
ARKK,2022-06-01,2022-06-01 16:00:00+00:00,42.154064
ARKK,2022-06-24,2022-06-24 14:00:00+00:00,42.154064
