eth_cust_address,address,chain,symbol,target_position_value,date_time
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,ADM,0.02,2022-03-01 14:13:16
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,RIDE,0,2022-03-01 14:13:16
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,BLI,0,2022-03-01 14:13:16
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,WKHS,0,2022-03-01 14:13:16
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,SLI,0,2022-03-01 14:13:16
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,DPST,0.02,2022-03-01 14:30:07
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,CRESY,0.025,2022-03-01 14:30:07
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,VRNT,0,2022-03-01 14:30:07
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,CERS,0,2022-03-01 14:30:07
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,ESNT,0,2022-03-01 14:30:07
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,NTRA,0,2022-03-09 14:08:52
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,DBA,0.01,2022-03-13 16:11:12
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,DBB,0.01,2022-03-13 16:11:12
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,FB,0.01,2022-03-15 13:33:27
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,DWAC,0,2022-03-15 16:45:14
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,MUX,0.01,2022-03-15 16:48:56
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,ATTO,0.045,2022-03-15 16:48:56
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,DBA,0,2022-03-15 16:48:56
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,DBB,0,2022-03-15 16:48:56
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,RDWR,0,2022-03-15 16:48:56
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,BERY,0,2022-03-15 16:48:56
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,SRG,0,2022-03-15 16:48:56
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,ANGI,0,2022-03-15 16:48:56
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,LTRPA,0,2022-03-15 16:48:56
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,QRVO,0,2022-03-15 16:48:56
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,QDEL,0,2022-03-15 16:48:56
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,FSM,0,2022-03-15 16:48:56
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,BABA,0,2022-03-15 16:48:56
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,ERX,0,2022-03-15 16:55:37
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,CATO,0,2022-03-15 16:55:37
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,DPST,0,2022-03-15 16:55:37
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,FLJP,0,2022-03-15 16:55:37
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,TSEM,0,2022-03-15 16:55:37
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,FB,0.05,2022-03-15 16:55:37
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,USFD,0,2022-03-15 16:55:37
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,AGCO,0,2022-03-15 16:55:37
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,QMCO,0,2022-03-15 16:55:37
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,PRDO,0,2022-03-15 16:55:37
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,PSTH,0.01,2022-03-15 19:06:08
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,BABA,0.005,2022-03-16 14:00:28
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,QSR,0,2022-03-18 14:37:47
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,BBVA,0.005,2022-03-20 14:55:22
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,TDY,0.005,2022-03-20 14:55:22
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,C,0.0025,2022-03-20 14:55:22
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,IVZ,0.0025,2022-03-20 14:55:22
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,TAP,0.0025,2022-03-20 14:55:22
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,NKLA,0,2022-03-24 14:14:29
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,GME,0,2022-03-24 14:14:29
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,NTR,0.1,2022-04-01 17:33:04
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,ATTO,0.045,2022-04-01 17:33:04
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,CRESY,0.035,2022-04-01 17:33:04
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,ATUS,0,2022-04-01 17:33:04
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,BABA,0,2022-04-01 17:33:04
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,FB,0.05,2022-04-05 02:19:26
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,PSTH,0,2022-04-05 02:19:26
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,CRESY,0.02,2022-04-05 02:19:26
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,GUSH,0.01,2022-04-06 15:42:37
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,IIPR,0,2022-04-14 13:42:00
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,WISH,0,2022-04-14 14:13:40
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,COST,0.0025,2022-04-14 14:13:40
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,CHWY,0,2022-04-14 14:13:40
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,DG,0.0025,2022-04-14 14:13:40
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,DLTR,0.0025,2022-04-14 14:13:40
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,IFRA,0.02,2022-04-14 14:16:25
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,HGV,0,2022-04-14 14:16:25
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,CRESY,0.04,2022-04-14 14:16:25
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,VAC,0,2022-04-14 14:16:25
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,SZC,0,2022-04-14 14:16:25
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,DISCK,0,2022-04-14 14:16:25
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,HLT,0,2022-04-14 14:16:25
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,NFLX,0.02,2022-04-20 15:26:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,NFLX,0,2022-04-21 04:59:14
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,FB,0,2022-04-27 18:16:34
0x6bd7c52072019702cd8ce9e637eeb5aed7fba369,0x6bd7c52072019702Cd8cE9e637eeB5aEd7fBa369,SKL,ETHUSDT,0.167,2021-12-31 07:07:34
0x6bd7c52072019702cd8ce9e637eeb5aed7fba369,0x6bd7c52072019702Cd8cE9e637eeB5aEd7fBa369,SKL,AAPL,0.114,2021-12-31 07:07:34
0x6bd7c52072019702cd8ce9e637eeb5aed7fba369,0x6bd7c52072019702Cd8cE9e637eeB5aEd7fBa369,SKL,GS,0.104,2021-12-31 07:07:34
0x6bd7c52072019702cd8ce9e637eeb5aed7fba369,0x6bd7c52072019702Cd8cE9e637eeB5aEd7fBa369,SKL,XOM,0.104,2021-12-31 07:07:34
0x6bd7c52072019702cd8ce9e637eeb5aed7fba369,0x6bd7c52072019702Cd8cE9e637eeB5aEd7fBa369,SKL,RDS.A,0.103,2021-12-31 07:07:34
0x6bd7c52072019702cd8ce9e637eeb5aed7fba369,0x6bd7c52072019702Cd8cE9e637eeB5aEd7fBa369,SKL,AMZN,0.099,2021-12-31 07:07:34
0x6bd7c52072019702cd8ce9e637eeb5aed7fba369,0x6bd7c52072019702Cd8cE9e637eeB5aEd7fBa369,SKL,CDE,0.097,2021-12-31 07:07:34
0x6bd7c52072019702cd8ce9e637eeb5aed7fba369,0x6bd7c52072019702Cd8cE9e637eeB5aEd7fBa369,SKL,IAG,0.054,2021-12-31 07:07:34
0x6bd7c52072019702cd8ce9e637eeb5aed7fba369,0x6bd7c52072019702Cd8cE9e637eeB5aEd7fBa369,SKL,HMY,0.050,2021-12-31 07:07:34
0x6bd7c52072019702cd8ce9e637eeb5aed7fba369,0x6bd7c52072019702Cd8cE9e637eeB5aEd7fBa369,SKL,TSLA,0,2021-12-31 07:07:34
0x6bd7c52072019702cd8ce9e637eeb5aed7fba369,0x6bd7c52072019702Cd8cE9e637eeB5aEd7fBa369,SKL,TUR,0,2021-12-31 07:07:34
0x6bd7c52072019702cd8ce9e637eeb5aed7fba369,0x6bd7c52072019702Cd8cE9e637eeB5aEd7fBa369,SKL,AAPL,0,2022-01-03 19:56:28
0x6bd7c52072019702cd8ce9e637eeb5aed7fba369,0x6bd7c52072019702Cd8cE9e637eeB5aEd7fBa369,SKL,XOM,0.15,2022-01-03 19:56:28
0x6bd7c52072019702cd8ce9e637eeb5aed7fba369,0x6bd7c52072019702Cd8cE9e637eeB5aEd7fBa369,SKL,TUR,0,2022-01-03 19:56:28
0x6bd7c52072019702cd8ce9e637eeb5aed7fba369,0x6bd7c52072019702Cd8cE9e637eeB5aEd7fBa369,SKL,GS,0,2022-02-13 00:56:14
0x6bd7c52072019702cd8ce9e637eeb5aed7fba369,0x6bd7c52072019702Cd8cE9e637eeB5aEd7fBa369,SKL,AMZN,0,2022-02-13 00:56:14
0x6bd7c52072019702cd8ce9e637eeb5aed7fba369,0x6bd7c52072019702Cd8cE9e637eeB5aEd7fBa369,SKL,TSLA,0,2022-02-13 00:56:14
0x6bd7c52072019702cd8ce9e637eeb5aed7fba369,0x6bd7c52072019702Cd8cE9e637eeB5aEd7fBa369,SKL,XOM,0,2022-02-18 08:59:04
0x6bd7c52072019702cd8ce9e637eeb5aed7fba369,0x6bd7c52072019702Cd8cE9e637eeB5aEd7fBa369,SKL,ETHUSDT,0,2022-02-18 08:59:04
0x6bd7c52072019702cd8ce9e637eeb5aed7fba369,0x6bd7c52072019702Cd8cE9e637eeB5aEd7fBa369,SKL,RDS.A,0,2022-02-18 08:59:04
0x6bd7c52072019702cd8ce9e637eeb5aed7fba369,0x6bd7c52072019702Cd8cE9e637eeB5aEd7fBa369,SKL,TUR,0,2022-02-18 08:59:33
0x6bd7c52072019702cd8ce9e637eeb5aed7fba369,0x6bd7c52072019702Cd8cE9e637eeB5aEd7fBa369,SKL,HMY,0.1,2022-02-18 09:06:57
0x6bd7c52072019702cd8ce9e637eeb5aed7fba369,0x6bd7c52072019702Cd8cE9e637eeB5aEd7fBa369,SKL,AEM,0.1,2022-02-18 09:06:57
0x6bd7c52072019702cd8ce9e637eeb5aed7fba369,0x6bd7c52072019702Cd8cE9e637eeB5aEd7fBa369,SKL,GOLD,0.1,2022-02-18 09:06:57
0x6bd7c52072019702cd8ce9e637eeb5aed7fba369,0x6bd7c52072019702Cd8cE9e637eeB5aEd7fBa369,SKL,EGO,0.1,2022-02-18 09:06:57
0x6bd7c52072019702cd8ce9e637eeb5aed7fba369,0x6bd7c52072019702Cd8cE9e637eeB5aEd7fBa369,SKL,CDE,0.15,2022-02-18 09:07:31
0x6bd7c52072019702cd8ce9e637eeb5aed7fba369,0x6bd7c52072019702Cd8cE9e637eeB5aEd7fBa369,SKL,IAG,0.1,2022-02-18 09:08:56
0x6bd7c52072019702cd8ce9e637eeb5aed7fba369,0x6bd7c52072019702Cd8cE9e637eeB5aEd7fBa369,SKL,AG,0.1,2022-02-18 09:08:56
0x6bd7c52072019702cd8ce9e637eeb5aed7fba369,0x6bd7c52072019702Cd8cE9e637eeB5aEd7fBa369,SKL,CDE,0.2,2022-02-18 09:11:20
0x6bd7c52072019702cd8ce9e637eeb5aed7fba369,0x6bd7c52072019702Cd8cE9e637eeB5aEd7fBa369,SKL,AUY,0.1,2022-02-18 09:11:20
0x6bd7c52072019702cd8ce9e637eeb5aed7fba369,0x6bd7c52072019702Cd8cE9e637eeB5aEd7fBa369,SKL,KGC,0.1,2022-02-18 09:15:28
0x6bd7c52072019702cd8ce9e637eeb5aed7fba369,0x6bd7c52072019702Cd8cE9e637eeB5aEd7fBa369,SKL,CDE,0,2022-03-26 03:37:58
0x6bd7c52072019702cd8ce9e637eeb5aed7fba369,0x6bd7c52072019702Cd8cE9e637eeB5aEd7fBa369,SKL,GOLD,0.29,2022-03-26 03:37:58
0x6bd7c52072019702cd8ce9e637eeb5aed7fba369,0x6bd7c52072019702Cd8cE9e637eeB5aEd7fBa369,SKL,KGC,0.192,2022-04-18 22:06:10
0x6bd7c52072019702cd8ce9e637eeb5aed7fba369,0x6bd7c52072019702Cd8cE9e637eeB5aEd7fBa369,SKL,TSLA,0,2022-04-18 22:06:10
0x6bd7c52072019702cd8ce9e637eeb5aed7fba369,0x6bd7c52072019702Cd8cE9e637eeB5aEd7fBa369,SKL,HMY,0.204,2022-04-18 22:08:58
0x6bd7c52072019702cd8ce9e637eeb5aed7fba369,0x6bd7c52072019702Cd8cE9e637eeB5aEd7fBa369,SKL,TSLA,0,2022-04-18 22:08:58
0x6bd7c52072019702cd8ce9e637eeb5aed7fba369,0x6bd7c52072019702Cd8cE9e637eeB5aEd7fBa369,SKL,TSLA,0,2022-04-20 23:38:40
0x75f37a189459f17efdb71976cc6827abae722d37,0x75f37a189459f17eFDb71976cc6827abae722d37,SKL,AFRM,0.156,2021-12-31 02:21:59
0x75f37a189459f17efdb71976cc6827abae722d37,0x75f37a189459f17eFDb71976cc6827abae722d37,SKL,PYPL,0.150,2021-12-31 02:21:59
0x75f37a189459f17efdb71976cc6827abae722d37,0x75f37a189459f17eFDb71976cc6827abae722d37,SKL,SQ,0.121,2021-12-31 02:21:59
0x75f37a189459f17efdb71976cc6827abae722d37,0x75f37a189459f17eFDb71976cc6827abae722d37,SKL,FB,0.099,2021-12-31 02:21:59
0x75f37a189459f17efdb71976cc6827abae722d37,0x75f37a189459f17eFDb71976cc6827abae722d37,SKL,ENPH,0.099,2021-12-31 02:21:59
0x75f37a189459f17efdb71976cc6827abae722d37,0x75f37a189459f17eFDb71976cc6827abae722d37,SKL,NVDA,0.098,2021-12-31 02:21:59
0xe44fc81521409aee001e70befbda6436f1b26b58,0xe44FC81521409aeE001E70beFbDA6436F1b26B58,SKL,AAPL,0.122,2021-12-31 04:36:01
0xe44fc81521409aee001e70befbda6436f1b26b58,0xe44FC81521409aeE001E70beFbDA6436F1b26B58,SKL,MSFT,0.104,2021-12-31 04:36:01
0xe44fc81521409aee001e70befbda6436f1b26b58,0xe44FC81521409aeE001E70beFbDA6436F1b26B58,SKL,AMZN,0.098,2021-12-31 04:36:01
0xe44fc81521409aee001e70befbda6436f1b26b58,0xe44FC81521409aeE001E70beFbDA6436F1b26B58,SKL,BTCUSDT,0.078,2021-12-31 04:36:01
0xe44fc81521409aee001e70befbda6436f1b26b58,0xe44FC81521409aeE001E70beFbDA6436F1b26B58,SKL,ATVI,0.077,2021-12-31 04:36:01
0xe44fc81521409aee001e70befbda6436f1b26b58,0xe44FC81521409aeE001E70beFbDA6436F1b26B58,SKL,SU,0.072,2021-12-31 04:36:01
0xe44fc81521409aee001e70befbda6436f1b26b58,0xe44FC81521409aeE001E70beFbDA6436F1b26B58,SKL,PENN,0.064,2021-12-31 04:36:01
