eth_cust_address,address,chain,symbol,target_position_value,date_time
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,HGV,0.031,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,ARCH,0.030,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,DPZ,0.030,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,BP,0.024,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,CATO,0.024,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,PSX,0.023,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,SZC,0.023,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,ELAN,0.023,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,BHP,0.022,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,CTVA,0.022,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,QSR,0.021,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,CEIX,0.021,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,FLJP,0.020,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,XOM,0.020,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,SWCH,0.018,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,QMCO,0.017,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,RIO,0.015,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,RDWR,0.013,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,AMAT,0.013,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,USFD,0.012,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,BERY,0.012,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,CC,0.012,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,TSEM,0.012,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,CAT,0.011,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,HLT,0.011,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,DVN,0.011,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,IFF,0.011,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,ADM,0.011,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,DISCK,0.011,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,BTU,0.010,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,SRG,0.010,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,CRESY,0.010,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,SAR,0.010,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,FNV,0.010,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,SAND,0.010,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,KL,0.010,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,SILV,0.010,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,COP,0.010,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,TECK,0.010,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,HCC,0.010,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,BHF,0.010,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,ANGI,0.009,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,AGCO,0.009,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,EQX,0.009,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,MAG,0.009,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,CIEN,0.008,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,GRBK,0.007,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,OLN,0.007,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,CERS,0.006,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,FM,0.006,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,LTRPA,0.006,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,PRDO,0.006,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,MGM,0.006,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,VRNT,0.006,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,PETQ,0.005,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,QDEL,0.005,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,PBA,0.005,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,AMPY,0.005,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,MTCH,0.005,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,DE,0.005,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,QRVO,0.005,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,DAR,0.005,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,CGNX,0.005,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,BABA,0.004,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,CTXS,0.004,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,FSM,0.003,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,ESNT,0.003,2021-12-31 01:33:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,ATTO,0.04,2022-01-03 17:00:58
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,SQQQ,0.01,2022-01-06 14:26:27
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,SQQQ,0,2022-01-06 14:44:35
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,CAKEUSDT,0,2022-01-10 18:06:24
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,FARMUSDT,0,2022-01-10 18:06:24
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,GXSUSDT,0,2022-01-10 18:06:24
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,ANTUSDT,0,2022-01-10 18:06:24
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,RVNUSDT,0,2022-01-10 18:06:24
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,CAKEUSDT,0,2022-01-11 17:21:06
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,RVNUSDT,0,2022-01-11 17:21:06
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,FARMUSDT,0,2022-01-11 17:21:06
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,GXSUSDT,0,2022-01-11 17:21:06
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,ANTUSDT,0,2022-01-11 17:21:06
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,SQQQ,0.03,2022-01-21 14:21:05
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,SQQQ,0,2022-01-21 15:50:28
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,NKLA,0,2022-01-24 16:08:34
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,WKHS,0,2022-01-24 16:08:34
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,RIDE,0,2022-01-24 16:08:34
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,DOTUSDT,0,2022-01-24 16:13:08
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,SKLUSDT,0,2022-01-24 16:13:08
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,FTMUSDT,0,2022-01-24 16:13:08
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,LUNAUSDT,0,2022-01-24 16:13:08
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,LUNAUSDT,0,2022-01-25 02:36:52
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,DOTUSDT,0,2022-01-25 13:55:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,SKLUSDT,0,2022-01-25 13:55:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,FTMUSDT,0,2022-01-25 13:55:30
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,NKLA,0,2022-01-25 13:55:49
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,WKHS,0,2022-01-25 13:55:49
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,RIDE,0,2022-01-25 13:55:49
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,ATTO,0.04,2022-02-01 21:15:13
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,IFRA,0.03,2022-02-01 21:15:13
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,ATUS,0.03,2022-02-01 21:15:13
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,SLI,0,2022-02-03 13:49:05
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,BLI,0,2022-02-03 15:27:38
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,GME,0,2022-02-03 15:27:38
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,NKLA,0,2022-02-03 15:27:38
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,WKHS,0,2022-02-03 15:27:38
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,RIDE,0,2022-02-03 15:27:38
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,PETQ,0,2022-02-10 15:18:01
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,NTR,0.07,2022-03-01 14:13:16
0x552366e4b72e3bc424f19c3a1a854e301eb658d2,0x552366e4B72e3bC424F19c3a1A854E301eB658D2,SKL,BG,0.04,2022-03-01 14:13:16
