eth_cust_address,address,chain,symbol,target_position_value,date_time
0x0c26fc123967954f0603c8712f614c83560dd05b,0x0C26FC123967954f0603C8712f614C83560dD05b,SKL,INTC,0,2022-04-07 23:22:00
0x0c26fc123967954f0603c8712f614c83560dd05b,0x0C26FC123967954f0603C8712f614C83560dD05b,MATIC,URA,0,2022-04-25 12:56:25
0x0c26fc123967954f0603c8712f614c83560dd05b,0x0C26FC123967954f0603C8712f614C83560dD05b,MATIC,XMRUSDT,0.61,2022-04-25 12:56:25
0x0c807858dc9f46441cfc641f7431e6c537327830,0x0C807858dc9F46441CFc641F7431e6C537327830,SKL,DAL,0.393,2021-12-31 05:00:11
0x0c807858dc9f46441cfc641f7431e6c537327830,0x0C807858dc9F46441CFc641F7431e6C537327830,SKL,MSFT,0.320,2021-12-31 05:00:11
0x0c807858dc9f46441cfc641f7431e6c537327830,0x0C807858dc9F46441CFc641F7431e6C537327830,SKL,RCL,0.195,2021-12-31 05:00:11
0x0c807858dc9f46441cfc641f7431e6c537327830,0x0C807858dc9F46441CFc641F7431e6C537327830,SKL,UAL,0.090,2021-12-31 05:00:11
0x10d4b16033c515a3abea03d39183904b1a8a63e6,0x10D4b16033C515A3ABeA03D39183904b1a8A63E6,SKL,RSP,0.052,2021-12-31 02:11:59
0x10d4b16033c515a3abea03d39183904b1a8a63e6,0x10D4b16033C515A3ABeA03D39183904b1a8A63E6,SKL,DNP,0.050,2021-12-31 02:11:59
0x10d4b16033c515a3abea03d39183904b1a8a63e6,0x10D4b16033C515A3ABeA03D39183904b1a8A63E6,SKL,HD,0.047,2021-12-31 02:11:59
0x10d4b16033c515a3abea03d39183904b1a8a63e6,0x10D4b16033C515A3ABeA03D39183904b1a8A63E6,SKL,VTV,0.042,2021-12-31 02:11:59
0x10d4b16033c515a3abea03d39183904b1a8a63e6,0x10D4b16033C515A3ABeA03D39183904b1a8A63E6,SKL,DBC,0.039,2021-12-31 02:11:59
0x10d4b16033c515a3abea03d39183904b1a8a63e6,0x10D4b16033C515A3ABeA03D39183904b1a8A63E6,SKL,AAPL,0.037,2021-12-31 02:11:59
0x10d4b16033c515a3abea03d39183904b1a8a63e6,0x10D4b16033C515A3ABeA03D39183904b1a8A63E6,SKL,CVS,0.036,2021-12-31 02:11:59
0x10d4b16033c515a3abea03d39183904b1a8a63e6,0x10D4b16033C515A3ABeA03D39183904b1a8A63E6,SKL,EPD,0.036,2021-12-31 02:11:59
0x10d4b16033c515a3abea03d39183904b1a8a63e6,0x10D4b16033C515A3ABeA03D39183904b1a8A63E6,SKL,AMAT,0.036,2021-12-31 02:11:59
0x10d4b16033c515a3abea03d39183904b1a8a63e6,0x10D4b16033C515A3ABeA03D39183904b1a8A63E6,SKL,BMI,0.031,2021-12-31 02:11:59
0x10d4b16033c515a3abea03d39183904b1a8a63e6,0x10D4b16033C515A3ABeA03D39183904b1a8A63E6,SKL,XLI,0.031,2021-12-31 02:11:59
0x10d4b16033c515a3abea03d39183904b1a8a63e6,0x10D4b16033C515A3ABeA03D39183904b1a8A63E6,SKL,VZ,0.030,2021-12-31 02:11:59
0x10d4b16033c515a3abea03d39183904b1a8a63e6,0x10D4b16033C515A3ABeA03D39183904b1a8A63E6,SKL,OC,0.030,2021-12-31 02:11:59
0x10d4b16033c515a3abea03d39183904b1a8a63e6,0x10D4b16033C515A3ABeA03D39183904b1a8A63E6,SKL,WMT,0.030,2021-12-31 02:11:59
0x10d4b16033c515a3abea03d39183904b1a8a63e6,0x10D4b16033C515A3ABeA03D39183904b1a8A63E6,SKL,INTC,0.029,2021-12-31 02:11:59
0x10d4b16033c515a3abea03d39183904b1a8a63e6,0x10D4b16033C515A3ABeA03D39183904b1a8A63E6,SKL,EOG,0.029,2021-12-31 02:11:59
0x10d4b16033c515a3abea03d39183904b1a8a63e6,0x10D4b16033C515A3ABeA03D39183904b1a8A63E6,SKL,DKS,0.028,2021-12-31 02:11:59
0x10d4b16033c515a3abea03d39183904b1a8a63e6,0x10D4b16033C515A3ABeA03D39183904b1a8A63E6,SKL,MU,0.027,2021-12-31 02:11:59
0x10d4b16033c515a3abea03d39183904b1a8a63e6,0x10D4b16033C515A3ABeA03D39183904b1a8A63E6,SKL,C,0.025,2021-12-31 02:11:59
0x10d4b16033c515a3abea03d39183904b1a8a63e6,0x10D4b16033C515A3ABeA03D39183904b1a8A63E6,SKL,RSX,0.024,2021-12-31 02:11:59
0x10d4b16033c515a3abea03d39183904b1a8a63e6,0x10D4b16033C515A3ABeA03D39183904b1a8A63E6,SKL,ETHUSDT,0.021,2021-12-31 02:11:59
0x10d4b16033c515a3abea03d39183904b1a8a63e6,0x10D4b16033C515A3ABeA03D39183904b1a8A63E6,SKL,ASO,0.021,2021-12-31 02:11:59
0x10d4b16033c515a3abea03d39183904b1a8a63e6,0x10D4b16033C515A3ABeA03D39183904b1a8A63E6,SKL,HOG,0.020,2021-12-31 02:11:59
0x10d4b16033c515a3abea03d39183904b1a8a63e6,0x10D4b16033C515A3ABeA03D39183904b1a8A63E6,SKL,STAR,0.020,2021-12-31 02:11:59
0x10d4b16033c515a3abea03d39183904b1a8a63e6,0x10D4b16033C515A3ABeA03D39183904b1a8A63E6,SKL,VBK,0.020,2021-12-31 02:11:59
0x10d4b16033c515a3abea03d39183904b1a8a63e6,0x10D4b16033C515A3ABeA03D39183904b1a8A63E6,SKL,SCHE,0.019,2021-12-31 02:11:59
0x10d4b16033c515a3abea03d39183904b1a8a63e6,0x10D4b16033C515A3ABeA03D39183904b1a8A63E6,SKL,GS,0.019,2021-12-31 02:11:59
0x10d4b16033c515a3abea03d39183904b1a8a63e6,0x10D4b16033C515A3ABeA03D39183904b1a8A63E6,SKL,RTX,0.019,2021-12-31 02:11:59
0x10d4b16033c515a3abea03d39183904b1a8a63e6,0x10D4b16033C515A3ABeA03D39183904b1a8A63E6,SKL,MRK,0.019,2021-12-31 02:11:59
0x10d4b16033c515a3abea03d39183904b1a8a63e6,0x10D4b16033C515A3ABeA03D39183904b1a8A63E6,SKL,DRI,0.019,2021-12-31 02:11:59
0x10d4b16033c515a3abea03d39183904b1a8a63e6,0x10D4b16033C515A3ABeA03D39183904b1a8A63E6,SKL,ATVI,0.017,2021-12-31 02:11:59
0x10d4b16033c515a3abea03d39183904b1a8a63e6,0x10D4b16033C515A3ABeA03D39183904b1a8A63E6,SKL,PENN,0.014,2021-12-31 02:11:59
0x10d4b16033c515a3abea03d39183904b1a8a63e6,0x10D4b16033C515A3ABeA03D39183904b1a8A63E6,SKL,DOCU,0.012,2021-12-31 02:11:59
0x10d4b16033c515a3abea03d39183904b1a8a63e6,0x10D4b16033C515A3ABeA03D39183904b1a8A63E6,SKL,KAR,0.010,2021-12-31 02:11:59
0x10d4b16033c515a3abea03d39183904b1a8a63e6,0x10D4b16033C515A3ABeA03D39183904b1a8A63E6,SKL,AEO,0.010,2021-12-31 02:11:59
0x10d4b16033c515a3abea03d39183904b1a8a63e6,0x10D4b16033C515A3ABeA03D39183904b1a8A63E6,SKL,GOLD,0.010,2021-12-31 02:11:59
0x10d4b16033c515a3abea03d39183904b1a8a63e6,0x10D4b16033C515A3ABeA03D39183904b1a8A63E6,SKL,BTCUSDT,0.008,2021-12-31 02:11:59
0x10d4b16033c515a3abea03d39183904b1a8a63e6,0x10D4b16033C515A3ABeA03D39183904b1a8A63E6,SKL,GRWG,0.006,2021-12-31 02:11:59
0x116ad9501fc710d133a30e43797222c41821aca6,0x116Ad9501FC710d133A30E43797222C41821ACa6,SKL,SLM,0.100,2022-02-16 14:20:29
0x116ad9501fc710d133a30e43797222c41821aca6,0x116Ad9501FC710d133A30E43797222C41821ACa6,SKL,FLYW,0.100,2022-02-16 14:20:29
0x116ad9501fc710d133a30e43797222c41821aca6,0x116Ad9501FC710d133A30E43797222C41821ACa6,SKL,ADPT,0.100,2022-02-16 14:20:29
0x116ad9501fc710d133a30e43797222c41821aca6,0x116Ad9501FC710d133A30E43797222C41821ACa6,SKL,MU,0.100,2022-02-16 14:20:29
0x116ad9501fc710d133a30e43797222c41821aca6,0x116Ad9501FC710d133A30E43797222C41821ACa6,SKL,MSFT,0.100,2022-02-16 14:20:29
0x116ad9501fc710d133a30e43797222c41821aca6,0x116Ad9501FC710d133A30E43797222C41821ACa6,SKL,FB,0.100,2022-02-16 14:20:29
0x116ad9501fc710d133a30e43797222c41821aca6,0x116Ad9501FC710d133A30E43797222C41821ACa6,SKL,APO,0.100,2022-02-16 14:20:29
0x116ad9501fc710d133a30e43797222c41821aca6,0x116Ad9501FC710d133A30E43797222C41821ACa6,SKL,BX,0.100,2022-02-16 14:20:29
0x116ad9501fc710d133a30e43797222c41821aca6,0x116Ad9501FC710d133A30E43797222C41821ACa6,SKL,VLRS,0.100,2022-02-16 14:20:29
0x116ad9501fc710d133a30e43797222c41821aca6,0x116Ad9501FC710d133A30E43797222C41821ACa6,SKL,QCOM,0.100,2022-02-16 14:20:29
0x116ad9501fc710d133a30e43797222c41821aca6,0x116Ad9501FC710d133A30E43797222C41821ACa6,MATIC,FB,0.1,2022-05-16 14:45:37
0x116ad9501fc710d133a30e43797222c41821aca6,0x116Ad9501FC710d133A30E43797222C41821ACa6,MATIC,MSFT,0.1,2022-05-16 14:45:37
0x116ad9501fc710d133a30e43797222c41821aca6,0x116Ad9501FC710d133A30E43797222C41821ACa6,MATIC,BX,0.1,2022-05-16 14:45:37
0x116ad9501fc710d133a30e43797222c41821aca6,0x116Ad9501FC710d133A30E43797222C41821ACa6,MATIC,SLM,0.1,2022-05-16 14:45:37
0x116ad9501fc710d133a30e43797222c41821aca6,0x116Ad9501FC710d133A30E43797222C41821ACa6,MATIC,APO,0.1,2022-05-16 14:45:37
0x116ad9501fc710d133a30e43797222c41821aca6,0x116Ad9501FC710d133A30E43797222C41821ACa6,MATIC,QCOM,0.1,2022-05-16 14:45:37
0x116ad9501fc710d133a30e43797222c41821aca6,0x116Ad9501FC710d133A30E43797222C41821ACa6,MATIC,MU,0.1,2022-05-16 14:45:37
0x116ad9501fc710d133a30e43797222c41821aca6,0x116Ad9501FC710d133A30E43797222C41821ACa6,MATIC,FLYW,0.1,2022-05-16 14:45:37
0x116ad9501fc710d133a30e43797222c41821aca6,0x116Ad9501FC710d133A30E43797222C41821ACa6,MATIC,VLRS,0.1,2022-05-16 14:45:37
0x116ad9501fc710d133a30e43797222c41821aca6,0x116Ad9501FC710d133A30E43797222C41821ACa6,MATIC,ADPT,0,2022-05-16 14:45:37
0x116ad9501fc710d133a30e43797222c41821aca6,0x116Ad9501FC710d133A30E43797222C41821ACa6,MATIC,QQQ,-0.1,2022-05-16 14:45:37
0x172b5ee38cdff702af0ab16ccc0934cb4a6816c9,0x172b5eE38Cdff702AF0aB16CcC0934CB4A6816C9,SKL,BABA,0.377,2021-12-31 02:27:36
0x172b5ee38cdff702af0ab16ccc0934cb4a6816c9,0x172b5eE38Cdff702AF0aB16CcC0934CB4A6816C9,SKL,TSLA,0.339,2021-12-31 02:27:36
0x172b5ee38cdff702af0ab16ccc0934cb4a6816c9,0x172b5eE38Cdff702AF0aB16CcC0934CB4A6816C9,SKL,SOLUSDT,0.285,2021-12-31 02:27:36
0x173c441b61efec6b653bd2f0d8da30ed887b280a,0x173c441b61EfEC6b653bd2F0d8Da30Ed887b280A,SKL,GOOG,0.301,2021-12-31 08:05:19
0x173c441b61efec6b653bd2f0d8da30ed887b280a,0x173c441b61EfEC6b653bd2F0d8Da30Ed887b280A,SKL,CDLX,0.272,2021-12-31 08:05:19
0x173c441b61efec6b653bd2f0d8da30ed887b280a,0x173c441b61EfEC6b653bd2F0d8Da30Ed887b280A,SKL,FB,0.220,2021-12-31 08:05:19
0x173c441b61efec6b653bd2f0d8da30ed887b280a,0x173c441b61EfEC6b653bd2F0d8Da30Ed887b280A,SKL,SE,0.207,2021-12-31 08:05:19
0x237017a78a1f613cf59b779042e49411e8f10587,0x237017A78A1F613cf59b779042E49411e8f10587,SKL,AAPL,0.182,2021-12-31 10:50:51
0x23d3ce4abfcad7541a5a6e2c4a5251876264bd44,0x23d3ce4abFcaD7541A5A6e2c4a5251876264BD44,SKL,BTCUSDT,0.965,2021-12-31 04:38:37
0x23d3ce4abfcad7541a5a6e2c4a5251876264bd44,0x23d3ce4abFcaD7541A5A6e2c4a5251876264BD44,SKL,ADAUSDT,0.019,2021-12-31 04:38:37
0x23d3ce4abfcad7541a5a6e2c4a5251876264bd44,0x23d3ce4abFcaD7541A5A6e2c4a5251876264BD44,SKL,ETHUSDT,0.010,2021-12-31 04:38:37
0x23d3ce4abfcad7541a5a6e2c4a5251876264bd44,0x23d3ce4abFcaD7541A5A6e2c4a5251876264BD44,SKL,NXE,0.009,2021-12-31 04:38:37
0x23d3ce4abfcad7541a5a6e2c4a5251876264bd44,0x23d3ce4abFcaD7541A5A6e2c4a5251876264BD44,SKL,BTCUSDT,0.102,2022-01-05 20:34:21
0x23d3ce4abfcad7541a5a6e2c4a5251876264bd44,0x23d3ce4abFcaD7541A5A6e2c4a5251876264BD44,SKL,ETHUSDT,0.86,2022-01-05 20:34:21
0x23d3ce4abfcad7541a5a6e2c4a5251876264bd44,0x23d3ce4abFcaD7541A5A6e2c4a5251876264BD44,SKL,ETHUSDT,0.845,2022-01-21 17:59:35
0x23d3ce4abfcad7541a5a6e2c4a5251876264bd44,0x23d3ce4abFcaD7541A5A6e2c4a5251876264BD44,SKL,BTCUSDT,0.114,2022-01-21 17:59:35
0x23d3ce4abfcad7541a5a6e2c4a5251876264bd44,0x23d3ce4abFcaD7541A5A6e2c4a5251876264BD44,SKL,ADAUSDT,0.023,2022-01-21 17:59:35
0x23d3ce4abfcad7541a5a6e2c4a5251876264bd44,0x23d3ce4abFcaD7541A5A6e2c4a5251876264BD44,SKL,NXE,0.012,2022-01-21 17:59:35
0x23d3ce4abfcad7541a5a6e2c4a5251876264bd44,0x23d3ce4abFcaD7541A5A6e2c4a5251876264BD44,SKL,ADAUSDT,0.03,2022-02-11 21:06:23
0x23d3ce4abfcad7541a5a6e2c4a5251876264bd44,0x23d3ce4abFcaD7541A5A6e2c4a5251876264BD44,SKL,ETHUSDT,0.851,2022-04-18 22:01:06
0x23d3ce4abfcad7541a5a6e2c4a5251876264bd44,0x23d3ce4abFcaD7541A5A6e2c4a5251876264BD44,SKL,BTCUSDT,0.11199999999999999,2022-04-18 22:01:06
0x23d3ce4abfcad7541a5a6e2c4a5251876264bd44,0x23d3ce4abFcaD7541A5A6e2c4a5251876264BD44,SKL,ADAUSDT,0.035,2022-04-18 22:01:06
0x23d3ce4abfcad7541a5a6e2c4a5251876264bd44,0x23d3ce4abFcaD7541A5A6e2c4a5251876264BD44,SKL,NXE,0,2022-04-18 22:01:06
0x23d3ce4abfcad7541a5a6e2c4a5251876264bd44,0x23d3ce4abFcaD7541A5A6e2c4a5251876264BD44,MATIC,ETHUSDT,0,2022-05-24 23:39:24
0x23d3ce4abfcad7541a5a6e2c4a5251876264bd44,0x23d3ce4abFcaD7541A5A6e2c4a5251876264BD44,MATIC,TRXUSDT,0.85,2022-05-24 23:39:40
0x23d3ce4abfcad7541a5a6e2c4a5251876264bd44,0x23d3ce4abFcaD7541A5A6e2c4a5251876264BD44,MATIC,ADAUSDT,0,2022-05-24 23:40:22
0x23d3ce4abfcad7541a5a6e2c4a5251876264bd44,0x23d3ce4abFcaD7541A5A6e2c4a5251876264BD44,MATIC,UUUU,0.03,2022-05-24 23:40:22
0x244bad9bd4ec0985737704ca7cfe358aded5ad26,0x244BaD9bd4ec0985737704Ca7cfE358adEd5Ad26,SKL,SPXL,0.258,2021-12-31 00:48:40
0x244bad9bd4ec0985737704ca7cfe358aded5ad26,0x244BaD9bd4ec0985737704Ca7cfE358adEd5Ad26,SKL,UBS,0.217,2021-12-31 00:48:40
0x244bad9bd4ec0985737704ca7cfe358aded5ad26,0x244BaD9bd4ec0985737704Ca7cfE358adEd5Ad26,SKL,DQ,0.149,2021-12-31 00:48:40
0x27d38cf757b3eb581e7e66f7482d707a80d60db6,0x27d38cf757B3eb581E7e66F7482D707A80d60Db6,SKL,NOW,0.141,2021-12-31 04:00:18
0x27d38cf757b3eb581e7e66f7482d707a80d60db6,0x27d38cf757B3eb581E7e66F7482D707A80d60Db6,SKL,PLNT,0.130,2021-12-31 04:00:18
0x27d38cf757b3eb581e7e66f7482d707a80d60db6,0x27d38cf757B3eb581E7e66F7482D707A80d60Db6,SKL,ABNB,0.121,2021-12-31 04:00:18
0x27d38cf757b3eb581e7e66f7482d707a80d60db6,0x27d38cf757B3eb581E7e66F7482D707A80d60Db6,SKL,DASH,0.105,2021-12-31 04:00:18
0x27d38cf757b3eb581e7e66f7482d707a80d60db6,0x27d38cf757B3eb581E7e66F7482D707A80d60Db6,SKL,EA,0.098,2021-12-31 04:00:18
0x27d38cf757b3eb581e7e66f7482d707a80d60db6,0x27d38cf757B3eb581E7e66F7482D707A80d60Db6,SKL,CZR,0.090,2021-12-31 04:00:18
0x27d38cf757b3eb581e7e66f7482d707a80d60db6,0x27d38cf757B3eb581E7e66F7482D707A80d60Db6,SKL,BA,0.088,2021-12-31 04:00:18
0x27d38cf757b3eb581e7e66f7482d707a80d60db6,0x27d38cf757B3eb581E7e66F7482D707A80d60Db6,SKL,CHWY,0.086,2021-12-31 04:00:18
0x27d38cf757b3eb581e7e66f7482d707a80d60db6,0x27d38cf757B3eb581E7e66F7482D707A80d60Db6,SKL,BUD,0.083,2021-12-31 04:00:18
0x27d38cf757b3eb581e7e66f7482d707a80d60db6,0x27d38cf757B3eb581E7e66F7482D707A80d60Db6,SKL,ZM,0.056,2021-12-31 04:00:18
0x2b1e99461fdffed5b03c58b4764d39f8784ec4aa,0x2B1e99461fdFFEd5b03C58b4764d39F8784ec4aA,SKL,VGT,0.058,2021-12-31 07:16:43
0x2b1e99461fdffed5b03c58b4764d39f8784ec4aa,0x2B1e99461fdFFEd5b03C58b4764d39F8784ec4aA,SKL,AOA,0.053,2021-12-31 07:16:43
0x2b1e99461fdffed5b03c58b4764d39f8784ec4aa,0x2B1e99461fdFFEd5b03C58b4764d39F8784ec4aA,SKL,NFLX,0.051,2021-12-31 07:16:43
0x2b1e99461fdffed5b03c58b4764d39f8784ec4aa,0x2B1e99461fdFFEd5b03C58b4764d39F8784ec4aA,SKL,ABNB,0.034,2021-12-31 07:16:43
0x2b1e99461fdffed5b03c58b4764d39f8784ec4aa,0x2B1e99461fdFFEd5b03C58b4764d39F8784ec4aA,SKL,HLT,0.031,2021-12-31 07:16:43
