eth_cust_address,address,chain,symbol,target_position_value,date_time,trade_id,date,delayed_trade_date_time,delayed_trade_date_closing_time,delayed_trade_date,timestamp,vwap,max_time_stamp,date_time_adj,ticker_date_time_rank,dta_rank,symbol_appearance_rank,dta_rank_prev,user_id,cash,usd_value,usd_value_prev,positions_usd,inception_return,gross_exposure_usd,long_exposure_usd,short_exposure_usd,net_exposure_usd,gross_exposure_percent,long_exposure_percent,short_exposure_percent,net_exposure_percent,gross_traded_usd,net_traded_usd,gross_traded_percent,net_traded_percent,unrealized_long_pnl,unrealized_short_pnl,unrealized_pnl,realized_long_pnl,realized_short_pnl,realized_pnl,total_long_pnl,total_short_pnl,total_pnl
0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,ETHUSD,0.05,2022-05-04 15:12:56,60,2022-05-04,2022-05-04 13:30:00,2022-05-04 20:00:00,2022-05-04,2022-05-04 16:00:00+00:00,2850.969076,2022-05-04 23:00:00+00:00,2022-05-04 16:00:00+00:00,1,18.0,8.0,17.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,MELI,0.025,2022-05-04 15:12:56,61,2022-05-04,2022-05-04 13:30:00,2022-05-04 20:00:00,2022-05-04,2022-05-04 16:00:00+00:00,0.0,,2022-05-04 16:00:00+00:00,1,18.0,4.0,17.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,FNV,0,2022-05-04 15:12:56,62,2022-05-04,2022-05-04 13:30:00,2022-05-04 20:00:00,2022-05-04,2022-05-04 16:00:00+00:00,0.0,,2022-05-04 16:00:00+00:00,1,18.0,5.0,17.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,PLTR,0.05,2022-05-04 15:12:56,63,2022-05-04,2022-05-04 13:30:00,2022-05-04 20:00:00,2022-05-04,2022-05-04 16:00:00+00:00,0.0,,2022-05-04 16:00:00+00:00,1,18.0,1.0,17.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,V,0.05,2022-05-04 15:12:56,64,2022-05-04,2022-05-04 13:30:00,2022-05-04 20:00:00,2022-05-04,2022-05-04 16:00:00+00:00,0.0,,2022-05-04 16:00:00+00:00,1,18.0,1.0,17.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,UNP,0.05,2022-05-04 15:12:56,65,2022-05-04,2022-05-04 13:30:00,2022-05-04 20:00:00,2022-05-04,2022-05-04 16:00:00+00:00,0.0,,2022-05-04 16:00:00+00:00,1,18.0,1.0,17.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,ABNB,0.07,2022-05-04 15:55:25,66,2022-05-04,2022-05-04 13:30:00,2022-05-04 20:00:00,2022-05-04,2022-05-04 16:00:00+00:00,0.0,,2022-05-04 16:00:00+00:00,1,18.0,3.0,17.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,FNF,0.05,2022-05-04 15:55:25,67,2022-05-04,2022-05-04 13:30:00,2022-05-04 20:00:00,2022-05-04,2022-05-04 16:00:00+00:00,0.0,,2022-05-04 16:00:00+00:00,1,18.0,1.0,17.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,BTCUSD,0.1,2022-05-09 20:40:05,68,2022-05-09,2022-05-09 13:30:00,2022-05-09 20:00:00,2022-05-09,2022-05-09 20:00:00+00:00,31228.833435,2022-05-09 23:00:00+00:00,2022-05-09 20:00:00+00:00,1,19.0,4.0,18.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,ETHUSD,0.12,2022-05-09 20:40:05,69,2022-05-09,2022-05-09 13:30:00,2022-05-09 20:00:00,2022-05-09,2022-05-09 20:00:00+00:00,2300.250181,2022-05-09 23:00:00+00:00,2022-05-09 20:00:00+00:00,1,19.0,9.0,18.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,ETHUSD,0.05,2022-05-10 17:30:44,70,2022-05-10,2022-05-10 13:30:00,2022-05-10 20:00:00,2022-05-10,2022-05-10 18:00:00+00:00,2379.346694,2022-05-10 23:00:00+00:00,2022-05-10 18:00:00+00:00,1,20.0,10.0,19.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,BTCUSD,0.05,2022-05-10 17:30:44,71,2022-05-10,2022-05-10 13:30:00,2022-05-10 20:00:00,2022-05-10,2022-05-10 18:00:00+00:00,31585.086203,2022-05-10 23:00:00+00:00,2022-05-10 18:00:00+00:00,1,20.0,5.0,19.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,ETHUSD,0,2022-05-11 13:39:10,72,2022-05-11,2022-05-11 13:30:00,2022-05-11 20:00:00,2022-05-11,2022-05-11 14:00:00+00:00,2339.562042,2022-05-11 23:00:00+00:00,2022-05-11 14:00:00+00:00,1,21.0,11.0,20.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,TLT,0.16,2022-05-18 20:53:52,73,2022-05-18,2022-05-18 13:30:00,2022-05-18 20:00:00,2022-05-18,2022-05-18 20:00:00+00:00,0.0,,2022-05-18 20:00:00+00:00,1,22.0,5.0,21.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,ETHUSD,0.05,2022-05-26 20:23:14,74,2022-05-26,2022-05-26 13:30:00,2022-05-26 20:00:00,2022-05-26,2022-05-26 20:00:00+00:00,1824.610994,2022-05-26 23:00:00+00:00,2022-05-26 20:00:00+00:00,1,23.0,12.0,22.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,FB,0.25,2022-06-01 15:18:13,75,2022-06-01,2022-06-01 13:30:00,2022-06-01 20:00:00,2022-06-01,2022-06-01 16:00:00+00:00,0.0,,2022-06-01 16:00:00+00:00,1,24.0,5.0,23.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,PLTR,0.06,2022-06-24 13:37:17,76,2022-06-24,2022-06-24 13:30:00,2022-06-24 20:00:00,2022-06-24,2022-06-24 14:00:00+00:00,0.0,,2022-06-24 14:00:00+00:00,1,25.0,2.0,24.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,ABNB,0.06,2022-06-24 13:37:17,77,2022-06-24,2022-06-24 13:30:00,2022-06-24 20:00:00,2022-06-24,2022-06-24 14:00:00+00:00,0.0,,2022-06-24 14:00:00+00:00,1,25.0,4.0,24.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,ARKK,0.03,2022-06-24 13:37:17,78,2022-06-24,2022-06-24 13:30:00,2022-06-24 20:00:00,2022-06-24,2022-06-24 14:00:00+00:00,0.0,,2022-06-24 14:00:00+00:00,1,25.0,1.0,24.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
