symbol,market_entry_date,market_entry_date_time,timestamp,vwap
MELI,4/28/2022,2022-04-28 20:00:00+00:00,2022-04-28 20:00:00+00:00,1038.940142
MELI,4/22/2022,2022-04-22 16:00:00+00:00,2022-04-22 16:00:00+00:00,994.293781
MELI,5/2/2022,2022-05-02 23:00:00+00:00,,
MELI,5/4/2022,2022-05-04 16:00:00+00:00,2022-05-04 16:00:00+00:00,941.241553
MELI,5/9/2022,2022-05-09 20:00:00+00:00,2022-05-09 20:00:00+00:00,771.166908
MELI,5/10/2022,2022-05-10 18:00:00+00:00,2022-05-10 18:00:00+00:00,795.143274
MELI,5/11/2022,2022-05-11 14:00:00+00:00,2022-05-11 14:00:00+00:00,754.593968
MELI,5/18/2022,2022-05-18 20:00:00+00:00,2022-05-18 20:00:00+00:00,749.304543
MELI,5/26/2022,2022-05-26 20:00:00+00:00,2022-05-26 20:00:00+00:00,783.440308
MELI,6/1/2022,2022-06-01 16:00:00+00:00,2022-06-01 16:00:00+00:00,746.497226
MELI,6/24/2022,2022-06-24 14:00:00+00:00,,
GLD,12/30/2021,2021-12-30 15:00:00+00:00,,
GLD,12/31/2021,2021-12-31 15:00:00+00:00,2021-12-31 15:00:00+00:00,170.203592
GLD,1/18/2022,2022-01-18 23:00:00+00:00,2022-01-18 23:00:00+00:00,169.455479
GLD,2/9/2022,2022-02-09 15:00:00+00:00,2022-02-09 15:00:00+00:00,170.783284
GLD,3/1/2022,2022-03-01 15:00:00+00:00,2022-03-01 15:00:00+00:00,179.520479
GLD,3/2/2022,2022-03-02 21:00:00+00:00,2022-03-02 21:00:00+00:00,179.738337
GLD,3/4/2022,2022-03-04 16:00:00+00:00,2022-03-04 16:00:00+00:00,183.113105
GLD,3/11/2022,2022-03-11 21:00:00+00:00,2022-03-11 21:00:00+00:00,185.109976
GLD,3/22/2022,2022-03-22 14:00:00+00:00,2022-03-22 14:00:00+00:00,178.722766
GLD,3/23/2022,2022-03-23 18:00:00+00:00,2022-03-23 18:00:00+00:00,180.95645
GLD,3/29/2022,2022-03-29 19:00:00+00:00,2022-03-29 19:00:00+00:00,179.088157
GLD,4/5/2022,2022-04-05 15:00:00+00:00,2022-04-05 15:00:00+00:00,179.808253
GLD,4/11/2022,2022-04-11 20:00:00+00:00,2022-04-11 20:00:00+00:00,182.362781
GLD,4/18/2022,2022-04-18 14:00:00+00:00,2022-04-18 14:00:00+00:00,185.593581
GLD,4/27/2022,2022-04-27 19:00:00+00:00,2022-04-27 19:00:00+00:00,175.943912
GLD,4/28/2022,2022-04-28 20:00:00+00:00,2022-04-28 20:00:00+00:00,176.9254
GLD,4/22/2022,2022-04-22 16:00:00+00:00,2022-04-22 16:00:00+00:00,180.779189
GLD,5/2/2022,2022-05-02 23:00:00+00:00,2022-05-02 23:00:00+00:00,173.810913
GLD,5/4/2022,2022-05-04 16:00:00+00:00,2022-05-04 16:00:00+00:00,174.190846
GLD,5/9/2022,2022-05-09 20:00:00+00:00,2022-05-09 20:00:00+00:00,172.859193
GLD,5/10/2022,2022-05-10 18:00:00+00:00,2022-05-10 18:00:00+00:00,172.137966
GLD,5/11/2022,2022-05-11 14:00:00+00:00,2022-05-11 14:00:00+00:00,172.604185
GLD,5/18/2022,2022-05-18 20:00:00+00:00,2022-05-18 20:00:00+00:00,169.421313
GLD,5/26/2022,2022-05-26 20:00:00+00:00,2022-05-26 20:00:00+00:00,172.749963
GLD,6/1/2022,2022-06-01 16:00:00+00:00,2022-06-01 16:00:00+00:00,172.299663
GLD,6/24/2022,2022-06-24 14:00:00+00:00,,
MSFT,12/30/2021,2021-12-30 15:00:00+00:00,,
MSFT,12/31/2021,2021-12-31 15:00:00+00:00,2021-12-31 15:00:00+00:00,337.141874
MSFT,1/18/2022,2022-01-18 23:00:00+00:00,2022-01-18 23:00:00+00:00,302.750795
MSFT,2/9/2022,2022-02-09 15:00:00+00:00,2022-02-09 15:00:00+00:00,308.541614
MSFT,3/1/2022,2022-03-01 15:00:00+00:00,2022-03-01 15:00:00+00:00,298.578554
MSFT,3/2/2022,2022-03-02 21:00:00+00:00,2022-03-02 21:00:00+00:00,300.153369
MSFT,3/4/2022,2022-03-04 16:00:00+00:00,2022-03-04 16:00:00+00:00,288.497962
MSFT,3/11/2022,2022-03-11 21:00:00+00:00,2022-03-11 21:00:00+00:00,280.067157
MSFT,3/22/2022,2022-03-22 14:00:00+00:00,2022-03-22 14:00:00+00:00,302.739035
MSFT,3/23/2022,2022-03-23 18:00:00+00:00,2022-03-23 18:00:00+00:00,301.003536
MSFT,3/29/2022,2022-03-29 19:00:00+00:00,2022-03-29 19:00:00+00:00,315.092497
MSFT,4/5/2022,2022-04-05 15:00:00+00:00,2022-04-05 15:00:00+00:00,312.296802
MSFT,4/11/2022,2022-04-11 20:00:00+00:00,2022-04-11 20:00:00+00:00,285.263303
MSFT,4/18/2022,2022-04-18 14:00:00+00:00,2022-04-18 14:00:00+00:00,281.192057
MSFT,4/27/2022,2022-04-27 19:00:00+00:00,2022-04-27 19:00:00+00:00,284.271278
MSFT,4/28/2022,2022-04-28 20:00:00+00:00,2022-04-28 20:00:00+00:00,289.604328
MSFT,4/22/2022,2022-04-22 16:00:00+00:00,2022-04-22 16:00:00+00:00,277.540522
MSFT,5/2/2022,2022-05-02 23:00:00+00:00,2022-05-02 23:00:00+00:00,283.726549
MSFT,5/4/2022,2022-05-04 16:00:00+00:00,2022-05-04 16:00:00+00:00,280.747991
MSFT,5/9/2022,2022-05-09 20:00:00+00:00,2022-05-09 20:00:00+00:00,264.58405
MSFT,5/10/2022,2022-05-10 18:00:00+00:00,2022-05-10 18:00:00+00:00,272.191999
MSFT,5/11/2022,2022-05-11 14:00:00+00:00,2022-05-11 14:00:00+00:00,266.978556
MSFT,5/18/2022,2022-05-18 20:00:00+00:00,2022-05-18 20:00:00+00:00,254.073526
MSFT,5/26/2022,2022-05-26 20:00:00+00:00,2022-05-26 20:00:00+00:00,265.881663
MSFT,6/1/2022,2022-06-01 16:00:00+00:00,2022-06-01 16:00:00+00:00,270.823767
MSFT,6/24/2022,2022-06-24 14:00:00+00:00,,
GRUB,12/30/2021,2021-12-30 15:00:00+00:00,,
GRUB,12/31/2021,2021-12-31 15:00:00+00:00,2021-12-31 15:00:00+00:00,10.696562
GRUB,1/18/2022,2022-01-18 23:00:00+00:00,,
GRUB,2/9/2022,2022-02-09 15:00:00+00:00,2022-02-09 15:00:00+00:00,9.952474
GRUB,3/1/2022,2022-03-01 15:00:00+00:00,2022-03-01 15:00:00+00:00,7.856413
GRUB,3/2/2022,2022-03-02 21:00:00+00:00,2022-03-02 21:00:00+00:00,7.78
GRUB,3/4/2022,2022-03-04 16:00:00+00:00,2022-03-04 16:00:00+00:00,6.074902
GRUB,3/11/2022,2022-03-11 21:00:00+00:00,2022-03-11 21:00:00+00:00,6.720475
GRUB,3/22/2022,2022-03-22 14:00:00+00:00,,
GRUB,3/23/2022,2022-03-23 18:00:00+00:00,,
GRUB,3/29/2022,2022-03-29 19:00:00+00:00,,
GRUB,4/5/2022,2022-04-05 15:00:00+00:00,,
GRUB,4/11/2022,2022-04-11 20:00:00+00:00,,
GRUB,4/18/2022,2022-04-18 14:00:00+00:00,,
GRUB,4/27/2022,2022-04-27 19:00:00+00:00,,
GRUB,4/28/2022,2022-04-28 20:00:00+00:00,,
GRUB,4/22/2022,2022-04-22 16:00:00+00:00,,
GRUB,5/2/2022,2022-05-02 23:00:00+00:00,,
GRUB,5/4/2022,2022-05-04 16:00:00+00:00,,
GRUB,5/9/2022,2022-05-09 20:00:00+00:00,,
GRUB,5/10/2022,2022-05-10 18:00:00+00:00,,
GRUB,5/11/2022,2022-05-11 14:00:00+00:00,,
GRUB,5/18/2022,2022-05-18 20:00:00+00:00,,
GRUB,5/26/2022,2022-05-26 20:00:00+00:00,,
GRUB,6/1/2022,2022-06-01 16:00:00+00:00,,
GRUB,6/24/2022,2022-06-24 14:00:00+00:00,,
TLT,12/30/2021,2021-12-30 15:00:00+00:00,,
TLT,12/31/2021,2021-12-31 15:00:00+00:00,2021-12-31 15:00:00+00:00,147.848263
TLT,1/18/2022,2022-01-18 23:00:00+00:00,2022-01-18 23:00:00+00:00,140.096285
TLT,2/9/2022,2022-02-09 15:00:00+00:00,2022-02-09 15:00:00+00:00,138.813167
TLT,3/1/2022,2022-03-01 15:00:00+00:00,2022-03-01 15:00:00+00:00,141.22451
TLT,3/2/2022,2022-03-02 21:00:00+00:00,2022-03-02 21:00:00+00:00,136.532031
TLT,3/4/2022,2022-03-04 16:00:00+00:00,2022-03-04 16:00:00+00:00,140.637127
TLT,3/11/2022,2022-03-11 21:00:00+00:00,2022-03-11 21:00:00+00:00,134.910099
TLT,3/22/2022,2022-03-22 14:00:00+00:00,2022-03-22 14:00:00+00:00,128.930462
TLT,3/23/2022,2022-03-23 18:00:00+00:00,2022-03-23 18:00:00+00:00,130.692977
TLT,3/29/2022,2022-03-29 19:00:00+00:00,2022-03-29 19:00:00+00:00,130.457704
TLT,4/5/2022,2022-04-05 15:00:00+00:00,2022-04-05 15:00:00+00:00,128.680744
TLT,4/11/2022,2022-04-11 20:00:00+00:00,2022-04-11 20:00:00+00:00,123.141436
TLT,4/18/2022,2022-04-18 14:00:00+00:00,2022-04-18 14:00:00+00:00,120.429779
TLT,4/27/2022,2022-04-27 19:00:00+00:00,2022-04-27 19:00:00+00:00,120.946781
TLT,4/28/2022,2022-04-28 20:00:00+00:00,2022-04-28 20:00:00+00:00,121.028753
TLT,4/22/2022,2022-04-22 16:00:00+00:00,2022-04-22 16:00:00+00:00,120.174367
TLT,5/2/2022,2022-05-02 23:00:00+00:00,2022-05-02 23:00:00+00:00,117.603385
TLT,5/4/2022,2022-05-04 16:00:00+00:00,2022-05-04 16:00:00+00:00,118.078995
TLT,5/9/2022,2022-05-09 20:00:00+00:00,2022-05-09 20:00:00+00:00,114.658509
TLT,5/10/2022,2022-05-10 18:00:00+00:00,2022-05-10 18:00:00+00:00,115.891641
TLT,5/11/2022,2022-05-11 14:00:00+00:00,2022-05-11 14:00:00+00:00,115.057132
TLT,5/18/2022,2022-05-18 20:00:00+00:00,2022-05-18 20:00:00+00:00,116.934969
TLT,5/26/2022,2022-05-26 20:00:00+00:00,2022-05-26 20:00:00+00:00,118.793469
TLT,6/1/2022,2022-06-01 16:00:00+00:00,2022-06-01 16:00:00+00:00,116.05736
TLT,6/24/2022,2022-06-24 14:00:00+00:00,,
PLTR,12/30/2021,2021-12-30 15:00:00+00:00,,
PLTR,12/31/2021,2021-12-31 15:00:00+00:00,2021-12-31 15:00:00+00:00,18.630987
PLTR,1/18/2022,2022-01-18 23:00:00+00:00,2022-01-18 23:00:00+00:00,15.003249
PLTR,2/9/2022,2022-02-09 15:00:00+00:00,2022-02-09 15:00:00+00:00,13.500101
PLTR,3/1/2022,2022-03-01 15:00:00+00:00,2022-03-01 15:00:00+00:00,12.191519
PLTR,3/2/2022,2022-03-02 21:00:00+00:00,2022-03-02 21:00:00+00:00,12.052031
PLTR,3/4/2022,2022-03-04 16:00:00+00:00,2022-03-04 16:00:00+00:00,10.848841
PLTR,3/11/2022,2022-03-11 21:00:00+00:00,2022-03-11 21:00:00+00:00,11.392136
PLTR,3/22/2022,2022-03-22 14:00:00+00:00,2022-03-22 14:00:00+00:00,13.098068
PLTR,3/23/2022,2022-03-23 18:00:00+00:00,2022-03-23 18:00:00+00:00,13.165334
PLTR,3/29/2022,2022-03-29 19:00:00+00:00,2022-03-29 19:00:00+00:00,14.171183
PLTR,4/5/2022,2022-04-05 15:00:00+00:00,2022-04-05 15:00:00+00:00,14.188978
PLTR,4/11/2022,2022-04-11 20:00:00+00:00,2022-04-11 20:00:00+00:00,12.659753
PLTR,4/18/2022,2022-04-18 14:00:00+00:00,2022-04-18 14:00:00+00:00,12.203688
PLTR,4/27/2022,2022-04-27 19:00:00+00:00,2022-04-27 19:00:00+00:00,10.59541
PLTR,4/28/2022,2022-04-28 20:00:00+00:00,2022-04-28 20:00:00+00:00,10.93538
PLTR,4/22/2022,2022-04-22 16:00:00+00:00,2022-04-22 16:00:00+00:00,12.079087
PLTR,5/2/2022,2022-05-02 23:00:00+00:00,2022-05-02 23:00:00+00:00,10.727783
PLTR,5/4/2022,2022-05-04 16:00:00+00:00,2022-05-04 16:00:00+00:00,10.374908
PLTR,5/9/2022,2022-05-09 20:00:00+00:00,2022-05-09 20:00:00+00:00,7.420703
PLTR,5/10/2022,2022-05-10 18:00:00+00:00,2022-05-10 18:00:00+00:00,7.352727
PLTR,5/11/2022,2022-05-11 14:00:00+00:00,2022-05-11 14:00:00+00:00,7.281353
PLTR,5/18/2022,2022-05-18 20:00:00+00:00,2022-05-18 20:00:00+00:00,8.008371
PLTR,5/26/2022,2022-05-26 20:00:00+00:00,2022-05-26 20:00:00+00:00,8.35861
PLTR,6/1/2022,2022-06-01 16:00:00+00:00,2022-06-01 16:00:00+00:00,8.452254
PLTR,6/24/2022,2022-06-24 14:00:00+00:00,,
V,12/30/2021,2021-12-30 15:00:00+00:00,,
V,12/31/2021,2021-12-31 15:00:00+00:00,2021-12-31 15:00:00+00:00,217.076622
V,1/18/2022,2022-01-18 23:00:00+00:00,2022-01-18 23:00:00+00:00,215.562683
V,2/9/2022,2022-02-09 15:00:00+00:00,2022-02-09 15:00:00+00:00,232.293663
V,3/1/2022,2022-03-01 15:00:00+00:00,2022-03-01 15:00:00+00:00,211.979332
V,3/2/2022,2022-03-02 21:00:00+00:00,2022-03-02 21:00:00+00:00,208.49596
V,3/4/2022,2022-03-04 16:00:00+00:00,2022-03-04 16:00:00+00:00,197.774239
V,3/11/2022,2022-03-11 21:00:00+00:00,2022-03-11 21:00:00+00:00,196.709938
V,3/22/2022,2022-03-22 14:00:00+00:00,2022-03-22 14:00:00+00:00,218.88381
V,3/23/2022,2022-03-23 18:00:00+00:00,2022-03-23 18:00:00+00:00,214.8112
V,3/29/2022,2022-03-29 19:00:00+00:00,2022-03-29 19:00:00+00:00,228.161457
V,4/5/2022,2022-04-05 15:00:00+00:00,2022-04-05 15:00:00+00:00,226.871682
V,4/11/2022,2022-04-11 20:00:00+00:00,2022-04-11 20:00:00+00:00,214.846753
V,4/18/2022,2022-04-18 14:00:00+00:00,2022-04-18 14:00:00+00:00,214.832204
V,4/27/2022,2022-04-27 19:00:00+00:00,2022-04-27 19:00:00+00:00,214.295667
V,4/28/2022,2022-04-28 20:00:00+00:00,2022-04-28 20:00:00+00:00,220.659436
V,4/22/2022,2022-04-22 16:00:00+00:00,2022-04-22 16:00:00+00:00,211.147467
V,5/2/2022,2022-05-02 23:00:00+00:00,2022-05-02 23:00:00+00:00,211.91696
V,5/4/2022,2022-05-04 16:00:00+00:00,2022-05-04 16:00:00+00:00,206.449236
V,5/9/2022,2022-05-09 20:00:00+00:00,2022-05-09 20:00:00+00:00,193.000468
V,5/10/2022,2022-05-10 18:00:00+00:00,2022-05-10 18:00:00+00:00,194.767711
V,5/11/2022,2022-05-11 14:00:00+00:00,2022-05-11 14:00:00+00:00,196.000961
V,5/18/2022,2022-05-18 20:00:00+00:00,2022-05-18 20:00:00+00:00,199.98883
V,5/26/2022,2022-05-26 20:00:00+00:00,2022-05-26 20:00:00+00:00,208.549971
V,6/1/2022,2022-06-01 16:00:00+00:00,2022-06-01 16:00:00+00:00,209.437117
V,6/24/2022,2022-06-24 14:00:00+00:00,,
UNP,12/30/2021,2021-12-30 15:00:00+00:00,,
UNP,12/31/2021,2021-12-31 15:00:00+00:00,2021-12-31 15:00:00+00:00,250.292971
UNP,1/18/2022,2022-01-18 23:00:00+00:00,,
UNP,2/9/2022,2022-02-09 15:00:00+00:00,2022-02-09 15:00:00+00:00,245.099781
UNP,3/1/2022,2022-03-01 15:00:00+00:00,2022-03-01 15:00:00+00:00,244.24323
UNP,3/2/2022,2022-03-02 21:00:00+00:00,2022-03-02 21:00:00+00:00,252.370006
UNP,3/4/2022,2022-03-04 16:00:00+00:00,2022-03-04 16:00:00+00:00,259.291977
UNP,3/11/2022,2022-03-11 21:00:00+00:00,2022-03-11 21:00:00+00:00,261.557098
UNP,3/22/2022,2022-03-22 14:00:00+00:00,2022-03-22 14:00:00+00:00,265.647814
UNP,3/23/2022,2022-03-23 18:00:00+00:00,2022-03-23 18:00:00+00:00,269.348895
UNP,3/29/2022,2022-03-29 19:00:00+00:00,2022-03-29 19:00:00+00:00,273.513487
UNP,4/5/2022,2022-04-05 15:00:00+00:00,2022-04-05 15:00:00+00:00,254.449773
UNP,4/11/2022,2022-04-11 20:00:00+00:00,2022-04-11 20:00:00+00:00,243.109997
UNP,4/18/2022,2022-04-18 14:00:00+00:00,2022-04-18 14:00:00+00:00,242.109645
UNP,4/27/2022,2022-04-27 19:00:00+00:00,2022-04-27 19:00:00+00:00,236.963512
UNP,4/28/2022,2022-04-28 20:00:00+00:00,2022-04-28 20:00:00+00:00,239.253746
UNP,4/22/2022,2022-04-22 16:00:00+00:00,2022-04-22 16:00:00+00:00,237.730738
UNP,5/2/2022,2022-05-02 23:00:00+00:00,,
UNP,5/4/2022,2022-05-04 16:00:00+00:00,2022-05-04 16:00:00+00:00,233.915243
UNP,5/9/2022,2022-05-09 20:00:00+00:00,2022-05-09 20:00:00+00:00,225.24992
UNP,5/10/2022,2022-05-10 18:00:00+00:00,2022-05-10 18:00:00+00:00,222.948005
UNP,5/11/2022,2022-05-11 14:00:00+00:00,2022-05-11 14:00:00+00:00,226.690156
UNP,5/18/2022,2022-05-18 20:00:00+00:00,2022-05-18 20:00:00+00:00,224.990005
UNP,5/26/2022,2022-05-26 20:00:00+00:00,2022-05-26 20:00:00+00:00,221.289939
UNP,6/1/2022,2022-06-01 16:00:00+00:00,2022-06-01 16:00:00+00:00,220.222574
UNP,6/24/2022,2022-06-24 14:00:00+00:00,,
FNF,12/30/2021,2021-12-30 15:00:00+00:00,,
FNF,12/31/2021,2021-12-31 15:00:00+00:00,2021-12-31 15:00:00+00:00,52.364494
FNF,1/18/2022,2022-01-18 23:00:00+00:00,,
FNF,2/9/2022,2022-02-09 15:00:00+00:00,2022-02-09 15:00:00+00:00,51.222735
FNF,3/1/2022,2022-03-01 15:00:00+00:00,2022-03-01 15:00:00+00:00,46.461845
FNF,3/2/2022,2022-03-02 21:00:00+00:00,2022-03-02 21:00:00+00:00,47.67
FNF,3/4/2022,2022-03-04 16:00:00+00:00,2022-03-04 16:00:00+00:00,47.001216
FNF,3/11/2022,2022-03-11 21:00:00+00:00,2022-03-11 21:00:00+00:00,46.98
FNF,3/22/2022,2022-03-22 14:00:00+00:00,2022-03-22 14:00:00+00:00,49.946478
FNF,3/23/2022,2022-03-23 18:00:00+00:00,2022-03-23 18:00:00+00:00,49.272423
FNF,3/29/2022,2022-03-29 19:00:00+00:00,2022-03-29 19:00:00+00:00,50.299717
FNF,4/5/2022,2022-04-05 15:00:00+00:00,2022-04-05 15:00:00+00:00,46.267838
FNF,4/11/2022,2022-04-11 20:00:00+00:00,2022-04-11 20:00:00+00:00,43.49
FNF,4/18/2022,2022-04-18 14:00:00+00:00,2022-04-18 14:00:00+00:00,41.858983
FNF,4/27/2022,2022-04-27 19:00:00+00:00,2022-04-27 19:00:00+00:00,39.657968
FNF,4/28/2022,2022-04-28 20:00:00+00:00,2022-04-28 20:00:00+00:00,40.77
FNF,4/22/2022,2022-04-22 16:00:00+00:00,2022-04-22 16:00:00+00:00,41.596099
FNF,5/2/2022,2022-05-02 23:00:00+00:00,,
FNF,5/4/2022,2022-05-04 16:00:00+00:00,2022-05-04 16:00:00+00:00,41.43245
FNF,5/9/2022,2022-05-09 20:00:00+00:00,2022-05-09 20:00:00+00:00,40.370127
FNF,5/10/2022,2022-05-10 18:00:00+00:00,2022-05-10 18:00:00+00:00,39.56046
FNF,5/11/2022,2022-05-11 14:00:00+00:00,2022-05-11 14:00:00+00:00,40.454803
FNF,5/18/2022,2022-05-18 20:00:00+00:00,2022-05-18 20:00:00+00:00,40.930001
FNF,5/26/2022,2022-05-26 20:00:00+00:00,2022-05-26 20:00:00+00:00,41.609826
FNF,6/1/2022,2022-06-01 16:00:00+00:00,2022-06-01 16:00:00+00:00,41.664022
FNF,6/24/2022,2022-06-24 14:00:00+00:00,,
ARKK,12/30/2021,2021-12-30 15:00:00+00:00,,
ARKK,12/31/2021,2021-12-31 15:00:00+00:00,2021-12-31 15:00:00+00:00,96.68416
ARKK,1/18/2022,2022-01-18 23:00:00+00:00,2022-01-18 23:00:00+00:00,77.323596
ARKK,2/9/2022,2022-02-09 15:00:00+00:00,2022-02-09 15:00:00+00:00,74.759665
ARKK,3/1/2022,2022-03-01 15:00:00+00:00,2022-03-01 15:00:00+00:00,69.879694
ARKK,3/2/2022,2022-03-02 21:00:00+00:00,2022-03-02 21:00:00+00:00,67.517591
ARKK,3/4/2022,2022-03-04 16:00:00+00:00,2022-03-04 16:00:00+00:00,60.853381
ARKK,3/11/2022,2022-03-11 21:00:00+00:00,2022-03-11 21:00:00+00:00,55.738874
ARKK,3/22/2022,2022-03-22 14:00:00+00:00,2022-03-22 14:00:00+00:00,66.072585
ARKK,3/23/2022,2022-03-23 18:00:00+00:00,2022-03-23 18:00:00+00:00,66.092096
ARKK,3/29/2022,2022-03-29 19:00:00+00:00,2022-03-29 19:00:00+00:00,71.595366
ARKK,4/5/2022,2022-04-05 15:00:00+00:00,2022-04-05 15:00:00+00:00,67.845461
ARKK,4/11/2022,2022-04-11 20:00:00+00:00,2022-04-11 20:00:00+00:00,59.841363
ARKK,4/18/2022,2022-04-18 14:00:00+00:00,2022-04-18 14:00:00+00:00,57.837636
ARKK,4/27/2022,2022-04-27 19:00:00+00:00,2022-04-27 19:00:00+00:00,49.748777
ARKK,4/28/2022,2022-04-28 20:00:00+00:00,2022-04-28 20:00:00+00:00,48.754375
ARKK,4/22/2022,2022-04-22 16:00:00+00:00,2022-04-22 16:00:00+00:00,52.563033
ARKK,5/2/2022,2022-05-02 23:00:00+00:00,2022-05-02 23:00:00+00:00,50.114177
ARKK,5/4/2022,2022-05-04 16:00:00+00:00,2022-05-04 16:00:00+00:00,48.960898
ARKK,5/9/2022,2022-05-09 20:00:00+00:00,2022-05-09 20:00:00+00:00,41.19983
ARKK,5/10/2022,2022-05-10 18:00:00+00:00,2022-05-10 18:00:00+00:00,41.68154
ARKK,5/11/2022,2022-05-11 14:00:00+00:00,2022-05-11 14:00:00+00:00,40.028289
ARKK,5/18/2022,2022-05-18 20:00:00+00:00,2022-05-18 20:00:00+00:00,41.094832
ARKK,5/26/2022,2022-05-26 20:00:00+00:00,2022-05-26 20:00:00+00:00,42.615965
ARKK,6/1/2022,2022-06-01 16:00:00+00:00,2022-06-01 16:00:00+00:00,42.154064
ARKK,6/24/2022,2022-06-24 14:00:00+00:00,,
