,trade_id,address,chain,symbol,target_position_value,entry_date_time,next_market_open,market_entry_date_time,market_entry_date,vwap,post_cumulative_share_count,realized_profit,prior_portfolio_value,current_position,prior_position_value,cash_used,share_count,prior_cumulative_share_count,adjusted_entry
807,119,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,BTCUSD,493.63685114957235,2022-01-06 19:05:21,2022-01-06 14:30:00,2022-01-06 20:00:00,2022-01-06,43311.935664,0.011397247515766729,-37.96415363181838,9872.737022991447,450.4459585804594,424.6403274736722,-68.99652367590016,0.001593014087644406,0.009804233428122323,0.0
832,121,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,ETHUSD,197.45474045982894,2022-01-06 19:05:21,2022-01-06 14:30:00,2022-01-06 20:00:00,2022-01-06,3435.688412,0.05747166703772348,-13.195898662737246,9872.737022991447,177.92320447600164,181.25120918241296,-16.203531277415976,0.0047162400469207555,0.052755426990802726,0.0
857,123,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,SOLUSD,148.0910553448717,2022-01-06 19:05:21,2022-01-06 14:30:00,2022-01-06 20:00:00,2022-01-06,153.024372,0.967761235738786,-44.808180392652226,9872.737022991447,96.78828639708937,156.71752584555395,8.626470500682245,-0.0563731802191761,1.0241344159579622,0.0
883,126,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,SUSHIUSD,98.72737022991447,2022-01-06 19:08:05,2022-01-06 14:30:00,2022-01-06 20:00:00,2022-01-06,7.491532,13.17852880157416,-56.63085303729729,9872.737022991447,41.10315922714093,0.0,-98.72737022991447,13.17852880157416,0.0,0.0
887,127,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,GDDY,295.2014472682698,2022-01-11 21:21:24,2022-01-11 14:30:00,2022-01-12 14:00:00,2022-01-12,81.221418,3.6345271301255764,12.438071475661467,9840.048242275661,295.2014472682698,134.43471831022384,-160.76672895804597,1.9793637308578629,1.6551633992677133,0.0
894,128,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,OPEN,0.0,2022-01-11 21:24:29,2022-01-11 14:30:00,2022-01-12 14:00:00,2022-01-12,12.734951,0.0,0.0,9840.048242275661,0.0,86.5786586286554,86.5786586286554,-6.79850740129706,6.79850740129706,0.0
901,129,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,EHTH,98.40048242275661,2022-01-11 21:24:29,2022-01-11 14:30:00,2022-01-12 14:00:00,2022-01-12,25.986691,3.7865722274050437,-58.78870732292184,9840.048242275661,98.40048242275661,0.0,-98.40048242275661,3.7865722274050437,0.0,0.0
908,130,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,TECK,147.36654457640043,2022-01-13 23:37:44,2022-01-13 14:30:00,2022-01-14 14:00:00,2022-01-14,33.61861,4.383481190221738,14.908977870190038,9824.436305093363,147.36654457640043,341.8965685483229,194.53002397192245,-5.786379150474171,10.169860340695909,0.0
916,131,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,VALE,147.36654457640043,2022-01-13 23:37:44,2022-01-13 14:30:00,2022-01-14 14:00:00,2022-01-14,15.15021,9.727029828391846,32.908321955908214,9824.436305093363,147.36654457640043,271.12094124155135,123.75439666515092,-8.168493813957095,17.89552364234894,0.0
923,132,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,NG,196.48872610186726,2022-01-13 23:37:44,2022-01-13 14:30:00,2022-01-14 14:00:00,2022-01-14,6.624938,29.65895320105143,14.463870684416355,9824.436305093363,196.48872610186726,0.0,-196.48872610186726,29.65895320105143,0.0,0.0
930,133,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,BIDU,343.85527067826774,2022-01-13 23:42:19,2022-01-13 14:30:00,2022-01-14 14:00:00,2022-01-14,153.615267,2.2384185985776255,38.18366522532589,9824.436305093363,343.85527067826774,277.91423241994795,-65.9410382583198,0.42926096830154126,1.8091576302760841,0.0
937,134,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,NOAH,294.73308915280086,2022-01-13 23:42:19,2022-01-13 14:30:00,2022-01-14 14:00:00,2022-01-14,29.082727,10.134300306597826,20.84902239465545,9824.436305093363,294.73308915280086,217.6355038230031,-77.09758532979777,2.650975107313622,7.483325199284204,0.0
944,135,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,QQQ,-3929.7745220373454,2022-01-13 23:42:19,2022-01-13 14:30:00,2022-01-14 14:00:00,2022-01-14,377.501457,-10.409958555570146,193.0317990361861,9824.436305093363,-3929.774522037345,-3101.4841420027096,828.2903800346357,-2.1941382335767665,-8.215820321993379,0.0
952,136,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,ZTO,196.48872610186726,2022-01-13 23:42:19,2022-01-13 14:30:00,2022-01-14 14:00:00,2022-01-14,31.539213,6.229981899100249,-34.190857110180566,9824.436305093363,196.48872610186726,0.0,-196.48872610186726,6.229981899100249,0.0,0.0
959,137,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,GDXJ,392.9774522037345,2022-01-13 23:55:40,2022-01-13 14:30:00,2022-01-14 14:00:00,2022-01-14,40.999694,9.58488744339737,-11.11038937422617,9824.436305093363,392.9774522037345,187.158074721509,-205.81937748222552,5.020022283147419,4.564865160249952,0.0
967,138,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,PBR,98.24436305093363,2022-01-14 00:00:29,2022-01-14 14:30:00,2022-01-14 15:00:00,2022-01-14,12.519109,7.847552333870855,11.09746702944912,9824.436305093363,98.24436305093363,0.0,-98.24436305093363,7.847552333870855,0.0,0.0
974,139,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,ITUB,98.24436305093363,2022-01-14 00:00:29,2022-01-14 14:30:00,2022-01-14 15:00:00,2022-01-14,4.248204,23.12609353292206,17.001124534634116,9824.436305093363,98.24436305093363,0.0,-98.24436305093363,23.12609353292206,0.0,0.0
984,140,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,XOM,196.48872610186726,2022-01-14 17:29:52,2022-01-14 14:30:00,2022-01-14 18:00:00,2022-01-14,71.43447,2.7506150196378196,18.669978235767978,9824.436305093363,196.48872610186726,0.0,-196.48872610186726,2.7506150196378196,0.0,0.0
987,141,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,FIVN,251.3122820945203,2022-01-14 22:22:24,2022-01-14 14:30:00,2022-01-18 14:00:00,2022-01-18,126.600625,1.9850793161133313,-20.885178291173645,10052.491283780812,251.3122820945203,192.53345150818825,-58.77883058633205,0.4642854692568228,1.5207938468565085,0.0
994,142,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,CVNA,201.04982567561623,2022-01-14 22:22:24,2022-01-14 14:30:00,2022-01-18 14:00:00,2022-01-18,155.497138,1.292948720867237,8.239053255136136,10052.491283780812,201.04982567561623,109.1492573504461,-91.90056832517013,0.5910113170389678,0.7019374038282692,0.0
1001,143,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,MSFT,301.57473851342434,2022-01-14 22:22:24,2022-01-14 14:30:00,2022-01-18 14:00:00,2022-01-18,305.506194,0.9871313395152451,5.752096247256529,10052.491283780812,301.57473851342434,0.0,-301.57473851342434,0.9871313395152451,0.0,0.0
1008,144,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,FB,301.57473851342434,2022-01-14 22:22:24,2022-01-14 14:30:00,2022-01-18 14:00:00,2022-01-18,320.258337,0.9416608521058559,-117.09616634708175,10052.491283780812,301.57473851342434,0.0,-301.57473851342434,0.9416608521058559,0.0,0.0
1015,145,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,GOOG,301.57473851342434,2022-01-14 22:22:24,2022-01-14 14:30:00,2022-01-18 14:00:00,2022-01-18,2721.345692,0.11081823944674514,30.425929241146697,10052.491283780812,301.57473851342434,0.0,-301.57473851342434,0.11081823944674514,0.0,0.0
1027,146,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,PENN,201.04982567561623,2022-01-18 18:38:23,2022-01-18 14:30:00,2022-01-18 19:00:00,2022-01-18,42.91571,4.684760561473088,-21.3510492359839,10052.491283780812,201.04982567561626,0.0,-201.04982567561623,4.684760561473088,0.0,0.0
1034,147,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,IWM,-1507.8736925671217,2022-01-18 18:39:48,2022-01-18 14:30:00,2022-01-18 19:00:00,2022-01-18,209.854613,-7.185325454661898,70.12113125121641,10052.491283780812,-1507.8736925671217,-1514.0557300846192,-6.18203751749752,0.029458668690297122,-7.214784123352195,0.0
1042,148,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,SPY,-1005.2491283780812,2022-01-18 18:39:48,2022-01-18 14:30:00,2022-01-18 19:00:00,2022-01-18,457.924595,-2.1952285143759993,29.216280931230546,10052.491283780812,-1005.2491283780812,0.0,1005.2491283780812,-2.1952285143759993,0.0,0.0
1059,149,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,ETHUSD,301.5491127037021,2022-01-19 23:31:06,2022-01-19 14:30:00,2022-01-20 14:00:00,2022-01-20,3206.081384,0.09405535187240965,-48.982972800601125,10051.637090123404,242.2292931700663,184.2588417970917,-117.29027090661043,0.036583684834686166,0.05747166703772348,0.0
1069,150,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,TCOM,300.4515673401233,2022-01-20 22:51:48,2022-01-20 14:30:00,2022-01-21 14:00:00,2022-01-21,26.00351,11.554269686673965,9.39204987458856,10015.052244670776,300.4515673401233,0.0,-300.4515673401233,11.554269686673965,0.0,0.0
1076,151,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,BILL,400.6020897868311,2022-01-20 22:56:32,2022-01-20 14:30:00,2022-01-21 14:00:00,2022-01-21,168.259663,2.3808563659540383,42.95317016870244,10015.052244670776,400.6020897868311,259.28699016878363,-141.31509961804744,0.8398632036844591,1.540993162269579,0.0
1083,152,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,NOAH,350.5268285634772,2022-01-20 23:01:41,2022-01-20 14:30:00,2022-01-21 14:00:00,2022-01-21,31.14,11.25648132830691,0.3483093017418076,10015.052244670776,350.5268285634772,315.5821115474563,-34.94471701602089,1.1221810217090844,10.134300306597826,0.0
1091,153,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,SPY,-1001.5052244670777,2022-01-20 23:01:41,2022-01-20 14:30:00,2022-01-21 14:00:00,2022-01-21,444.615602,-2.252519299732261,32.37295058855193,10015.052244670776,-1001.5052244670777,-976.0328474468506,25.4723770202271,-0.05729078535626174,-2.1952285143759993,0.0
1099,154,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,IWM,-1502.2578367006165,2022-01-20 23:01:41,2022-01-20 14:30:00,2022-01-21 14:00:00,2022-01-21,200.095677,-7.50769761358021,27.952614708696206,10015.052244670776,-1502.2578367006165,-1437.7525613159053,64.50527538471124,-0.32237215891831206,-7.185325454661898,0.0
1108,155,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,QQQ,-4006.020897868311,2022-01-20 23:01:41,2022-01-20 14:30:00,2022-01-21 14:00:00,2022-01-21,358.958463,-11.160123832679524,158.82445415536742,10015.052244670776,-4006.020897868311,-3736.7427230011594,269.2781748671514,-0.750165277109378,-10.409958555570146,0.0
1116,156,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,GSHD,0.0,2022-01-20 23:11:43,2022-01-20 14:30:00,2022-01-21 14:00:00,2022-01-21,92.507663,-2.220446049250313e-16,0.0,10015.052244670776,0.0,-135.5131027809688,-135.5131027809688,1.4648851607133218,-1.464885160713322,0.0
1122,157,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,BRBR,-150.22578367006165,2022-01-20 23:11:43,2022-01-20 14:30:00,2022-01-21 14:00:00,2022-01-21,24.286895,-6.185466840041167,-5.977301139006409,10015.052244670776,-150.22578367006165,-178.3407427978407,-28.11495912777906,1.1576185069264333,-7.343085346967601,0.0
1130,158,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,GDXJ,504.5662868970124,2022-01-25 14:18:55,2022-01-25 14:30:00,2022-01-25 15:00:00,2022-01-25,39.840537,12.664645732486298,40.776258547720296,10091.325737940248,504.5662868970124,381.8670628295083,-122.69922406750408,3.0797582890889266,9.58488744339737,0.0
1137,159,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,SPY,-1009.1325737940248,2022-01-25 14:18:55,2022-01-25 14:30:00,2022-01-25 15:00:00,2022-01-25,430.243716,-2.3454905586442654,6.550188154880708,10091.325737940248,-1009.1325737940248,-969.1322738785259,40.000299915498886,-0.09297125891200439,-2.252519299732261,0.0
1145,160,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,IWM,-1261.415717242531,2022-01-25 14:18:55,2022-01-25 14:30:00,2022-01-25 15:00:00,2022-01-25,196.372483,-6.423586940348109,-23.038046819058877,10091.325737940248,-1261.415717242531,-1474.3052219919202,-212.8895047493893,1.0841106732321009,-7.50769761358021,0.0
1153,161,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,QQQ,-3531.9640082790866,2022-01-25 14:18:55,2022-01-25 14:30:00,2022-01-25 15:00:00,2022-01-25,344.727039,-10.2456831309919,-206.8619100042456,10091.325737940248,-3531.9640082790866,-3847.1964437129436,-315.23243543385706,0.9144407016876245,-11.160123832679524,0.0
1161,162,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,NFLX,201.82651475880496,2022-01-25 14:18:55,2022-01-25 14:30:00,2022-01-25 15:00:00,2022-01-25,373.315669,0.5406323160756613,36.73367143379174,10091.325737940248,201.82651475880496,0.0,-201.82651475880496,0.5406323160756613,0.0,0.0
1168,163,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,CRM,151.3698860691037,2022-01-25 14:18:55,2022-01-25 14:30:00,2022-01-25 15:00:00,2022-01-25,220.101441,0.6877278285020574,-11.500166867287854,10091.325737940248,151.3698860691037,0.0,-151.3698860691037,0.6877278285020574,0.0,0.0
1175,164,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,GNOM,403.6530295176099,2022-01-25 14:18:55,2022-01-25 14:30:00,2022-01-25 15:00:00,2022-01-25,15.41,26.19422644501038,40.33910872531596,10091.325737940248,403.6530295176099,0.0,-403.6530295176099,26.19422644501038,0.0,0.0
1177,165,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,TSM,201.82651475880496,2022-01-25 14:23:03,2022-01-25 14:30:00,2022-01-25 15:00:00,2022-01-25,122.907329,1.642103171559484,-29.1093707961639,10091.325737940248,201.82651475880496,264.56673285877207,62.74021809996711,-0.5104676719479203,2.1525708435074042,0.0
1184,166,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,GOOGL,0.0,2022-01-25 14:23:03,2022-01-25 14:30:00,2022-01-25 15:00:00,2022-01-25,2558.552505,0.0,0.0,10091.325737940248,0.0,254.9678023576795,254.9678023576795,-0.09965314444765692,0.09965314444765692,0.0
1191,167,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,ZD,0.0,2022-01-25 14:23:03,2022-01-25 14:30:00,2022-01-25 15:00:00,2022-01-25,104.478386,0.0,0.0,10091.325737940248,0.0,252.500825530303,252.500825530303,-2.4167757102440595,2.4167757102440595,0.0
1198,168,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,CME,201.82651475880496,2022-01-25 14:23:03,2022-01-25 14:30:00,2022-01-25 15:00:00,2022-01-25,220.149928,0.9167684795191255,9.919757650901742,10091.325737940248,201.82651475880496,230.98003317814437,29.153518419339406,-0.13242574587323694,1.0491942253923625,0.0
1206,169,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,IIVI,151.3698860691037,2022-01-25 14:23:03,2022-01-25 14:30:00,2022-01-25 15:00:00,2022-01-25,62.300294,2.4296817294169384,5.4182728657785635,10091.325737940248,151.3698860691037,182.19123848515864,30.821352416054935,-0.4947224232369583,2.9244041526538966,0.0
1213,170,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,FWONK,151.3698860691037,2022-01-25 14:23:03,2022-01-25 14:30:00,2022-01-25 15:00:00,2022-01-25,57.274703,2.642875093897976,7.059571307442553,10091.325737940248,151.3698860691037,182.05850028473114,30.68861421562744,-0.5358144627241007,3.1786895566220768,0.0
1220,171,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,SSNC,0.0,2022-01-25 14:23:03,2022-01-25 14:30:00,2022-01-25 15:00:00,2022-01-25,77.279957,0.0,0.0,10091.325737940248,0.0,169.35071367260267,169.35071367260267,-2.1913924418022472,2.1913924418022472,0.0
1227,172,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,TSLA,100.91325737940248,2022-01-25 14:23:03,2022-01-25 14:30:00,2022-01-25 15:00:00,2022-01-25,919.874405,0.10970329952750721,-7.141677449119659,10091.325737940248,100.91325737940248,146.43548673783587,45.52222935843339,-0.049487439927664245,0.15919073945517145,0.0
1234,173,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,CIEN,100.91325737940248,2022-01-25 14:23:03,2022-01-25 14:30:00,2022-01-25 15:00:00,2022-01-25,64.06641,1.5751351976707055,-6.870221512759597,10091.325737940248,100.91325737940247,107.81491094217942,6.901653562776943,-0.10772655378656214,1.6828617514572677,0.0
1241,174,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,MLM,100.91325737940248,2022-01-25 14:23:03,2022-01-25 14:30:00,2022-01-25 15:00:00,2022-01-25,370.281766,0.2725309930043989,0.9603455307418763,10091.325737940248,100.91325737940248,102.13822481432402,1.2249674349215383,-0.0033082035017666473,0.27583919650616556,0.0
1248,175,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,APPN,100.91325737940248,2022-01-25 14:23:03,2022-01-25 14:30:00,2022-01-25 15:00:00,2022-01-25,49.320569,2.0460683934810744,15.165021073845518,10091.325737940248,100.91325737940248,72.24278175209399,-28.67047562730849,0.5813086955121806,1.464759697968894,0.0
1255,176,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,SE,100.91325737940248,2022-01-25 14:23:03,2022-01-25 14:30:00,2022-01-25 15:00:00,2022-01-25,142.894289,0.7062091710285391,-30.57487408581113,10091.325737940248,100.91325737940248,57.95437968490051,-42.95887769450197,0.3006339721141828,0.4055751989143563,0.0
1263,177,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,FUBO,201.82651475880496,2022-01-25 15:27:25,2022-01-25 14:30:00,2022-01-25 16:00:00,2022-01-25,9.641433,20.933248694338797,-75.90063137913006,10091.325737940248,201.82651475880496,0.0,-201.82651475880496,20.933248694338797,0.0,0.0
1271,178,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,SBSW,302.7397721382074,2022-01-25 16:26:11,2022-01-25 14:30:00,2022-01-25 17:00:00,2022-01-25,14.75943,20.511616785892638,27.718106692597782,10091.325737940248,302.7397721382074,0.0,-302.7397721382074,20.511616785892638,0.0,0.0
1277,179,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,NFLX,0.0,2022-02-01 15:53:30,2022-02-01 14:30:00,2022-02-01 16:00:00,2022-02-01,441.261425,0.0,0.0,10127.07092747388,0.0,238.56018619259672,238.56018619259672,-0.5406323160756613,0.5406323160756613,0.0
1282,180,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,CCI,0.0,2022-02-01 21:00:08,2022-02-01 14:30:00,2022-02-02 14:00:00,2022-02-02,182.195463,0.0,0.0,10190.9188595201,0.0,200.37384711042154,200.37384711042154,-1.09977407675855,1.09977407675855,0.0
1289,181,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,BLDR,305.72756578560296,2022-02-01 21:10:07,2022-02-01 14:30:00,2022-02-02 14:00:00,2022-02-02,70.915746,4.311137977531859,-12.646710323675785,10190.9188595201,305.72756578560296,0.0,-305.72756578560296,4.311137977531859,0.0,0.0
1296,182,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,SWIM,203.818377190402,2022-02-01 21:50:07,2022-02-01 14:30:00,2022-02-02 14:00:00,2022-02-02,16.817066,12.119734630904226,-23.611339775092585,10190.9188595201,203.818377190402,0.0,-203.818377190402,12.119734630904226,0.0,0.0
1303,183,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,THRM,203.818377190402,2022-02-01 22:00:07,2022-02-01 14:30:00,2022-02-02 14:00:00,2022-02-02,88.81569,2.294846520816333,-42.00813169392826,10190.9188595201,203.818377190402,123.18231190730793,-80.63606528309407,0.9079033815206983,1.3869431392956348,0.0
1310,184,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,ONEW,203.818377190402,2022-02-01 22:00:07,2022-02-01 14:30:00,2022-02-02 14:00:00,2022-02-02,52.92468,3.8511026838594393,-78.09628411092723,10190.9188595201,203.818377190402,0.0,-203.818377190402,3.8511026838594393,0.0,0.0
1314,185,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,V,305.72756578560296,2022-02-01 23:20:06,2022-02-01 14:30:00,2022-02-02 14:00:00,2022-02-02,233.219764,1.3108990444978024,-44.528523047871104,10190.9188595201,305.72756578560296,322.157284053045,16.429718267442013,-0.07044736683397901,1.3813464113317815,0.0
1321,186,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,MSFT,305.72756578560296,2022-02-01 23:20:06,2022-02-01 14:30:00,2022-02-02 14:00:00,2022-02-02,311.333277,0.9819945003360593,-10.836422240575972,10190.9188595201,305.72756578560296,307.32683476068087,1.599268975077905,-0.005136839179185799,0.9871313395152451,0.0
1329,187,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,GOOG,305.72756578560296,2022-02-01 23:20:06,2022-02-01 14:30:00,2022-02-02 14:00:00,2022-02-02,2995.902745,0.10204856158827111,-30.247578990132077,10190.9188595201,305.72756578560296,332.00066775457105,26.273101968968092,-0.008769677858474038,0.11081823944674514,0.0
1336,188,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,TCOM,305.72756578560296,2022-02-01 23:20:06,2022-02-01 14:30:00,2022-02-02 14:00:00,2022-02-02,26.816374,11.400779456074224,-46.31979362246462,10190.9188595201,305.72756578560296,309.84361721471186,4.116051429108893,-0.1534902305997408,11.554269686673965,0.0
1343,189,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,EWZ,305.72756578560296,2022-02-01 23:20:06,2022-02-01 14:30:00,2022-02-02 14:00:00,2022-02-02,31.839283,9.602212643595115,22.303817882077222,10190.9188595201,305.72756578560296,250.63428418448737,-55.09328160111559,1.7303555988090433,7.871857044786071,0.0
1350,190,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,SPGI,203.818377190402,2022-02-01 23:20:06,2022-02-01 14:30:00,2022-02-02 14:00:00,2022-02-02,419.139157,0.48627853968414125,-10.735317969487614,10190.9188595201,203.818377190402,213.82010798109766,10.00173079069566,-0.02386255405551541,0.5101410937396567,0.0
1357,191,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,CVNA,203.818377190402,2022-02-01 23:20:06,2022-02-01 14:30:00,2022-02-02 14:00:00,2022-02-02,161.869435,1.259152953677771,-58.97612168111155,10190.9188595201,203.818377190402,209.2888789307524,5.470501740350386,-0.03379576718946591,1.292948720867237,0.0
1364,192,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,LAD,0.0,2022-02-01 23:20:06,2022-02-01 14:30:00,2022-02-02 14:00:00,2022-02-02,294.21054,0.0,0.0,10190.9188595201,0.0,159.46748872771374,159.46748872771374,-0.5420182727910215,0.5420182727910215,0.0
1371,193,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,FWONK,101.909188595201,2022-02-01 23:20:06,2022-02-01 14:30:00,2022-02-02 14:00:00,2022-02-02,59.945874,1.7000200646870374,-3.59826076889652,10190.9188595201,101.909188595201,158.42945737654625,56.52026878134525,-0.9428550292109387,2.642875093897976,0.0
1379,194,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,SQ,152.86378289280148,2022-02-01 23:20:06,2022-02-01 14:30:00,2022-02-02 14:00:00,2022-02-02,117.862997,1.296961614617703,-8.696804639974513,10190.9188595201,152.86378289280148,108.02364988718753,-44.84013300561395,0.38044283742092483,0.9165187771967782,0.0
1388,195,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,CRON,515.7160964236725,2022-02-09 15:53:30,2022-02-09 14:30:00,2022-02-09 16:00:00,2022-02-09,3.95937,130.2520593992662,-104.13300468410952,10314.32192847345,515.7160964236725,368.7124379377441,-147.00365848592844,37.128042715363414,93.12401668390277,0.0
1395,196,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,MJ,206.286438569469,2022-02-09 15:53:30,2022-02-09 14:30:00,2022-02-09 16:00:00,2022-02-09,10.637682,19.392047869965374,-30.629293593509313,10314.32192847345,206.286438569469,0.0,-206.286438569469,19.392047869965374,0.0,0.0
1400,197,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,GNOM,206.4212410208924,2022-02-10 13:59:03,2022-02-10 14:30:00,2022-02-10 15:00:00,2022-02-10,16.95,12.17824430801725,-62.96152307244918,10321.06205104462,206.42124102089244,443.99213824292593,237.57089722203352,-14.015982136993129,26.19422644501038,0.0
1403,198,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,QQQ,-4128.424820417848,2022-02-10 13:59:03,2022-02-10 14:30:00,2022-02-10 15:00:00,2022-02-10,364.917192,-11.313319599417088,404.77126343058745,10321.06205104462,-4128.424820417848,-3738.825918283332,389.59890213451627,-1.067636468425188,-10.2456831309919,0.0
1411,199,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,UNG,206.4212410208924,2022-02-10 13:59:03,2022-02-10 14:30:00,2022-02-10 15:00:00,2022-02-10,13.682985,15.085980217101195,47.119339406370806,10321.06205104462,206.4212410208924,0.0,-206.4212410208924,15.085980217101195,0.0,0.0
1419,200,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,TECK,103.2106205104462,2022-02-10 14:20:48,2022-02-10 14:30:00,2022-02-10 15:00:00,2022-02-10,37.019783,2.787985561947951,7.710082068043517,10321.06205104462,103.2106205104462,162.27552244659043,59.064901936144224,-1.5954956282737862,4.383481190221738,0.0
1426,201,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,GDXJ,303.782404436527,2022-02-17 14:37:13,2022-02-17 14:30:00,2022-02-17 15:00:00,2022-02-17,43.060229,7.054825566220907,27.708250700866582,10126.080147884233,303.782404436527,545.3425454447328,241.5601410082058,-5.609820166265391,12.664645732486298,0.0
1432,202,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,SILJ,202.52160295768468,2022-02-17 14:37:13,2022-02-17 14:30:00,2022-02-17 15:00:00,2022-02-17,12.931957,15.660553383968464,20.76432773180377,10126.080147884233,202.52160295768468,198.51115572611596,-4.010447231568719,0.3101191282625452,15.350434255705919,0.0
1439,203,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,GDX,202.52160295768468,2022-02-17 14:37:13,2022-02-17 14:30:00,2022-02-17 15:00:00,2022-02-17,34.177467,5.925588428120921,20.533437904951043,10126.080147884233,202.52160295768465,204.2042016629936,1.6825987053089193,-0.04923122902317247,5.974819657144094,0.0
1446,204,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,NG,151.8912022182635,2022-02-17 14:37:13,2022-02-17 14:30:00,2022-02-17 15:00:00,2022-02-17,7.112611,21.355196033954826,8.795479169720835,10126.080147884233,151.8912022182635,210.9525967862836,59.06139456802012,-8.3037571670966,29.65895320105143,0.0
