,trade_id,address,chain,symbol,target_position_value,entry_date_time,next_market_open,market_entry_date_time,market_entry_date,vwap,post_cumulative_share_count,realized_profit,prior_portfolio_value,current_position,prior_position_value,cash_used,share_count,prior_cumulative_share_count,adjusted_entry
83,11,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,TV,300.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,9.405714,31.89550522161316,61.848000056136115,10000.0,300.0,0.0,-300.0,31.89550522161316,0.0,0.0
90,12,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,V,300.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,217.179411,1.3813464113317815,22.15728405304499,10000.0,300.0,0.0,-300.0,1.3813464113317815,0.0,0.0
97,13,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,GOOGL,290.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,2910.093822,0.09965314444765692,-35.032197642320526,10000.0,290.0,0.0,-290.0,0.09965314444765692,0.0,0.0
104,14,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,DLTR,290.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,140.672356,2.061527994881951,15.805819659407673,10000.0,290.0,0.0,-290.0,2.061527994881951,0.0,0.0
111,15,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,LITE,290.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,106.402143,2.7255090153588357,-47.00319908030421,10000.0,290.0,0.0,-290.0,2.7255090153588357,0.0,0.0
118,16,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,GDS,270.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,47.264682,5.71251066494005,-59.45348029634475,10000.0,270.0,0.0,-270.0,5.71251066494005,0.0,0.0
125,17,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,ZD,270.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,111.719097,2.4167757102440595,-17.499174469696985,10000.0,270.0,0.0,-270.0,2.4167757102440595,0.0,0.0
130,18,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,CRWD,270.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,206.63051,1.3066802187150388,32.55606570394663,10000.0,270.0,0.0,-270.0,1.3066802187150388,0.0,0.0
137,19,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,SLV,270.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,21.40122,12.616103194116972,27.864480623067326,10000.0,270.0,0.0,-270.0,12.616103194116972,0.0,0.0
144,20,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,BIDU,270.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,149.240727,1.8091576302760841,7.914232419947934,10000.0,270.0,0.0,-270.0,1.8091576302760841,0.0,0.0
152,21,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,BABA,260.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,119.806665,2.170163070643858,16.297538371508796,10000.0,260.0,0.0,-260.0,2.170163070643858,0.0,0.0
160,22,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,TSM,260.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,120.785804,2.1525708435074042,4.566732858772058,10000.0,260.0,0.0,-260.0,2.1525708435074042,0.0,0.0
167,23,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,CNHI,250.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,19.303889,12.950758264306222,-49.096700151974574,10000.0,250.0,0.0,-250.0,12.950758264306222,0.0,0.0
174,24,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,VALE,250.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,13.969974,17.89552364234894,21.120941241551325,10000.0,250.00000000000003,0.0,-250.0,17.89552364234894,0.0,0.0
181,25,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,IFF,240.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,148.933471,1.6114577763382685,-36.699635906558555,10000.0,240.0,0.0,-240.0,1.6114577763382685,0.0,0.0
188,26,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,CME,240.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,228.74697,1.0491942253923625,-9.019966821855624,10000.0,240.0,0.0,-240.0,1.0491942253923625,0.0,0.0
195,27,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,SCHW,240.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,83.976972,2.85792633723445,20.15742029850754,10000.0,239.99999999999997,0.0,-240.0,2.85792633723445,0.0,0.0
202,28,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,SPGI,240.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,470.458081,0.5101410937396567,-26.179892018902308,10000.0,240.0,0.0,-240.0,0.5101410937396567,0.0,0.0
209,29,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,CCI,230.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,209.133862,1.09977407675855,-29.62615288957845,10000.0,230.0,0.0,-230.0,1.09977407675855,0.0,0.0
215,30,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,NOAH,230.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,30.735,7.483325199284204,-12.364496176996917,10000.0,230.0,0.0,-230.0,7.483325199284204,0.0,0.0
220,31,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,JBT,230.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,153.617402,1.4972262061820314,-64.44952590722762,10000.0,230.0,0.0,-230.0,1.4972262061820314,0.0,0.0
228,33,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,WLTW,220.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,237.671542,0.9256472110573508,0.0,10000.0,220.0,0.0,-220.0,0.9256472110573508,0.0,0.0
235,34,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,EWZ,220.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,27.947662,7.871857044786071,30.63428418448739,10000.0,220.0,0.0,-220.0,7.871857044786071,0.0,0.0
242,35,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,FIVN,210.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,138.085777,1.5207938468565085,-17.466548491811743,10000.0,210.0,0.0,-210.0,1.5207938468565085,0.0,0.0
249,36,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,FOUR,200.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,59.449107,3.36422210681819,2.3957062971526293,10000.0,200.0,0.0,-200.0,3.36422210681819,0.0,0.0
256,37,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,SHOP,200.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,1392.034482,0.14367460187670839,-26.290597448002003,10000.0,200.0,0.0,-200.0,0.14367460187670839,0.0,0.0
263,38,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,ENS,200.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,79.092541,2.528683457015245,-22.609252116454307,10000.0,200.0,0.0,-200.0,2.528683457015245,0.0,0.0
270,39,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,SWK,200.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,186.842539,1.070420050329117,-34.8139296051848,10000.0,200.0,0.0,-200.0,1.070420050329117,0.0,0.0
277,40,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,IIVI,200.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,68.39,2.9244041526538966,-17.80876151484135,10000.0,200.0,0.0,-200.0,2.9244041526538966,0.0,0.0
284,41,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,SPOT,200.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,238.036745,0.8402064143500197,-79.76716619948738,10000.0,200.0,0.0,-200.0,0.8402064143500197,0.0,0.0
290,42,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,ECH,200.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,23.0025,8.694707097054668,57.01874144114769,10000.0,200.0,0.0,-200.0,8.694707097054668,0.0,0.0
296,43,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,FWONK,200.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,62.91901,3.1786895566220768,-17.941499715268876,10000.0,200.0,0.0,-200.0,3.1786895566220768,0.0,0.0
311,44,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,ETHUSD,200.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,3791.079163,0.052755426990802726,-18.748790817587047,10000.0,187.14953708287942,0.0,-200.0,0.052755426990802726,0.0,0.0
321,45,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,COUP,190.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,160.857819,1.1811673264076767,-62.345297495299256,10000.0,190.0,0.0,-190.0,1.1811673264076767,0.0,0.0
327,46,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,SILJ,190.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,12.3775,15.350434255705919,8.511155726115954,10000.0,190.0,0.0,-190.0,15.350434255705919,0.0,0.0
332,47,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,GDXJ,190.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,41.622259,4.564865160249952,-2.8419252784910185,10000.0,190.0,0.0,-190.0,4.564865160249952,0.0,0.0
339,48,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,GDX,190.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,31.800123,5.974819657144094,14.204201662993574,10000.0,190.0,0.0,-190.0,5.974819657144094,0.0,0.0
355,50,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,SOLUSD,180.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,175.758179,1.0241344159579622,-23.282474154446046,10000.0,158.73389186627836,0.0,-180.0,1.0241344159579622,0.0,0.0
365,51,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,Z,180.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,63.520368,2.833736731500044,-39.920631757045236,10000.0,180.0,0.0,-180.0,2.833736731500044,0.0,0.0
372,52,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,SSNC,180.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,82.139555,2.1913924418022472,-10.649286327397329,10000.0,180.0,0.0,-180.0,2.1913924418022472,0.0,0.0
379,53,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,AVID,180.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,32.414358,5.553094711917478,-19.032965576550975,10000.0,179.99999999999997,0.0,-180.0,5.553094711917478,0.0,0.0
386,54,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,TSLA,170.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,1067.901315,0.15919073945517145,-23.56451326216412,10000.0,170.0,0.0,-170.0,0.15919073945517145,0.0,0.0
393,55,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,CGC,170.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,8.973893,18.94384076119472,-45.46658178340215,10000.0,170.0,0.0,-170.0,18.94384076119472,0.0,0.0
400,56,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,ESTC,170.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,124.950287,1.3605410926347052,-45.21573968053392,10000.0,170.0,0.0,-170.0,1.3605410926347052,0.0,0.0
407,57,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,CVNA,160.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,227.940553,0.7019374038282692,-50.85074264955389,10000.0,160.0,0.0,-160.0,0.7019374038282692,0.0,0.0
414,58,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,LAD,160.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,295.193,0.5420182727910215,-0.5325112722862688,10000.0,160.00000000000003,0.0,-160.0,0.5420182727910215,0.0,0.0
421,59,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,AMOT,150.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,36.917129,4.063154531870557,-37.51176181658114,10000.0,150.0,0.0,-150.0,4.063154531870557,0.0,0.0
427,61,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,SQ,150.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,163.662768,0.9165187771967782,-41.97635011281247,10000.0,150.0,0.0,-150.0,0.9165187771967782,0.0,0.0
434,62,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,GDDY,140.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,84.583794,1.6551633992677133,-5.565281689776173,10000.0,140.0,0.0,-140.0,1.6551633992677133,0.0,0.0
441,63,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,API,130.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,16.794378,7.740685603241753,-61.95170252807219,10000.0,130.0,0.0,-130.0,7.740685603241753,0.0,0.0
448,64,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,URA,130.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,22.756,5.712779047284233,9.58621462471436,10000.0,130.0,0.0,-130.0,5.712779047284233,0.0,0.0
454,65,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,PYPL,130.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,190.31359,0.6830831156093476,-61.83137552079176,10000.0,130.0,0.0,-130.0,0.6830831156093476,0.0,0.0
461,66,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,CIEN,130.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,77.249364,1.6828617514572677,-22.185089057820583,10000.0,130.0,0.0,-130.0,1.6828617514572677,0.0,0.0
468,67,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,MLM,120.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,435.03607,0.27583919650616556,-17.86177518567598,10000.0,120.0,0.0,-120.0,0.27583919650616556,0.0,0.0
475,68,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,THRM,120.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,86.521211,1.3869431392956348,3.1823119073079225,10000.0,120.0,0.0,-120.0,1.3869431392956348,0.0,0.0
482,69,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,KYMR,110.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,65.87,1.669955973887961,-44.570204797328074,10000.0,110.0,0.0,-110.0,1.669955973887961,0.0,0.0
489,71,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,COPX,110.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,36.831053,2.9866102389198597,17.05039956365082,10000.0,110.0,0.0,-110.0,2.9866102389198597,0.0,0.0
497,73,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,AES,110.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,24.28542,4.529466651184126,2.3947788426142163,10000.0,110.0,0.0,-110.0,4.529466651184126,0.0,0.0
505,75,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,OPEN,100.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,14.709111,6.79850740129706,-13.421341371344601,10000.0,100.0,0.0,-100.0,6.79850740129706,0.0,0.0
513,77,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,AGRO,100.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,7.589419,13.176239182472333,40.8644060895834,10000.0,100.0,0.0,-100.0,13.176239182472333,0.0,0.0
520,78,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,APPN,100.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,68.270584,1.464759697968894,-27.75721824790601,10000.0,100.0,0.0,-100.0,1.464759697968894,0.0,0.0
527,79,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,XP,90.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,28.578938,3.1491723030435907,5.139612955526892,10000.0,90.0,0.0,-90.0,3.1491723030435907,0.0,0.0
534,80,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,SE,90.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,221.90706,0.4055751989143563,-32.04562031509949,10000.0,90.0,0.0,-90.0,0.4055751989143563,0.0,0.0
541,81,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,FSLY,80.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,37.042178,2.1597002206511724,-46.64402400960333,10000.0,80.0,0.0,-80.0,2.1597002206511724,0.0,0.0
557,83,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,AAVEUSD,60.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,268.430845,0.22352125740244197,-22.962951668240656,10000.0,35.46476627900195,0.0,-60.0,0.22352125740244197,0.0,0.0
566,84,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,NRIX,60.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,30.200354,1.986731678708137,-34.218167111551075,10000.0,60.0,0.0,-60.0,1.986731678708137,0.0,0.0
573,85,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,PCT,60.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,9.40262,6.381200133579789,-7.25846838434394,10000.0,60.0,0.0,-60.0,6.381200133579789,0.0,0.0
581,87,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,ARVN,50.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,81.736187,0.6117241559115059,-7.586569948510074,10000.0,50.0,0.0,-50.0,0.6117241559115059,0.0,0.0
596,88,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,YFIUSD,50.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,32375.137631,0.001544394978945935,-20.7259931740798,10000.0,28.66865079397444,0.0,-50.0,0.001544394978945935,0.0,0.0
614,89,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,UNIUSD,50.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,18.400896,2.7172589856493947,-24.81673175045389,10000.0,24.506518595616217,0.0,-50.0,2.7172589856493947,0.0,0.0
626,92,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,CCCC,40.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,33.473972,1.1949582798240972,-11.077852368401336,10000.0,40.0,0.0,-40.0,1.1949582798240972,0.0,0.0
635,95,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,GWW,-140.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,515.813882,-0.27141572742704895,-2.4231678588285708,10000.0,-140.0,0.0,140.0,-0.27141572742704895,0.0,0.0
642,96,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,CHKP,-140.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,116.885994,-1.1977482948042517,-30.172862969364832,10000.0,-140.0,0.0,140.0,-1.1977482948042517,0.0,0.0
648,97,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,K,-190.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,64.090999,-2.964534848333383,-9.887909533131188,10000.0,-190.0,0.0,190.0,-2.964534848333383,0.0,0.0
654,98,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,GSHD,-190.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,129.703,-1.464885160713322,54.486897219031185,10000.0,-190.0,0.0,190.0,-1.464885160713322,0.0,0.0
660,99,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,NOC,-200.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,385.143812,-0.5192865463978946,-40.5167672796467,10000.0,-200.0,0.0,200.0,-0.5192865463978946,0.0,0.0
667,100,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,BRBR,-210.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,28.598333,-7.343085346967601,31.659257202159292,10000.0,-210.0,0.0,210.0,-7.343085346967601,0.0,0.0
674,101,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,GD,-220.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,206.86545,-1.0634932029490667,-39.93197153028696,10000.0,-220.0,0.0,220.0,-1.0634932029490667,0.0,0.0
681,102,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,GOLF,-230.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,53.063333,-4.334443145514436,43.33525977344845,10000.0,-230.0,0.0,230.0,-4.334443145514436,0.0,0.0
688,103,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,KR,-260.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,45.341315,-5.7342845040996275,-79.30344014063112,10000.0,-260.0,0.0,260.0,-5.7342845040996275,0.0,0.0
695,104,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,AOS,-280.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,85.429747,-3.2775468713491565,65.65480944242995,10000.0,-280.0,0.0,280.0,-3.2775468713491565,0.0,0.0
702,105,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,CVX,-340.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,117.36658,-2.8969064277071035,-51.38864027562193,10000.0,-340.0,0.0,340.0,-2.8969064277071035,0.0,0.0
709,106,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,GCI,-360.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,5.189987,-69.3643355946749,57.231958384481544,10000.0,-360.0,0.0,360.0,-69.3643355946749,0.0,0.0
716,107,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,IWM,-1610.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,223.1529,-7.214784123352195,95.9442699153808,10000.0,-1610.0,0.0,1610.0,-7.214784123352195,0.0,0.0
723,108,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,QQQ,-3280.0,2021-12-31 00:40:22,2021-12-31 14:30:00,2021-12-31 15:00:00,2021-12-31,399.229763,-8.215820321993379,178.51585799729045,10000.0,-3280.0,0.0,3280.0,-8.215820321993379,0.0,0.0
731,109,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,URA,169.58417520087008,2022-01-04 00:38:40,2022-01-04 14:30:00,2022-01-04 15:00:00,2022-01-04,24.43403,6.940491404850943,-5.589732967638849,9975.539717698239,169.58417520087008,139.58621462471436,-29.99796057615572,1.22771235756671,5.712779047284233,0.0
738,110,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,TBT,199.42884364375456,2022-01-05 14:33:50,2022-01-05 14:30:00,2022-01-05 15:00:00,2022-01-05,17.848894,11.173176536526832,14.696324908377527,9971.442182187728,199.42884364375456,358.98868118824157,159.559837544487,-8.939480370295605,20.112656906822437,0.0
745,111,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,PPLT,99.71442182187728,2022-01-05 14:34:56,2022-01-05 14:30:00,2022-01-05 15:00:00,2022-01-05,92.39,1.07927721422099,-2.3474279409306504,9971.442182187728,99.71442182187728,0.0,-99.71442182187728,1.07927721422099,0.0,0.0
751,112,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,KWEB,498.5721091093864,2022-01-05 14:39:02,2022-01-05 14:30:00,2022-01-05 15:00:00,2022-01-05,34.676,14.378016758258921,-83.31725703620577,9971.442182187728,498.57210910938636,412.28036374741754,-86.29174536196888,2.488514977562835,11.889501780696087,0.0
758,113,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,SHOP,0.0,2022-01-05 14:43:18,2022-01-05 14:30:00,2022-01-05 15:00:00,2022-01-05,1209.047391,0.0,-0.0,9971.442182187728,0.0,173.70940255199798,173.70940255199798,-0.14367460187670839,0.14367460187670839,0.0
765,114,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,URA,128.34558129888882,2022-01-06 14:34:26,2022-01-06 14:30:00,2022-01-06 15:00:00,2022-01-06,23.62865,5.431778002504959,-14.075942106359362,9872.737022991447,128.34558129888882,163.99444223323124,35.64886093434242,-1.5087134023459834,6.940491404850943,0.0
773,115,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,TECK,296.1821106897434,2022-01-06 14:59:56,2022-01-06 14:30:00,2022-01-06 16:00:00,2022-01-06,29.123518,10.169860340695909,45.714457858579415,9872.737022991447,296.1821106897434,419.7744758154885,123.59236512574506,-4.243730620927907,14.413590961623814,0.0
780,116,0x211FE601e24cE89Cb443356F687C67fbf7708412,SKL,BABA,394.9094809196579,2022-01-06 15:04:05,2022-01-06 14:30:00,2022-01-06 16:00:00,2022-01-06,127.316487,3.101793728566025,-1.370729175559238,9872.737022991447,394.9094809196579,276.29753837150884,-118.61194254814905,0.9316306579221673,2.170163070643858,0.0
