symbol,market_entry_date,market_entry_date_time,entry_price,target_position_value,cash,usd_value,usd_value_prev,positions_usd,dta_rank,dta_rank_prev
PLTR,2022-05-26,2022-05-26 20:00:00+00:00,8.35861,0,,0.0,0.0,0.0,23.0,22.0
GLD,2022-05-26,2022-05-26 20:00:00+00:00,172.749963,0,,0.0,0.0,0.0,23.0,22.0
BTCUSD,2022-05-26,2022-05-26 20:00:00+00:00,29445.068562,0,,0.0,0.0,0.0,23.0,22.0
FNF,2022-05-26,2022-05-26 20:00:00+00:00,41.609826,0,,0.0,0.0,0.0,23.0,22.0
ABNB,2022-05-26,2022-05-26 20:00:00+00:00,114.299643,0,,0.0,0.0,0.0,23.0,22.0
CRM,2022-05-26,2022-05-26 20:00:00+00:00,162.383079,0,,0.0,0.0,0.0,23.0,22.0
TLT,2022-05-26,2022-05-26 20:00:00+00:00,118.793469,0,,0.0,0.0,0.0,23.0,22.0
ETHUSD,2022-05-26,2022-05-26 20:00:00+00:00,1824.610994,0.05,,0.0,0.0,0.0,23.0,22.0
COIN,2022-05-26,2022-05-26 20:00:00+00:00,69.866463,0,,0.0,0.0,0.0,23.0,22.0
UNP,2022-05-26,2022-05-26 20:00:00+00:00,221.289939,0,,0.0,0.0,0.0,23.0,22.0
V,2022-05-26,2022-05-26 20:00:00+00:00,208.549971,0,,0.0,0.0,0.0,23.0,22.0
GRUB,2022-05-26,2022-05-26 20:00:00+00:00,6.720475,0,,0.0,0.0,0.0,23.0,22.0
FNV,2022-05-26,2022-05-26 20:00:00+00:00,140.908705,0,,0.0,0.0,0.0,23.0,22.0
BKNG,2022-05-26,2022-05-26 20:00:00+00:00,2221.51,0,,0.0,0.0,0.0,23.0,22.0
ARKK,2022-05-26,2022-05-26 20:00:00+00:00,42.615965,0,,0.0,0.0,0.0,23.0,22.0
UBER,2022-05-26,2022-05-26 20:00:00+00:00,23.099182,0,,0.0,0.0,0.0,23.0,22.0
WE,2022-05-26,2022-05-26 20:00:00+00:00,7.0,0,,0.0,0.0,0.0,23.0,22.0
MSFT,2022-05-26,2022-05-26 20:00:00+00:00,265.881663,0,,0.0,0.0,0.0,23.0,22.0
FB,2022-05-26,2022-05-26 20:00:00+00:00,191.627328,0,,0.0,0.0,0.0,23.0,22.0
MELI,2022-05-26,2022-05-26 20:00:00+00:00,783.440308,0,,0.0,0.0,0.0,23.0,22.0
FNF,2022-06-01,2022-06-01 16:00:00+00:00,41.664022,0,,0.0,0.0,0.0,24.0,23.0
FB,2022-06-01,2022-06-01 16:00:00+00:00,191.688127,0.25,,0.0,0.0,0.0,24.0,23.0
CRM,2022-06-01,2022-06-01 16:00:00+00:00,175.765903,0,,0.0,0.0,0.0,24.0,23.0
GRUB,2022-06-01,2022-06-01 16:00:00+00:00,6.720475,0,,0.0,0.0,0.0,24.0,23.0
SKLUSD,2022-06-01,2022-06-01 16:00:00+00:00,0.0,0,,0.0,0.0,0.0,24.0,23.0
GLD,2022-06-01,2022-06-01 16:00:00+00:00,172.299663,0,,0.0,0.0,0.0,24.0,23.0
WE,2022-06-01,2022-06-01 16:00:00+00:00,6.945005,0,,0.0,0.0,0.0,24.0,23.0
UBER,2022-06-01,2022-06-01 16:00:00+00:00,22.693824,0,,0.0,0.0,0.0,24.0,23.0
TLT,2022-06-01,2022-06-01 16:00:00+00:00,116.05736,0,,0.0,0.0,0.0,24.0,23.0
MELI,2022-06-01,2022-06-01 16:00:00+00:00,746.497226,0,,0.0,0.0,0.0,24.0,23.0
FNV,2022-06-01,2022-06-01 16:00:00+00:00,142.232215,0,,0.0,0.0,0.0,24.0,23.0
ABNB,2022-06-01,2022-06-01 16:00:00+00:00,115.188376,0,,0.0,0.0,0.0,24.0,23.0
COIN,2022-06-01,2022-06-01 16:00:00+00:00,68.887368,0,,0.0,0.0,0.0,24.0,23.0
BTCUSD,2022-06-01,2022-06-01 16:00:00+00:00,30458.561698,0,,0.0,0.0,0.0,24.0,23.0
V,2022-06-01,2022-06-01 16:00:00+00:00,209.437117,0,,0.0,0.0,0.0,24.0,23.0
BKNG,2022-06-01,2022-06-01 16:00:00+00:00,2205.011877,0,,0.0,0.0,0.0,24.0,23.0
ARKK,2022-06-01,2022-06-01 16:00:00+00:00,42.154064,0,,0.0,0.0,0.0,24.0,23.0
ETHUSD,2022-06-01,2022-06-01 16:00:00+00:00,1861.367978,0,,0.0,0.0,0.0,24.0,23.0
UNP,2022-06-01,2022-06-01 16:00:00+00:00,220.222574,0,,0.0,0.0,0.0,24.0,23.0
PLTR,2022-06-01,2022-06-01 16:00:00+00:00,8.452254,0,,0.0,0.0,0.0,24.0,23.0
MSFT,2022-06-01,2022-06-01 16:00:00+00:00,270.823767,0,,0.0,0.0,0.0,24.0,23.0
COIN,2022-06-24,2022-06-24 14:00:00+00:00,68.887368,0,,0.0,0.0,0.0,25.0,24.0
BKNG,2022-06-24,2022-06-24 14:00:00+00:00,2205.011877,0,,0.0,0.0,0.0,25.0,24.0
MELI,2022-06-24,2022-06-24 14:00:00+00:00,746.497226,0,,0.0,0.0,0.0,25.0,24.0
WE,2022-06-24,2022-06-24 14:00:00+00:00,6.945005,0,,0.0,0.0,0.0,25.0,24.0
GLD,2022-06-24,2022-06-24 14:00:00+00:00,172.299663,0,,0.0,0.0,0.0,25.0,24.0
FNV,2022-06-24,2022-06-24 14:00:00+00:00,142.232215,0,,0.0,0.0,0.0,25.0,24.0
UNP,2022-06-24,2022-06-24 14:00:00+00:00,220.222574,0,,0.0,0.0,0.0,25.0,24.0
SKLUSD,2022-06-24,2022-06-24 14:00:00+00:00,0.0,0,,0.0,0.0,0.0,25.0,24.0
FB,2022-06-24,2022-06-24 14:00:00+00:00,191.688127,0,,0.0,0.0,0.0,25.0,24.0
GRUB,2022-06-24,2022-06-24 14:00:00+00:00,6.720475,0,,0.0,0.0,0.0,25.0,24.0
UBER,2022-06-24,2022-06-24 14:00:00+00:00,22.693824,0,,0.0,0.0,0.0,25.0,24.0
CRM,2022-06-24,2022-06-24 14:00:00+00:00,175.765903,0,,0.0,0.0,0.0,25.0,24.0
TLT,2022-06-24,2022-06-24 14:00:00+00:00,116.05736,0,,0.0,0.0,0.0,25.0,24.0
FNF,2022-06-24,2022-06-24 14:00:00+00:00,41.664022,0,,0.0,0.0,0.0,25.0,24.0
ABNB,2022-06-24,2022-06-24 14:00:00+00:00,115.188376,0.06,,0.0,0.0,0.0,25.0,24.0
PLTR,2022-06-24,2022-06-24 14:00:00+00:00,8.452254,0.06,,0.0,0.0,0.0,25.0,24.0
BTCUSD,2022-06-24,2022-06-24 14:00:00+00:00,30458.561698,0,,0.0,0.0,0.0,25.0,24.0
V,2022-06-24,2022-06-24 14:00:00+00:00,209.437117,0,,0.0,0.0,0.0,25.0,24.0
ETHUSD,2022-06-24,2022-06-24 14:00:00+00:00,1861.367978,0,,0.0,0.0,0.0,25.0,24.0
MSFT,2022-06-24,2022-06-24 14:00:00+00:00,270.823767,0,,0.0,0.0,0.0,25.0,24.0
ARKK,2022-06-24,2022-06-24 14:00:00+00:00,42.154064,0.03,,0.0,0.0,0.0,25.0,24.0
