,id,corporate_action_id,ca_type,ca_sub_type,initiating_symbol,initiating_original_cusip,target_symbol,target_original_cusip,record_date,cash,old_rate,new_rate,ex_date
2,d34913d3-8789-4658-accc-6e59f03ec924,2349102,merger,merger_completion,FRGE,G6293A103,,,,0,1,0,
3,57ddb9b9-5251-4a3a-bfbf-db876878a933,2349217,merger,merger_completion,COLL,19459J104,BDSI,09060J106,,5.6,1,0,
4,c49b5186-ef35-4cc5-8e90-893b372ceba6,2349668,merger,merger_completion,,,OBAS,M7524R108,,12.64,1,0,
5,38353275-80d7-4061-bd40-b25ab96a1f58,2349533,merger,merger_completion,,,CSFFF,14068G104,,0,1,0,
6,7ac050e1-008d-4cc7-b74d-cbd9adb954d4,2349661,merger,merger_update,,,OBAS,M7524R108,,12.64,1,0,
7,6b9905d2-a23b-4eed-bfe8-03db87c279eb,2350689,merger,merger_completion,,,CONE,23283R100,,90.5,1,0,
8,7e898c0e-8643-4955-a821-3aa3a87f3ee8,2350876,merger,merger_completion,,,TWNT,G86613109,,0,1,1,
9,eb8b1df8-cc16-4ff0-ae5b-0c6cda48d580,2350878,merger,merger_completion,,,TWNT.WS,G86613125,,0,1,0,
10,02f74821-49a1-4858-a955-834cd3372ce5,2350929,merger,merger_completion,TCBK,896095106,VLLX,920061108,,0,1,0.95,
11,d48c71fa-5ec9-4429-adc3-1e28d675865e,2351236,merger,merger_completion,,,RESN,76118L102,,4.5,1,0,
12,1cea5bac-ae8a-4522-9684-901af4e62f7f,2351432,merger,merger_completion,,,FMAC,33765Y101,,0,1,1.2415,
13,2494b4a8-33b8-4b4e-af46-d77edc3744ba,2351434,merger,merger_completion,,,FMAC.WS,33765Y119,,0,1,0,
14,c57d73d6-a8fb-4f2f-af5f-8e895caf2e11,2351802,merger,merger_completion,OMI,690802103,APR,03836A101,,37.5,1,0,
15,6edab350-0ef4-4e35-9043-b032f289bfc8,2352258,merger,merger_completion,GS,38141G104,GSKY,39572G100,,0,1,0.03,
16,b3379ecf-186e-4428-a49e-a824720ee37d,2352571,merger,merger_completion,,,PONB,72357G102,,0,1,1.0443,
17,0bfaba59-bda9-40be-b752-a65807b29256,2352567,merger,merger_completion,FRME,320817109,LEVLP,52730F203,,0,1,0,
18,8f109b5d-b599-4540-9766-9229c9a9ad9b,2352399,merger,merger_completion,,,VRS,92531L207,,27,1,0,
19,305e4bcd-0c76-4f2c-8ea1-444cbd6536b0,2352570,merger,merger_update,,,PONB,72357G102,,0,1,1.0443,
20,9918fbe6-e74e-4b64-b91f-fe9d89fb6773,2352574,merger,merger_completion,,,DTRC,511512105,,0,1,1,
21,3c7031b6-fb84-4546-b3dd-5c2dc710c4a1,2352578,merger,merger_completion,QCRH,74730P106,GFED,40108P101,,0,1,0.58775,2022-03-25
22,e4dd13b7-0c1a-4e6b-8a35-10cbc3a00df8,2352563,merger,merger_completion,FRME,320817109,LEVL,52730D208,,10.17,1,0.7167,
23,91ec8c01-844f-496a-a957-6500bc3a06c6,2352576,merger,merger_completion,QCRH,74730P106,GFED,40108P101,,30.5,1,0,2022-03-25
24,4dfadda2-4b5d-49a9-a332-8adee2cb4ad3,2352546,merger,merger_completion,WELL,422173104,WELL,422173104,,0,1,1,
25,cd7d44b0-faa3-43a5-a9ae-19085d31950d,2352580,merger,merger_completion,QCRH,74730P106,GFED,40108P101,,6.1,1,0.4702,2022-03-25
26,601d6498-dea6-4ad0-bd92-cd680e6c2aff,2352697,merger,merger_completion,,,VNE,92336X109,,37,1,0,
27,c1bc2f94-6ffe-4516-a022-386e24e2d6ca,2352587,merger,merger_completion,SWVL,G7315C101,,,,0,1,1,
28,3ba953b7-ad54-449a-b570-e5c66cf58cbb,2352589,merger,merger_completion,SWVL,G7315C101,,,,0,1,0,
29,22056e52-c230-4f12-82ba-ff48126da723,2353276,merger,merger_completion,,,AOIX,02871P106,,0,1,6,
30,ff022f77-624a-42f0-87b1-dc3ac8092d3b,2353214,merger,merger_completion,,,VIGLF,92672N202,,0.67,1,0,
31,e91bc2e4-20eb-4697-ada1-39af12341b0d,2353288,merger,merger_completion,,,PPGH,G7154B107,,0,1,1,
32,b5db6792-af39-406c-add3-e841011d45c2,2353311,merger,merger_completion,,,PPGHW,G7154B115,,0,1,0,
33,da963d0e-2dec-4cd3-9ec3-49e3b393291c,2353165,merger,merger_completion,MTB,320076102,,,,0,1,0,
34,4228e938-4705-4581-918b-4426aebdbcb9,2353163,merger,merger_completion,MTB,320076102,PBCT,710198102,,0,1,0.118,
35,8532da43-18bf-4ec1-bece-dcf9f917aa22,2353275,merger,merger_completion,SLRC,83413U100,SUNS,83416M105,,0,1,0,
36,3dc0d29c-1f51-4149-8714-d3df6841b46d,2353423,merger,merger_completion,,,FLOW,78469X107,,86.5,1,0,
37,59eafdae-f257-4503-a3b0-83252e2dcf1c,2353674,merger,merger_completion,,,HLXA,G4444C102,,0,1,1,
38,0c5ff25c-36d7-42e2-aebf-72f5ef33eeec,2353717,merger,merger_completion,,,AGCBF,02301T108,,0.4,1,0,
39,359f6a6e-3519-47e5-a7d7-1c035d2df007,2353462,merger,merger_completion,BP,110889409,BPMP,0556EL109,,0,1,0.575,
40,ccb3abbb-530e-4c92-afbb-163562780b3e,2355423,merger,merger_completion,,,TLMD,42227L102,,3,1,0,
41,6fe6b659-eddb-485e-b3d0-f055f46e103d,2355442,merger,merger_completion,,,TLMDW,42227L110,,0,1,0,
42,0116bd14-4ba5-4bb5-99c0-475ce62ca930,2355709,merger,merger_completion,CFG,174610105,ISBC,46146P102,,1.46,1,0.297,
43,d95d2c90-d063-4b06-89f6-7c001d233d12,2356880,merger,merger_completion,,,HMHC,44157R109,,21,1,0,
44,3cafbf3e-6031-4ba8-8161-28e9a60f001b,2356836,merger,merger_completion,GNUS,69423R104,,,,1.169,1,0.271,
45,8424577d-fa7b-4680-9f21-f38c11812974,2356851,merger,merger_completion,GNUS,69423R104,WOWMF,98212M703,,1.169,1,0.271,
46,18e5052b-4e42-43f2-a1b7-ba35511f1ec3,2357298,merger,merger_completion,,,ADFT,00687B105,,3.71745,1,0,
47,b7be6730-268d-4a67-8ad2-dde7929f067a,2357318,merger,merger_completion,SFNC,828730101,STXB,84861D103,,0,1,1.00167,
48,694d9429-b1e8-4a67-9fcb-c5816830d913,2357358,merger,merger_completion,WBDWV,934423104,DISCA,25470F104,,0,1,0,
49,1330cd1f-77de-40cf-aea6-1333db53b97d,2357365,merger,merger_completion,WBDWV,934423104,DISCB,25470F203,,0,1,0,
50,5b14eeca-6f79-469c-84e6-5bd35f3bd5ca,2357367,merger,merger_completion,WBDWV,934423104,DISCK,25470F302,,0,1,0,
51,5dcbc71b-937d-44f1-bd66-1ad8f7cc87c3,2357598,merger,merger_completion,MUC,625933106,MYC,626296107,,0,1,1.01385,
52,a3f60b29-0365-4bfe-b8df-15a5f5c57c32,2357596,merger,merger_completion,MUI,62618U107,MFL,62624W105,,0,1,0.93874,
53,7bd4f544-b05d-42da-a3fb-1c7e76aa42f4,2357597,merger,merger_completion,MUJ,625936109,MYJ,62630L101,,0,1,1.01087,
54,53d5d925-b33d-4871-99dc-f07c08617448,2357599,merger,merger_completion,MUC,625933106,MCA,62629L104,,0,1,1.01061,
55,ec29aadc-8d11-4a91-98e3-66cc0d02f8e8,2357910,merger,merger_completion,,,,,,0,1,0.80136,
56,cee17546-575a-4acd-a953-397c37de10b7,2357911,merger,merger_completion,,,,,,0,1,0.82998,
57,35a9522c-c7eb-4389-9d08-6e067f2f0eda,2358187,merger,merger_completion,,,,,,0,1,0.32895,
58,a7cc5581-8911-4174-a19b-9497c44cb0f3,2358180,merger,merger_completion,,,,,,0,1,0.40927,
59,3dae465b-83dc-4600-8427-5adffa87ab59,2358179,merger,merger_completion,,,,,,0,1,0.56092,
60,44baa3e6-f49b-475e-a28c-cdf4d1ae90b2,2358189,merger,merger_completion,,,,,,0,1,0.70465,
61,38e3c163-bc8d-48ee-95e2-479e5c986cb4,2358190,merger,merger_completion,,,,,,0,1,0.66954,
62,bf1966a7-d66f-455a-b7be-2fb2c6fa5586,2358178,merger,merger_completion,,,NOSOF,65626P101,,1.1,1,0,
63,ddc991dc-16d0-4a39-83d1-ed79d445e3f4,2358188,merger,merger_completion,,,FAPPF,318625209,,0,1,0.60853,
64,bc1f3a14-242a-4c02-a3cc-ee21cbb963c3,2358841,merger,merger_completion,,,LSXEF,51804N100,,0,1,0.1813,
65,14f10af3-4a6b-4223-a326-a2f89450a0f9,2358995,merger,merger_completion,SSRM,82823L106,TGGDF,87402X108,,0.265,1,0,
66,7162f6b2-fd35-482e-8979-524c844cb55e,2361095,merger,merger_completion,,,FOE,315405100,,22,1,0,
67,d7d4fc73-58ad-44f6-87d8-e41e1c35afc8,2361182,merger,merger_completion,,,MCESF,55608F106,,4,1,0,
68,4c7ea118-5bbb-4662-b22a-00b7eb04cb23,2361795,merger,merger_completion,,,VOLT,928703107,,6,1,0,
69,131c6554-4675-46fd-b953-c5ae3a78f3bc,2361657,merger,merger_completion,MXVIX,577902521,MXVJX,57776T439,,0,1,0.71723,
70,4789a44d-f96e-4db3-92f3-8f7a68ec0026,2361658,merger,merger_completion,MXFLX,577902265,MXANX,39137G611,,0,1,0.62683,
71,fcf8e300-58c1-4390-b4eb-86de1e512e51,2361659,merger,merger_completion,MXBEX,39137G355,MXBFX,39137G488,,0,1,1.00798,
72,fc2b31dc-0d35-4e37-b083-55e7cae6a0a3,2361660,merger,merger_completion,MXXLX,577902166,MXBTX,39137G371,,0,1,0.49502,
73,766ea20a-5c69-4f85-b8de-ac6c954c9a8c,2361661,merger,merger_completion,MXMGX,577902786,MXTMX,57776T413,,0,1,0.13233,
74,d68526f0-79e3-48b2-8bd5-9ec0c0bb97bf,2361662,merger,merger_completion,MXLZX,577902299,MXABX,39137G694,,0,1,0.69606,
75,8f2b48c0-aef1-48aa-9826-dd3f6dc264ce,2361663,merger,merger_completion,MXAUX,39137G553,MXAWX,39137G546,,0,1,1.00623,
76,01d0132f-810e-439b-9c86-fe792d81e506,2361664,merger,merger_completion,MXRLX,577902190,MXBHX,39137G462,,0,1,0.66886,
77,6dba68f5-246f-403f-95a6-ce4fbdfbfa72,2361665,merger,merger_completion,MXIVX,577902703,MXMIX,39137E541,,0,1,0.9904,
78,219fdcf0-6bab-4738-afa6-3fde3417b637,2361669,merger,merger_completion,MXBQX,39137G413,MXBRX,39137G397,,0,1,1.00512,
79,983fedbd-c1ac-48ec-8413-d135e67a7c34,2361670,merger,merger_completion,MXLLX,577902232,MXAZX,39137G520,,0,1,0.62473,
80,30a0bc2d-b570-449f-b599-b484e62273d1,2361671,merger,merger_completion,MXAHX,39137G645,MXAJX,39137G637,,0,1,1.00367,
81,66444249-90af-4586-a0f0-b0c6830ce618,2362179,merger,merger_completion,,,,,,0,1,0.08182,
82,020b5045-a222-41d3-9da3-084b005e6004,2361986,merger,merger_completion,URNM,301505715,,,,0,1,1,
83,ef273026-377f-47db-9f6c-9c969ce892dd,2362445,merger,merger_completion,SOUN,836100107,,,,0,1,1,
84,957d0520-b353-4819-9be6-0b94d3ff6964,2362450,merger,merger_completion,SOUN,836100107,ATSPW,039562111,,0,1,0,
85,ebac08e3-0167-4523-b8e4-ae3ca00f4e91,2362627,merger,merger_completion,LUNMF,550372106,JOSMF,65339B100,,0,1,0,
86,ae9a83dd-9bd1-475e-9790-cbbb71cda212,2363142,merger,merger_completion,,,TUGC,G89877107,,0,1,1,
87,c58cd265-5e8d-4fde-88ca-c65d9cffd4ce,2363143,merger,merger_completion,,,TUGCW,G89877115,,0,1,0,
88,737188b4-659c-4d0f-9aeb-2d2d7b19d923,2363013,merger,merger_completion,VICI,925652109,MGP,55303A105,,0,1,1.366,
89,27efcd9f-2ded-475e-92be-b8924fef8d64,2363487,merger,merger_completion,,,CCOMP,195621206,,2.71,1,0,
90,f0ad2eec-9c5b-4b2a-8789-f4340b99cb9e,2363407,merger,merger_completion,,,SVSVW,G8377A124,,0,1,0,
91,dcacf6f3-e1df-4e07-9dba-0c8c273af0d7,2363405,merger,merger_completion,,,SV,G8377A108,,0,1,1,
92,baf0e87a-df22-4bfb-bae9-12654a782fbe,2363485,merger,merger_completion,,,CCOM,195621107,,2.71,1,0,
93,af0563df-f69a-47e8-8b4e-51be5c9f0075,2363409,merger,merger_completion,EBMT,26942B101,,,,276.32,1,37.7492,
94,ba7d1bba-0018-4a5e-865a-9c959e21a190,2363299,merger,merger_completion,RSG,760759100,ECOL,025533100,,48,1,0,
95,f8520908-464c-4a9b-970c-fccad2f24773,2363302,merger,merger_completion,RSG,760759100,ECOLW,91734M111,,0,1,0,
96,e9f6d98d-fbfe-4571-bc6b-4e518de3c47e,2363330,merger,merger_completion,SNDL,86730L109,LQSIF,536347107,,1.5,1,8.85,
97,159f183a-4399-45e9-8fea-60ba675affe3,2363386,merger,merger_completion,LUNMF,550372106,JOSMF,65339B100,,0,1,0,
98,689b7844-802c-47d4-9ec6-d8141e4639d9,2363388,merger,merger_completion,LUNMF,550372106,JOSMF,65339B100,,0.46738,1,0.10526,
99,623b1ed9-db65-4fb6-acc6-1b04b5025f3a,2363631,merger,merger_completion,,,HBP,448451104,,10.7,1,0,
100,23bf2e60-1bec-4798-bffc-5db219571e60,2363882,merger,merger_completion,,,,,,0,1,1,
101,8a94f4fc-a188-4ed1-a1ae-2260f6a4ec26,2363880,merger,merger_completion,,,DKNG,25258L109,,0,1,1,
102,535e4a0d-7f7b-4bcf-a724-9c42ebc842ef,2363871,merger,merger_completion,DKNG,25258L109,GNOG,51476X105,,0,1,0,
103,27f6f4ee-d572-4fba-9a91-5dd692230b41,2365034,merger,merger_completion,GLASF,58810P102,PLPRF,72941N100,,0,1,0.04254,
104,bc194e3e-2091-4787-a05e-f2d09ae36486,2365032,merger,merger_update,GLASF,58810P102,PLPRF,72941N100,,0,1,0.04254,
105,37a4b1c3-c827-491b-93cd-2fe27c3095c9,2365406,merger,merger_completion,,,JOBS,316827104,,61,1,0,
106,983b417b-8ec0-476f-905e-d70e73779dd3,2365282,merger,merger_completion,POSAX,74254V299,POSCX,74254V281,,0,1,0.9562,
107,70eca6c6-5d22-4f06-b8a5-6ad5ba3c3950,2365281,merger,merger_completion,CMPGX,20462C102,CCUGX,928965474,,0,1,1,
108,b4ef1b44-268b-4997-9551-6b4aaa3da7bc,2365280,merger,merger_completion,PRIAX,742964109,PMKCX,74254U754,,0,1,0.93602,
109,e366d805-49fa-455e-b15e-5091c4925307,2365279,merger,merger_completion,DSTIX,261967103,DSHPX,261967889,,0,1,1.0031,
110,8b852a1f-2a9e-4a48-8ac7-41e67c7dc45c,2365283,merger,merger_completion,PRWLX,74254T328,PDNCX,74254V810,,0,1,1.00084,
111,87a1ac36-c70a-4ff0-9794-497d6472cbd8,2365596,merger,merger_completion,EVEX,98907K103,,,,0,1,1,
112,b2211648-4b08-4528-b6e2-2e22ce84e576,2365597,merger,merger_completion,EVEX,98907K103,,,,0,1,0,
113,1a064472-f22f-42c8-bad2-538e8e02ce77,2365957,merger,merger_completion,DFUV,25434V724,DFMVX,25434D831,,0,1,1.02982,
114,67cab7ef-4551-45b1-ad5e-dc1fdbcd086b,2365956,merger,merger_update,DFUV,25434V724,DFMVX,25434D831,,0,1,1.02982,
115,bb46591d-ad95-4bdd-aa3a-9b9a7a9bd282,2366525,merger,merger_completion,,,EPAY,101388106,,57,1,0,
116,4bac2236-b48f-47d0-957d-f688e8173f87,2366641,merger,merger_completion,JCPI,46654Q104,JRBSX,48121A563,,0,1,4.7178,
117,eba34add-971c-401a-8f47-d9c7a64a1e8d,2366520,merger,merger_completion,MDT,585055106,XENT,46071F103,,28.25,1,0,
118,d285bf11-9744-4fcf-93d8-0a06a6d03085,2366640,merger,merger_completion,JCPI,46654Q104,JIMRX,48121A555,,0,1,4.6952,
119,0e3a82a6-da3d-4eb5-9e16-ff7ed169fcc7,2366638,merger,merger_completion,JCPI,46654Q104,JIMAX,48121A589,,0,1,4.7159,
120,ffdef49b-86d9-4abd-abe3-2ed83ab77b8d,2366639,merger,merger_completion,JCPI,46654Q104,JIMCX,48121A571,,0,1,4.7457,
121,8c81e6d3-6544-44bd-b21c-0006e0b2e136,2366642,merger,merger_completion,JCPI,46654Q104,JIMMX,48121L809,,0,1,4.7098,
122,ccf493d0-f80d-461d-ae6e-797580c708e9,2366663,merger,merger_completion,COPAF,46027W200,NPDCF,06851X104,,0,1,0.1182,
123,6181db96-4975-45e5-b564-6a560e7c16cc,2366665,merger,merger_completion,CBU,203607106,ESBK,289660102,,23.1,1,0,
124,185229d4-b20b-49a6-bb64-d8acd03c5f8a,2367284,merger,merger_completion,,,CR,224399105,,0,1,1,
125,e8f73701-6fde-44e1-87b8-05d0f507e6e0,2367759,merger,merger_completion,,,ARTA,G0509L102,,0,1,1.29,
126,f7c5dd70-07a0-4908-85fe-a13110064271,2367761,merger,merger_completion,,,ARTAW,G0509L128,,0,1,0,
127,dcce0c9c-899b-4869-a2d8-c3e4e5c4f931,2367726,merger,merger_completion,EMR,291011104,AZPN,045327103,,0,1,0,
128,64839663-78c4-4300-b67d-36c5c3d7934d,2368430,merger,merger_completion,,,MIME,G14838109,,80,1,0,
129,14fb0ef1-90af-4d15-a143-93117cba8664,2368582,merger,merger_completion,,,OTRAW,67113Q113,,0,1,0,
130,2578d3f6-e9cb-4b77-9fa3-6fc14bfe3e64,2368579,merger,merger_completion,,,OTRA,67113Q105,,0,1,1,
131,408c4b7e-95a3-43e8-b701-5c5505c2609a,2368781,merger,merger_completion,MAG,55903Q104,GATGF,368017109,,0,1,0.01706,
132,9925e1a9-d397-45c1-8010-d43b81856931,2368833,merger,merger_completion,PMNXF,Q74174105,CANWF,134804103,,0,1,0.56,
133,471c64ad-b4cc-4d76-9ee6-95d943550601,2369435,merger,merger_completion,,,LCAPW,53625R112,,0,1,0,
134,45aafe6d-bfff-478d-93f2-025fefad7d3a,2369434,merger,merger_completion,,,LCAP,53625R104,,0,1,0,
135,9b0096d4-796a-40a4-830c-f5349e48b55a,2369121,merger,merger_completion,TTWO,874054109,ZNGA,98986T108,,0,1,0,
136,4a648f7b-0da3-4d4e-9f8f-ba0c2db499d7,2369553,merger,merger_completion,,,ATRS,583930102,,5.6,1,0,
137,c27618c3-f5fd-4aa2-9736-b3898d17a775,2369823,merger,merger_completion,,,VWTR,172899106,,15.75,1,0,
138,c8c823a4-c71a-4cfc-9289-63bb229bae1b,2369722,merger,merger_completion,,,IIN,816119101,,24.25,1,0,
139,4d1ddddd-b2de-49b3-9051-a59f482dae08,2369866,merger,merger_completion,BAMR,G16169107,ANAT,028551109,,190,1,0,
140,8a35382b-6619-4456-81e1-62ca2432368b,2370051,merger,merger_completion,COLD,03064D108,COLD,03064D108,,0,1,1,
141,da132970-c9d5-4c76-bb6a-69117005d0f0,2370270,merger,merger_completion,,,HYAC,42087R108,,0,1,1,
142,78960fcc-2535-4b82-8d2d-2b5f44c6e94d,2370271,merger,merger_completion,,,HYACW,42087R116,,0,1,0,
143,404085bb-d47c-4c4c-baed-60cc22ff3d4a,2370395,merger,merger_completion,QDEL,74838J101,OCDX,G6829J107,,0,1,0,
144,8cc39745-1cf5-4a31-ba4a-3788f810973e,2370571,merger,merger_completion,,,APSG.WS,G0411R114,,0,1,0,
145,01ef8b3d-40f2-4937-b853-a7a267ca94b4,2370577,merger,merger_completion,,,APSG,G0411R106,,0,1,1,
146,1c25cb62-cbf8-4c37-85b3-9a82d2ef2240,2371349,merger,merger_completion,KKR,G52830109,KKR,G52830109,,0,1,1,
147,82f91a11-c32a-4e13-8ada-6ea1715d186c,2371250,merger,merger_completion,,,CMPI,162818108,,10.5,1,0,
148,158b4f81-9545-490c-abc0-ee9431331b53,2371113,merger,merger_completion,IRS,450047204,IRCP,02151P107,,0,1,0.56,
149,32e7c359-86e4-4c2b-876f-dc71f05e7c89,2371738,merger,merger_completion,,,SNNY,867475105,,20.25,1,0,
150,ba715d94-cfd7-42b2-9926-5376954446aa,2371594,merger,merger_completion,RJF,749604104,,,,0,1,0,
151,56396396-38c4-407c-9d04-ae74166cae0f,2371592,merger,merger_completion,RJF,749604104,,,,0,1,0,
152,5c1c2606-7c84-4356-8c34-389fc942aab1,2371593,merger,merger_completion,RJF,749604104,,,,0,1,0,
153,11b0d630-c2f3-496b-9af3-afb156cd8e0f,2371595,merger,merger_completion,RJF,749604104,,,,0,1,0,
154,90a46b82-b5cd-482e-8335-943b6b7a741b,2371598,merger,merger_completion,RJF,749604104,TSC,89678F100,,6,1,0.25,
155,977cf089-584a-47f6-a8ad-409cc3314919,2371599,merger,merger_completion,SKE,83056P103,QEXGF,19654L102,,0.65,1,0.0367,
156,49038751-d6b0-408b-97c1-491ce5826acd,2371871,merger,merger_completion,VET,923725105,,,,0,1,0,
157,1afb7b18-afd3-4d13-8ec6-67658a59f931,2371873,merger,merger_completion,VET,923725105,LCRTF,52728X208,,0,1,0,
158,3574b18a-e189-4b84-8038-9065ab2fb096,2372465,merger,merger_completion,,,,,,0.57659,1,0,
159,7177a7ca-f4ec-4e6e-8b92-576bdf849edd,2372461,merger,merger_completion,,,IBAL,940901101,,1.74,1,0,
160,61d1869b-f266-4220-a2a4-0ebdf876ac80,2372463,merger,merger_update,,,,,,0.57659,1,0,
161,4b992565-2c01-4399-aa93-7710c2c60fdb,2372584,merger,merger_completion,JMEE,46641Q118,PGMIX,70556U609,,0,1,0.21372,
162,cbd10b4d-6520-4899-8be7-84bd81f53932,2372585,merger,merger_completion,JMEE,46641Q118,OMEAX,70556U401,,0,1,0.20856,
163,233f5ad9-2e84-4b0f-aae9-357dd52c621e,2372586,merger,merger_completion,JMEE,46641Q118,OMYGX,4812CA587,,0,1,0.21186,
164,75a608be-58cb-4a3c-b91f-917e031e942c,2372587,merger,merger_completion,JMEE,46641Q118,OMECX,68231N792,,0,1,0.15709,
165,be92995e-1531-4acd-8229-190da90d1b47,2372588,merger,merger_completion,JMEE,46641Q118,JMEZX,4812C2510,,0,1,0.2036,
166,2295f6db-9ae6-4665-825c-faa1565bec78,2372539,merger,merger_completion,NZF,67070X101,NEV,67074M101,,0,1,0.93046,
167,364012a3-2d8d-4809-8566-b8e00f12d215,2372578,merger,merger_update,JMEE,46641Q118,OMYGX,4812CA587,,0,1,0.21186,
168,c29f51c3-8e8c-4c2c-b268-8a05f75604fd,2372577,merger,merger_update,JMEE,46641Q118,OMEAX,70556U401,,0,1,0.20856,
169,15a260c6-57e8-4387-984f-038bb48071e4,2372576,merger,merger_update,JMEE,46641Q118,PGMIX,70556U609,,0,1,0.21372,
170,21e1e98a-1d0c-4362-ac64-611dda1927b9,2372579,merger,merger_update,JMEE,46641Q118,OMECX,68231N792,,0,1,0.15709,
171,8554e0c9-3464-4046-a78f-7036b61ee530,2372580,merger,merger_update,JMEE,46641Q118,JMEZX,4812C2510,,0,1,0.2036,
172,cc2c45ed-8a29-4a5d-8705-9683796cb5d4,2373457,merger,merger_completion,,,SVFC,G8601N108,,0,1,1,
173,3fff35b5-e96b-4f30-b73b-16de1930dbb3,2373626,merger,merger_completion,,,CERN,156782104,,95,1,0,
174,7c56de85-59f5-4bf0-aad4-6bf14a0a0953,2373974,merger,merger_completion,JPRE,46641Q126,JRIRX,904504511,,0,1,0.24995,
175,df5aa242-8950-4440-9df2-6e7a4ae306b2,2373999,merger,merger_completion,JPRE,46641Q126,JPINX,904504453,,0,1,0.24776,
176,004ab8ed-6651-408e-80ce-a1ea063d27f0,2374000,merger,merger_completion,JPRE,46641Q126,URTDX,904504412,,0,1,0.24716,
177,42c13b28-ff4e-4a53-b160-10cf74774016,2373997,merger,merger_completion,JPRE,46641Q126,URTAX,904504560,,0,1,0.24358,
178,78500f62-f40e-4456-b354-8257ccc871ca,2373998,merger,merger_completion,JPRE,46641Q126,URTCX,904504776,,0,1,0.23104,
179,c9669607-fd38-498c-8404-e633ea18c755,2374001,merger,merger_completion,JPRE,46641Q126,URTLX,904504503,,0,1,0.24776,
180,b5c2cc96-cfb8-42f9-83f8-dffc73760f1d,2374023,merger,merger_completion,,,GLAQW,379582117,,0,1,0,
181,f0f61ea5-6168-4b3f-8b4f-bca0f4f514f0,2374048,merger,merger_completion,,,GLAQ,379582109,,0,1,1,
182,bd732283-1f34-42c1-869d-4eb38574dcf7,2373947,merger,merger_update,JPRE,46641Q126,JRIRX,904504511,,0,1,0.24995,
183,f6434621-f569-41a8-b7e8-03306606f173,2373948,merger,merger_update,JPRE,46641Q126,URTCX,904504776,,0,1,0.23104,
184,d9c04ce0-35a8-428c-aa2f-31d8989766a4,2373946,merger,merger_update,JPRE,46641Q126,URTAX,904504560,,0,1,0.24358,
185,ed56bea7-3154-4a68-b182-3331e767e9dc,2373949,merger,merger_update,JPRE,46641Q126,JPINX,904504453,,0,1,0.24776,
186,910f83ff-6e0f-431a-921b-9258b792bfeb,2373950,merger,merger_update,JPRE,46641Q126,URTDX,904504412,,0,1,0.24716,
187,ae36654b-e35b-4d39-b5da-96578cb07f9d,2373951,merger,merger_update,JPRE,46641Q126,URTLX,904504503,,0,1,0.24776,
188,67eef17d-9e11-4205-b3f6-d3e6fd769498,2374279,merger,merger_completion,MOFG,45009B101,IOFB,46246F103,,42.14,1,0,
189,8fae970c-1102-46a1-9512-626c9185c969,2374079,merger,merger_completion,NYAXF,M7S750100,OTIVF,M8791A109,,0.0599,1,0,
190,bfdcebfc-b5d5-4afd-a250-3179d9c8a27e,2374272,merger,merger_update,MOFG,45009B101,IOFB,46246F103,,42.14,1,0,
191,f5c487e5-863e-4cc5-aa53-9286a3b289c6,2375046,merger,merger_completion,SNTI,268010105,,,,0,1,1,
0,b5c2cc96-cfb8-42f9-83f8-dffc73760f1d,2374023,merger,merger_completion,,,GLAQW,379582117,,0,1,0,
1,f0f61ea5-6168-4b3f-8b4f-bca0f4f514f0,2374048,merger,merger_completion,,,GLAQ,379582109,,0,1,1,
2,67eef17d-9e11-4205-b3f6-d3e6fd769498,2374279,merger,merger_completion,MOFG,45009B101,IOFB,46246F103,,42.14,1,0,
3,8fae970c-1102-46a1-9512-626c9185c969,2374079,merger,merger_completion,NYAXF,M7S750100,OTIVF,M8791A109,,0.0599,1,0,
4,bfdcebfc-b5d5-4afd-a250-3179d9c8a27e,2374272,merger,merger_update,MOFG,45009B101,IOFB,46246F103,,42.14,1,0,
5,db4f3b65-2710-4bf2-80c9-199505586537,2374776,merger,merger_completion,CVX,853683100,REGI,75972A301,,61.5,1,0,
6,892d7a93-c058-43de-a518-8eb34fca6b55,2375415,merger,merger_completion,,,TCAC,G9118J101,,0,1,2,
7,7e659799-eb2d-4d4a-b9e5-6fe8cb5563f0,2375416,merger,merger_completion,,,TCACW,G9118J119,,0,1,0,
8,cd26d9c5-3e8e-49bb-9a76-7cbd493eeece,2375280,merger,merger_completion,NUMIF,549581205,NVMDF,433473204,,0,1,0.84,
9,02234669-2d5d-4e7c-8cf2-b22de556027e,2375974,merger,merger_completion,JIRE,46641Q134,OEIAX,681937561,,0,1,0.35437,
10,16fad952-9341-4572-a8aa-16a07dd3aca9,2375901,merger,merger_completion,,,PBLA,171839103,,0,1,1,
11,bfc693ea-2610-48c3-827b-911e5e7f3fbf,2375899,merger,merger_completion,JIRE,46641Q134,JEIQX,4812CA637,,0,1,0.35457,
12,470b6b40-6b18-4fb4-a73d-0e6f13badf88,2375975,merger,merger_completion,JIRE,46641Q134,OIEAX,423478486,,0,1,0.35601,
13,dbc434fe-eb53-4637-8e63-5fb41c6d45e7,2375976,merger,merger_completion,,,OACB,G6715X103,,0,1,1,
14,e1ee91d5-7dc8-4189-876b-8b296990ded5,2375977,merger,merger_completion,,,OACB.WS,G6715X111,,0,1,0,
