trade_id,address,chain,symbol,target_percentage,entry_date_time,next_market_open,market_entry_date_time,vwap,post_cumulative_share_count,realized_profit,prior_portfolio_value,current_position,prior_position_value,cash_used,share_count,prior_cumulative_share_count,adjusted_entry
16,0xf920E5d642E4077733026B5156361bE25ac3fC36,SKL,ETHUSD,0.2,2022-01-18 23:48:26,2022-01-18 14:30:00,2022-01-19 14:00:00,3157.310488,0,0.0,0.0,0.0,0,0,0,0.0,0.0
17,0xf920E5d642E4077733026B5156361bE25ac3fC36,SKL,ETHUSD,0.175,2022-02-09 14:31:35,2022-02-09 14:30:00,2022-02-09 15:00:00,3180.491623,0,0.0,0.0,0.0,0,0,0,0.0,0.0
18,0xf920E5d642E4077733026B5156361bE25ac3fC36,SKL,ETHUSD,0.16,2022-03-01 01:11:55,2022-03-01 14:30:00,2022-03-01 15:00:00,2952.264758,0,0.0,0.0,0.0,0,0,0,0.0,0.0
19,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,SKL,ETHUSD,0.158,2022-03-01 01:16:43,2022-03-01 14:30:00,2022-03-01 15:00:00,2952.264758,0,0.0,0.0,0.0,0,0,0,0.0,0.0
20,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,SKL,FB,0.25,2022-03-02 20:28:42,2022-03-02 14:30:00,2022-03-02 20:00:00,208.302444,0,0.0,0.0,0.0,0,0,0,0.0,0.0
21,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,SKL,FB,0.23,2022-03-02 22:39:26,2022-03-02 14:30:00,2022-03-03 14:00:00,208.275812,0,0.0,0.0,0.0,0,0,0,0.0,0.0
22,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,SKL,FB,0.23,2022-03-02 22:22:12,2022-03-02 14:30:00,2022-03-03 14:00:00,208.275812,0,0.0,0.0,0.0,0,0,0,0.0,0.0
23,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,SKL,FB,0.24,2022-03-02 21:41:08,2022-03-02 14:30:00,2022-03-03 14:00:00,208.275812,0,0.0,0.0,0.0,0,0,0,0.0,0.0
24,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,SKL,FB,0.23,2022-03-02 21:42:33,2022-03-02 14:30:00,2022-03-03 14:00:00,208.275812,0,0.0,0.0,0.0,0,0,0,0.0,0.0
25,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,SKL,FB,0.23,2022-03-02 21:57:17,2022-03-02 14:30:00,2022-03-03 14:00:00,208.275812,0,0.0,0.0,0.0,0,0,0,0.0,0.0
27,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,SKL,ETHUSD,0.15,2022-03-11 22:44:40,2022-03-11 14:30:00,2022-03-14 13:00:00,2571.898539,0,0.0,0.0,0.0,0,0,0,0.0,0.0
29,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,SKL,COIN,0,2022-03-22 13:51:57,2022-03-22 13:30:00,2022-03-22 14:00:00,185.37469,0,0.0,0.0,0.0,0,0,0,0.0,0.0
30,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,SKL,CRM,0,2022-03-22 13:51:57,2022-03-22 13:30:00,2022-03-22 14:00:00,216.485273,0,0.0,0.0,0.0,0,0,0,0.0,0.0
31,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,SKL,MSFT,0,2022-03-22 13:51:57,2022-03-22 13:30:00,2022-03-22 14:00:00,303.015157,0,0.0,0.0,0.0,0,0,0,0.0,0.0
32,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,SKL,BKNG,0,2022-03-22 13:51:57,2022-03-22 13:30:00,2022-03-22 14:00:00,2184.197038,0,0.0,0.0,0.0,0,0,0,0.0,0.0
33,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,SKL,UBER,0,2022-03-22 13:51:57,2022-03-22 13:30:00,2022-03-22 14:00:00,32.837202,0,0.0,0.0,0.0,0,0,0,0.0,0.0
34,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,SKL,WE,0,2022-03-22 13:51:57,2022-03-22 13:30:00,2022-03-22 14:00:00,6.547604,0,0.0,0.0,0.0,0,0,0,0.0,0.0
35,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,SKL,TLT,0.1,2022-03-23 17:28:05,2022-03-23 13:30:00,2022-03-23 18:00:00,130.697725,0,0.0,0.0,0.0,0,0,0,0.0,0.0
36,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,SKL,TLT,0.15,2022-03-29 18:27:09,2022-03-29 13:30:00,2022-03-29 19:00:00,130.475027,0,0.0,0.0,0.0,0,0,0,0.0,0.0
37,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,SKL,FNV,0.05,2022-03-29 18:27:09,2022-03-29 13:30:00,2022-03-29 19:00:00,156.860631,0,0.0,0.0,0.0,0,0,0,0.0,0.0
38,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,SKL,GLD,0.03,2022-03-29 18:27:09,2022-03-29 13:30:00,2022-03-29 19:00:00,179.167309,0,0.0,0.0,0.0,0,0,0,0.0,0.0
39,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,SKL,MELI,0.02,2022-04-05 14:37:40,2022-04-05 13:30:00,2022-04-05 15:00:00,1230.412415,0,0.0,0.0,0.0,0,0,0,0.0,0.0
40,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,SKL,GLD,0.033,2022-04-11 19:38:40,2022-04-11 13:30:00,2022-04-11 19:00:00,182.275028,0,0.0,0.0,0.0,0,0,0,0.0,0.0
41,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,SKL,MELI,0.02,2022-04-11 19:38:40,2022-04-11 13:30:00,2022-04-11 19:00:00,1131.592226,0,0.0,0.0,0.0,0,0,0,0.0,0.0
42,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,SKL,FNV,0.057,2022-04-11 19:38:40,2022-04-11 13:30:00,2022-04-11 19:00:00,165.609749,0,0.0,0.0,0.0,0,0,0,0.0,0.0
43,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,SKL,ABNB,0.073,2022-04-11 19:38:40,2022-04-11 13:30:00,2022-04-11 19:00:00,160.56733,0,0.0,0.0,0.0,0,0,0,0.0,0.0
44,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,SKL,FB,0.242,2022-04-11 19:38:40,2022-04-11 13:30:00,2022-04-11 19:00:00,217.255415,0,0.0,0.0,0.0,0,0,0,0.0,0.0
45,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,SKL,TLT,0.15,2022-04-11 19:38:40,2022-04-11 13:30:00,2022-04-11 20:00:00,123.163143,0,0.0,0.0,0.0,0,0,0,0.0,0.0
46,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,SKL,ETHUSD,0.162,2022-04-11 19:38:40,2022-04-11 13:30:00,2022-04-11 20:00:00,2993.070565,0,0.0,0.0,0.0,0,0,0,0.0,0.0
47,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,SKL,TLT,0.15,2022-04-11 19:38:40,2022-04-11 13:30:00,2022-04-11 20:00:00,123.163143,0,0.0,0.0,0.0,0,0,0,0.0,0.0
48,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,SKL,TLT,0.15,2022-04-11 19:39:13,2022-04-11 13:30:00,2022-04-11 20:00:00,123.163143,0,0.0,0.0,0.0,0,0,0,0.0,0.0
49,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,SKL,TLT,0.15,2022-04-11 19:39:56,2022-04-11 13:30:00,2022-04-11 20:00:00,123.163143,0,0.0,0.0,0.0,0,0,0,0.0,0.0
50,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,SKL,BTCUSD,0.10099999999999999,2022-04-11 19:38:40,2022-04-11 13:30:00,2022-04-11 20:00:00,39810.773354,0,0.0,0.0,0.0,0,0,0,0.0,0.0
51,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,SKL,GLD,0.03,2022-04-16 20:13:03,2022-04-18 13:30:00,2022-04-18 14:00:00,185.732796,0,0.0,0.0,0.0,0,0,0,0.0,0.0
52,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,SKL,GLD,0.03,2022-04-16 20:18:41,2022-04-18 13:30:00,2022-04-18 14:00:00,185.732796,0,0.0,0.0,0.0,0,0,0,0.0,0.0
53,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,FB,0.22,2022-04-22 15:32:31,2022-04-22 13:30:00,2022-04-22 16:00:00,184.437571,0,0.0,0.0,0.0,0,0,0,0.0,0.0
54,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,SKL,TLT,0.15,2022-04-27 18:16:34,2022-04-27 13:30:00,2022-04-27 19:00:00,120.932652,0,0.0,0.0,0.0,0,0,0,0.0,0.0
55,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,SKL,GLD,0.025,2022-04-27 18:16:34,2022-04-27 13:30:00,2022-04-27 19:00:00,175.936419,0,0.0,0.0,0.0,0,0,0,0.0,0.0
56,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,SKL,GLD,0,2022-04-28 19:55:21,2022-04-28 13:30:00,2022-04-28 19:00:00,176.835594,0,0.0,0.0,0.0,0,0,0,0.0,0.0
57,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,SKL,FNV,0.01,2022-04-28 19:57:12,2022-04-28 13:30:00,2022-04-28 19:00:00,153.215225,0,0.0,0.0,0.0,0,0,0,0.0,0.0
58,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,ETHUSD,0.075,2022-05-02 23:38:26,2022-05-02 13:30:00,2022-05-03 13:00:00,2829.678426,0,0.0,0.0,0.0,0,0,0,0.0,0.0
59,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,BTCUSD,0.05,2022-05-02 23:38:26,2022-05-02 13:30:00,2022-05-03 13:00:00,38310.753144,0,0.0,0.0,0.0,0,0,0,0.0,0.0
60,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,ABNB,0.07,2022-05-04 15:55:25,2022-05-04 13:30:00,2022-05-04 16:00:00,147.737719,0,0.0,0.0,0.0,0,0,0,0.0,0.0
61,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,FNF,0.05,2022-05-04 15:55:25,2022-05-04 13:30:00,2022-05-04 16:00:00,41.398437,0,0.0,0.0,0.0,0,0,0,0.0,0.0
62,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,V,0.05,2022-05-04 15:12:56,2022-05-04 13:30:00,2022-05-04 16:00:00,206.364047,0,0.0,0.0,0.0,0,0,0,0.0,0.0
63,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,UNP,0.05,2022-05-04 15:12:56,2022-05-04 13:30:00,2022-05-04 16:00:00,233.940528,0,0.0,0.0,0.0,0,0,0,0.0,0.0
64,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,FNV,0,2022-05-04 15:12:56,2022-05-04 13:30:00,2022-05-04 16:00:00,152.749761,0,0.0,0.0,0.0,0,0,0,0.0,0.0
65,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,PLTR,0.05,2022-05-04 15:12:56,2022-05-04 13:30:00,2022-05-04 16:00:00,10.368446,0,0.0,0.0,0.0,0,0,0,0.0,0.0
66,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,MELI,0.025,2022-05-04 15:12:56,2022-05-04 13:30:00,2022-05-04 16:00:00,940.680598,0,0.0,0.0,0.0,0,0,0,0.0,0.0
67,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,ETHUSD,0.05,2022-05-04 15:12:56,2022-05-04 13:30:00,2022-05-04 16:00:00,2850.969076,0,0.0,0.0,0.0,0,0,0,0.0,0.0
68,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,BTCUSD,0.1,2022-05-09 20:40:05,2022-05-09 13:30:00,2022-05-10 13:00:00,31964.239914,0,0.0,0.0,0.0,0,0,0,0.0,0.0
69,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,ETHUSD,0.12,2022-05-09 20:40:05,2022-05-09 13:30:00,2022-05-10 13:00:00,2430.957489,0,0.0,0.0,0.0,0,0,0,0.0,0.0
70,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,ETHUSD,0.05,2022-05-10 17:30:44,2022-05-10 13:30:00,2022-05-10 18:00:00,2379.346694,0,0.0,0.0,0.0,0,0,0,0.0,0.0
71,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,BTCUSD,0.05,2022-05-10 17:30:44,2022-05-10 13:30:00,2022-05-10 18:00:00,31585.086203,0,0.0,0.0,0.0,0,0,0,0.0,0.0
72,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,ETHUSD,0,2022-05-11 13:39:10,2022-05-11 13:30:00,2022-05-11 14:00:00,2339.562042,0,0.0,0.0,0.0,0,0,0,0.0,0.0
73,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,TLT,0.16,2022-05-18 20:53:52,2022-05-18 13:30:00,2022-05-19 13:00:00,118.248106,0,0.0,0.0,0.0,0,0,0,0.0,0.0
74,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,ETHUSD,0.05,2022-05-26 20:23:14,2022-05-26 13:30:00,2022-05-27 13:00:00,1805.414112,0,0.0,0.0,0.0,0,0,0,0.0,0.0
75,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,FB,0.25,2022-06-01 15:18:13,2022-06-01 13:30:00,2022-06-01 16:00:00,191.720931,0,0.0,0.0,0.0,0,0,0,0.0,0.0
76,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,PLTR,0.06,2022-06-24 13:37:17,2022-06-24 13:30:00,2022-06-24 14:00:00,9.708593,0,0.0,0.0,0.0,0,0,0,0.0,0.0
77,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,ABNB,0.06,2022-06-24 13:37:17,2022-06-24 13:30:00,2022-06-24 14:00:00,102.28241,0,0.0,0.0,0.0,0,0,0,0.0,0.0
78,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,ARKK,0.03,2022-06-24 13:37:17,2022-06-24 13:30:00,2022-06-24 14:00:00,45.302615,0,0.0,0.0,0.0,0,0,0,0.0,0.0
79,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,ETHUSD,0.04,2022-07-04 20:18:11,2022-07-05 13:30:00,2022-07-05 14:00:00,1095.692236,0,0.0,0.0,0.0,0,0,0,0.0,0.0
80,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,ARKK,0.032,2022-07-04 20:18:11,2022-07-05 13:30:00,2022-07-05 14:00:00,42.473984,0,0.0,0.0,0.0,0,0,0,0.0,0.0
81,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,BTCUSD,0.04,2022-07-15 23:06:46,2022-07-15 13:30:00,2022-07-18 13:00:00,22226.498149,0,0.0,0.0,0.0,0,0,0,0.0,0.0
82,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,TLT,0.18,2022-07-18 14:08:31,2022-07-18 13:30:00,2022-07-18 15:00:00,114.487989,0,0.0,0.0,0.0,0,0,0,0.0,0.0
83,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,PLTR,0.06,2022-07-18 14:08:31,2022-07-18 13:30:00,2022-07-18 15:00:00,9.23938,0,0.0,0.0,0.0,0,0,0,0.0,0.0
84,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,BTCUSD,0.05,2022-07-18 14:08:31,2022-07-18 13:30:00,2022-07-18 15:00:00,22469.419347,0,0.0,0.0,0.0,0,0,0,0.0,0.0
85,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,ARKK,0.05,2022-07-18 14:08:31,2022-07-18 13:30:00,2022-07-18 15:00:00,45.49273,0,0.0,0.0,0.0,0,0,0,0.0,0.0
86,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,QQQ,-0.05,2022-07-18 14:08:31,2022-07-18 13:30:00,2022-07-18 15:00:00,295.180799,0,0.0,0.0,0.0,0,0,0,0.0,0.0
87,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,QQQ,-0.15,2022-07-19 19:56:19,2022-07-19 13:30:00,2022-07-19 20:00:00,298.821178,0,0.0,0.0,0.0,0,0,0,0.0,0.0
88,0x594F56D21ad544F6B567F3A49DB0F9a7B501FF37,MATIC,META,0.26,2022-07-20 15:47:57,2022-07-20 13:30:00,2022-07-20 16:00:00,181.750051,0,0.0,0.0,0.0,0,0,0,0.0,0.0
